fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
core_7-1-0 acquisition ns2:acquisitions_common objectOfferPriceValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectOfferPriceValue,Acquisition Information,Price Information > Object offer price,Object offer price value,"",objectOfferPriceValue,float,n,n,n/a,"",""
core_7-1-0 acquisition ns2:acquisitions_common objectPurchaseOfferPriceCurrency,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchaseOfferPriceCurrency,Acquisition Information,Price Information > Object purchaser offer price,Object purchaser offer price currency,"",objectPurchaseOfferPriceCurrency,string,n,n,n/a,vocabulary: currency,""
core_7-1-0 acquisition ns2:acquisitions_common objectPurchaseOfferPriceValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchaseOfferPriceValue,Acquisition Information,Price Information > Object purchaser offer price,Object purchaser offer price value,"",objectPurchaseOfferPriceValue,float,n,n,n/a,"",""
core_7-1-0 acquisition ns2:acquisitions_common objectPurchasePriceCurrency,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchasePriceCurrency,Acquisition Information,Price Information > Object purchase price,Object purchase price currency,"",objectPurchasePriceCurrency,string,n,n,n/a,vocabulary: currency,""
core_7-1-0 acquisition ns2:acquisitions_common objectPurchasePriceValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchasePriceValue,Acquisition Information,Price Information > Object purchase price,Object purchase price value,"",objectPurchasePriceValue,float,n,n,n/a,"",""
core_7-1-0 acquisition ns2:acquisitions_common originalObjectPurchasePriceCurrency,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.originalObjectPurchasePriceCurrency,Acquisition Information,Price Information > Original object purchase price,Original object purchase price currency,"",originalObjectPurchasePriceCurrency,string,n,n,n/a,vocabulary: currency,""
core_7-1-0 acquisition ns2:acquisitions_common originalObjectPurchasePriceValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.originalObjectPurchasePriceValue,Acquisition Information,Price Information > Original object purchase price,Original object purchase price value,"",originalObjectPurchasePriceValue,float,n,n,n/a,"",""
core_7-1-0 acquisition ns2:acquisitions_common acquisitionReason,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionReason,Acquisition Information,"",Acquisition reason,"",acquisitionReason,string,n,n,n/a,"",""
core_7-1-0 acquisition ns2:acquisitions_common approvalGroup,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalGroup,Acquisition Information,Approval,Approval,approvalGroupList > approvalGroup,approvalGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,""
core_7-1-0 acquisition ns2:acquisitions_common approvalIndividual,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalIndividual,Acquisition Information,Approval,Approval individual,approvalGroupList > approvalGroup,approvalIndividual,string,n,n,y,authority: person/local,""
core_7-1-0 acquisition ns2:acquisitions_common approvalStatus,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalStatus,Acquisition Information,Approval,Approval status,approvalGroupList > approvalGroup,approvalStatus,string,n,n,y,vocabulary: deaccessionapprovalstatus,""
core_7-1-0 acquisition ns2:acquisitions_common approvalDate,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalDate,Acquisition Information,Approval,Approval status date,approvalGroupList > approvalGroup,approvalDate,date,n,n,y,"",""
core_7-1-0 acquisition ns2:acquisitions_common approvalNote,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalNote,Acquisition Information,Approval,Approval note,approvalGroupList > approvalGroup,approvalNote,string,n,n,y,"",""
core_7-1-0 acquisition ns2:acquisitions_common acquisitionNote,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionNote,Acquisition Information,"",Note,"",acquisitionNote,string,n,n,n/a,"",""
core_7-1-0 acquisition ns2:acquisitions_common acquisitionProvisos,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionProvisos,Acquisition Information,"",Provisos,"",acquisitionProvisos,string,n,n,n/a,"",""
core_7-1-0 acquisition ns2:acquisitions_common acquisitionFundingCurrency,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingCurrency,Acquisition Information,Funding,Funding currency,acquisitionFundingList > acquisitionFunding,acquisitionFundingCurrency,string,n,n,y,vocabulary: currency,""
core_7-1-0 acquisition ns2:acquisitions_common acquisitionFundingValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingValue,Acquisition Information,Funding,Funding value,acquisitionFundingList > acquisitionFunding,acquisitionFundingValue,float,n,n,y,"",""
core_7-1-0 acquisition ns2:acquisitions_common acquisitionFundingSource,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSource,Acquisition Information,Funding,Funding source,acquisitionFundingList > acquisitionFunding,acquisitionFundingSource,string,n,n,y,authority: person/local; authority: organization/local,""
core_7-1-0 acquisition ns2:acquisitions_common acquisitionFundingSourceProvisos,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSourceProvisos,Acquisition Information,Funding,Funding source provisos,acquisitionFundingList > acquisitionFunding,acquisitionFundingSourceProvisos,string,n,n,y,"",""
core_7-1-0 acquisition ns2:acquisitions_common creditLine,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.creditLine,Acquisition Information,"",Credit line,"",creditLine,string,n,n,n/a,"",""
core_7-1-0 acquisition ns2:acquisitions_common fieldCollectionEventName,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.fieldCollectionEventName,Object Collection Information,"",Field collection event name,fieldCollectionEventNames,fieldCollectionEventName,string,n,y,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateDisplayDate,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateDisplayDate,string,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.datePeriod,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,datePeriod,string,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateAssociation,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateAssociation,string,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateNote,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateNote,string,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateEarliestSingleYear,integer,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateEarliestSingleMonth,integer,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateEarliestSingleDay,integer,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateEarliestSingleEra,string,n,n,n,vocabulary: dateera,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateEarliestSingleCertainty,string,n,n,n,vocabulary: datecertainty,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateEarliestSingleQualifier,string,n,n,n,option list: dateQualifiers,", +, +/-, -"
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateEarliestSingleQualifierValue,integer,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateEarliestSingleQualifierUnit,string,n,n,n,vocabulary: datequalifier,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateLatestYear,integer,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateLatestMonth,integer,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateLatestDay,integer,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateLatestEra,string,n,n,n,vocabulary: dateera,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateLatestCertainty,string,n,n,n,vocabulary: datecertainty,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateLatestQualifier,string,n,n,n,option list: dateQualifiers,", +, +/-, -"
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateLatestQualifierValue,integer,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateLatestQualifierUnit,string,n,n,n,vocabulary: datequalifier,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateEarliestScalarValue,string,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,dateLatestScalarValue,string,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Acquisition Information,acquisitions_common.accessionDateGroup,"",accessionDateGroup,scalarValuesComputed,boolean,n,n,n,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateDisplayDate,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateDisplayDate,string,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.datePeriod,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,datePeriod,string,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateAssociation,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateAssociation,string,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateNote,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateNote,string,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleYear,integer,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleMonth,integer,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleDay,integer,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleEra,string,n,n,y,vocabulary: dateera,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleCertainty,string,n,n,y,vocabulary: datecertainty,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleQualifier,string,n,n,y,option list: dateQualifiers,", +, +/-, -"
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleQualifierValue,integer,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleQualifierUnit,string,n,n,y,vocabulary: datequalifier,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateLatestYear,integer,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateLatestMonth,integer,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateLatestDay,integer,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateLatestEra,string,n,n,y,vocabulary: dateera,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateLatestCertainty,string,n,n,y,vocabulary: datecertainty,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifier,string,n,n,y,option list: dateQualifiers,", +, +/-, -"
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifierValue,integer,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifierUnit,string,n,n,y,vocabulary: datequalifier,""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateEarliestScalarValue,string,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,dateLatestScalarValue,string,n,n,y,"",""
"",core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Acquisition Information,acquisitions_common.acquisitionDateGroup,"",acquisitionDateGroupList > acquisitionDateGroup,scalarValuesComputed,boolean,n,n,y,"",""
core_7-1-0 citation ns2:citations_common termDisplayName,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termDisplayName,Citation Information,Term,Term display name,citationTermGroupList > citationTermGroup,termDisplayName,string,y,n,y,"",""
core_7-1-0 citation ns2:citations_common termStatus,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termStatus,Citation Information,Term,Term status,citationTermGroupList > citationTermGroup,termStatus,string,n,n,y,option list: citationTermStatuses,"accepted, provisional, rejected, under review"
core_7-1-0 citation ns2:citations_common termType,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termType,Citation Information,Term,Term type,citationTermGroupList > citationTermGroup,termType,string,n,n,y,vocabulary: citationtermtype,""
core_7-1-0 citation ns2:citations_common termFlag,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termFlag,Citation Information,Term,Term flag,citationTermGroupList > citationTermGroup,termFlag,string,n,n,y,vocabulary: citationtermflag,""
core_7-1-0 citation ns2:citations_common termLanguage,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termLanguage,Citation Information,Term,Term language,citationTermGroupList > citationTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
core_7-1-0 citation ns2:citations_common termPrefForLang,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termPrefForLang,Citation Information,Term,Term preferred for lang,citationTermGroupList > citationTermGroup,termPrefForLang,boolean,n,n,y,"",""
core_7-1-0 citation ns2:citations_common termFullCitation,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termFullCitation,Citation Information,Term,Term full citation,citationTermGroupList > citationTermGroup,termFullCitation,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common termTitle,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termTitle,Citation Information,Term,Term title,citationTermGroupList > citationTermGroup,termTitle,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common termSubTitle,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSubTitle,Citation Information,Term,Term subtitle,citationTermGroupList > citationTermGroup,termSubTitle,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common termSectionTitle,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSectionTitle,Citation Information,Term,Term section title,citationTermGroupList > citationTermGroup,termSectionTitle,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common termVolume,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termVolume,Citation Information,Term,Term volume,citationTermGroupList > citationTermGroup,termVolume,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common termIssue,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termIssue,Citation Information,Term,Term issue,citationTermGroupList > citationTermGroup,termIssue,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common termSource,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSource,Citation Information,Term > Source,Term source name,citationTermGroupList > citationTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
core_7-1-0 citation ns2:citations_common termSourceDetail,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceDetail,Citation Information,Term > Source,Term source detail,citationTermGroupList > citationTermGroup,termSourceDetail,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common termSourceID,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceID,Citation Information,Term > Source,Term source ID,citationTermGroupList > citationTermGroup,termSourceID,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common termSourceNote,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceNote,Citation Information,Term > Source,Term source note,citationTermGroupList > citationTermGroup,termSourceNote,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common publisher,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.publisher,Citation Information,Publication,Publisher,citationPublicationInfoGroupList > citationPublicationInfoGroup,publisher,string,n,n,y,authority: organization/local,""
core_7-1-0 citation ns2:citations_common publicationPlace,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.publicationPlace,Citation Information,Publication,Publication place,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationPlace,string,n,n,y,authority: place/local; authority: place/tgn,""
core_7-1-0 citation ns2:citations_common edition,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.edition,Citation Information,Publication,Publication edition,citationPublicationInfoGroupList > citationPublicationInfoGroup,edition,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common pages,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.pages,Citation Information,Publication,Publication page(s),citationPublicationInfoGroupList > citationPublicationInfoGroup,pages,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common agent,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.agent,Citation Information,Agent,Agent name,citationAgentInfoGroupList > citationAgentInfoGroup,agent,string,n,n,y,authority: person/local; authority: person/ulan; authority: organization/local,""
core_7-1-0 citation ns2:citations_common role,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.role,Citation Information,Agent,Agent role,citationAgentInfoGroupList > citationAgentInfoGroup,role,string,n,n,y,vocabulary: agentinfotype,""
core_7-1-0 citation ns2:citations_common note,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.note,Citation Information,Agent,Agent note,citationAgentInfoGroupList > citationAgentInfoGroup,note,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common citationNote,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.citationNote,Citation Information,"",Note,"",citationNote,string,n,n,n/a,"",""
core_7-1-0 citation ns2:citations_common resourceIdent,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.resourceIdent,Citation Information,Resource identifier,Resource identifier,citationResourceIdentGroupList > citationResourceIdentGroup,resourceIdent,string,n,n,y,"",""
core_7-1-0 citation ns2:citations_common type,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.type,Citation Information,Resource identifier,Resource identifier type,citationResourceIdentGroupList > citationResourceIdentGroup,type,string,n,n,y,vocabulary: resourceidtype,""
core_7-1-0 citation ns2:citations_common relatedTerm,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.relatedTerm,Citation Information,Related term,Related term,citationRelatedTermsGroupList > citationRelatedTermsGroup,relatedTerm,string,n,n,y,authority: concept/associated; authority: concept/activity; authority: concept/material,""
core_7-1-0 citation ns2:citations_common relationType,core_7-1-0,citation,ns2:citations_common,ns2:citations_common,citations_common.relationType,Citation Information,Related term,Related term type,citationRelatedTermsGroupList > citationRelatedTermsGroup,relationType,string,n,n,y,vocabulary: relationtypetype,""
