profile,record_type,record_type_machine_name,record_section,path_to_field,field,field_machine_name,qualified_field_machine_name,importer_template_headers,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values
lhmc_8-0-0,Chronology,chronology,Associated Authorities,"",Associated concept citation,assocConceptCitation,ns2:chronologies_common.assocConceptCitation,assocConceptCitationCitationLocal; assocConceptCitationCitationWorldcat; assocConceptCitationRefname,string,n,y,as part of larger repeating group,authority; refname,citation/local; citation/worldcat; authority refname,""
lhmc_8-0-0,Chronology,chronology,Associated Authorities,"",Associated concept note,assocConceptNote,ns2:chronologies_common.assocConceptNote,assocConceptNote,string,n,n,y,"","",""
lhmc_8-0-0,Chronology,chronology,Associated Authorities,"",Associated place,assocPlace,ns2:chronologies_common.assocPlace,assocPlacePlaceLocal; assocPlacePlaceTgn; assocPlaceRefname,string,n,n,y,authority; refname,place/local; place/tgn; authority refname,""
lhmc_8-0-0,Chronology,chronology,Associated Authorities,"",Associated place relationship/type,assocPlaceType,ns2:chronologies_common.assocPlaceType,assocPlaceType; assocPlaceTypeRefname,string,n,n,y,vocabulary; refname,assocauthorityrelationtype; vocabulary refname,""
lhmc_8-0-0,Chronology,chronology,Associated Authorities,"",Associated place date,assocPlaceStructuredDateGroup,ns2:chronologies_common.assocPlaceStructuredDateGroup,assocPlaceStructuredDateGroup,structured date group,n,n,y,"","",""
lhmc_8-0-0,Chronology,chronology,Associated Authorities,"",Associated place citation,assocPlaceCitation,ns2:chronologies_common.assocPlaceCitation,assocPlaceCitationCitationLocal; assocPlaceCitationCitationWorldcat; assocPlaceCitationRefname,string,n,y,as part of larger repeating group,authority; refname,citation/local; citation/worldcat; authority refname,""
lhmc_8-0-0,Chronology,chronology,Associated Authorities,"",Associated place note,assocPlaceNote,ns2:chronologies_common.assocPlaceNote,assocPlaceNote,string,n,n,y,"","",""
lhmc_8-0-0,Chronology,chronology,Associated Authorities,"",Associated event/era,assocChronology,ns2:chronologies_common.assocChronology,assocChronologyChronologyEra; assocChronologyChronologyEvent; assocChronologyRefname,string,n,n,y,authority; refname,chronology/era; chronology/event; authority refname,""
lhmc_8-0-0,Chronology,chronology,Associated Authorities,"",Associated event/era relationship/type,assocChronologyType,ns2:chronologies_common.assocChronologyType,assocChronologyType; assocChronologyTypeRefname,string,n,n,y,vocabulary; refname,assocauthorityrelationtype; vocabulary refname,""
lhmc_8-0-0,Chronology,chronology,Associated Authorities,"",Associated event/era date,assocChronologyStructuredDateGroup,ns2:chronologies_common.assocChronologyStructuredDateGroup,assocChronologyStructuredDateGroup,structured date group,n,n,y,"","",""
