fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values
core_10-0-0-fd57a64 citation ns2:citations_common publisher,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.publisher,Citation Information,"",Publisher,citationPublicationInfoGroupList > citationPublicationInfoGroup,publisher,string,n,n,y,authority,organization/local,""
core_10-0-0-fd57a64 citation ns2:citations_common publicationPlace,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.publicationPlace,Citation Information,"",Publication place,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationPlace,string,n,n,y,authority,place/local; place/tgn,""
core_10-0-0-fd57a64 citation ns2:citations_common publicationDate,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.publicationDate,Citation Information,"",Publication date,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationDate,structured date group,n,n,y,"","",""
core_10-0-0-fd57a64 citation ns2:citations_common edition,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.edition,Citation Information,"",Publication edition,citationPublicationInfoGroupList > citationPublicationInfoGroup,edition,string,n,n,y,"","",""
core_10-0-0-fd57a64 citation ns2:citations_common pages,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.pages,Citation Information,"",Publication page(s),citationPublicationInfoGroupList > citationPublicationInfoGroup,pages,string,n,n,y,"","",""
core_10-0-0-fd57a64 citation ns2:citations_common agent,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.agent,Citation Information,"",Agent name,citationAgentInfoGroupList > citationAgentInfoGroup,agent,string,n,n,y,authority,person/local; person/ulan; organization/local,""
core_10-0-0-fd57a64 citation ns2:citations_common role,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.role,Citation Information,"",Agent role,citationAgentInfoGroupList > citationAgentInfoGroup,role,string,n,n,y,vocabulary,agentinfotype,""
core_10-0-0-fd57a64 citation ns2:citations_common note,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.note,Citation Information,"",Agent note,citationAgentInfoGroupList > citationAgentInfoGroup,note,string,n,n,y,"","",""
core_10-0-0-fd57a64 citation ns2:citations_common citationNote,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.citationNote,Citation Information,"",Note,"",citationNote,string,n,n,n/a,"","",""
core_10-0-0-fd57a64 citation ns2:citations_common resourceIdent,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.resourceIdent,Citation Information,"",Resource identifier,citationResourceIdentGroupList > citationResourceIdentGroup,resourceIdent,string,n,n,y,"","",""
core_10-0-0-fd57a64 citation ns2:citations_common type,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.type,Citation Information,"",Resource identifier type,citationResourceIdentGroupList > citationResourceIdentGroup,type,string,n,n,y,vocabulary,resourceidtype,""
core_10-0-0-fd57a64 citation ns2:citations_common captureDate,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.captureDate,Citation Information,"",Resource identifier capture date,citationResourceIdentGroupList > citationResourceIdentGroup,captureDate,structured date group,n,n,y,"","",""
core_10-0-0-fd57a64 citation ns2:citations_common relatedTerm,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.relatedTerm,Citation Information,"",Related term,citationRelatedTermsGroupList > citationRelatedTermsGroup,relatedTerm,string,n,n,y,authority,concept/associated; concept/activity; concept/material,""
core_10-0-0-fd57a64 citation ns2:citations_common relationType,core_10-0-0-fd57a64,citation,ns2:citations_common,ns2:citations_common,citations_common.relationType,Citation Information,"",Related term type,citationRelatedTermsGroupList > citationRelatedTermsGroup,relationType,string,n,n,y,vocabulary,relationtypetype,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termDisplayName,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termDisplayName,Chronology Information,"",Term display name,chronologyTermGroupList > chronologyTermGroup,termDisplayName,string,y,n,y,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termName,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termName,Chronology Information,"",Term name,chronologyTermGroupList > chronologyTermGroup,termName,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termQualifier,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termQualifier,Chronology Information,"",Term qualifier,chronologyTermGroupList > chronologyTermGroup,termQualifier,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termStatus,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termStatus,Chronology Information,"",Term status,chronologyTermGroupList > chronologyTermGroup,termStatus,string,n,n,y,vocabulary,chronologytermstatus,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termType,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termType,Chronology Information,"",Term type,chronologyTermGroupList > chronologyTermGroup,termType,string,n,n,y,vocabulary,chronologytermtype,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termFlag,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termFlag,Chronology Information,"",Term flag,chronologyTermGroupList > chronologyTermGroup,termFlag,string,n,n,y,vocabulary,chronologytermflag,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common historicalStatus,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.historicalStatus,Chronology Information,"",Term historical status,chronologyTermGroupList > chronologyTermGroup,historicalStatus,string,n,n,y,vocabulary,chronologyhistoricalstatus,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termLanguage,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termLanguage,Chronology Information,"",Term language,chronologyTermGroupList > chronologyTermGroup,termLanguage,string,n,n,y,vocabulary,languages,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termPrefForLang,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termPrefForLang,Chronology Information,"",Term preferred for lang,chronologyTermGroupList > chronologyTermGroup,termPrefForLang,boolean,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termSource,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSource,Chronology Information,Source,Term source name,chronologyTermGroupList > chronologyTermGroup,termSource,string,n,n,y,authority,citation/local; citation/worldcat,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termSourceDetail,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSourceDetail,Chronology Information,Source,Term source detail,chronologyTermGroupList > chronologyTermGroup,termSourceDetail,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termSourceID,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSourceID,Chronology Information,Source,Term source ID,chronologyTermGroupList > chronologyTermGroup,termSourceID,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common termSourceNote,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSourceNote,Chronology Information,Source,Term source note,chronologyTermGroupList > chronologyTermGroup,termSourceNote,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common primaryDateRangeStructuredDateGroup,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.primaryDateRangeStructuredDateGroup,Chronology Information,"",Primary date range,"",primaryDateRangeStructuredDateGroup,structured date group,n,n,n/a,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common chronologyType,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyType,Chronology Information,"",Chronology type,"",chronologyType,string,n,n,n/a,vocabulary,chronologytypes,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common spatialCoverage,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.spatialCoverage,Chronology Information,"",Spatial coverage,spatialCoverages,spatialCoverage,string,n,y,n,authority,place/local; place/tgn,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common chronologyDescription,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyDescription,Chronology Information,"",Chronology description,"",chronologyDescription,string,n,n,n/a,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common chronologyNote,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyNote,Chronology Information,"",Chronology note,"",chronologyNote,string,n,n,n/a,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common identifierValue,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierValue,Chronology Information,"",Resource identifier value,identifierGroupList > identifierGroup,identifierValue,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common identifierCitation,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierCitation,Chronology Information,"",Resource identifier citation,identifierGroupList > identifierGroup,identifierCitation,string,n,n,y,authority,citation/local; citation/worldcat,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common identifierDate,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierDate,Chronology Information,"",Resource identifier date,identifierGroupList > identifierGroup,identifierDate,date,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common altDateRangeStructuredDateGroup,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.altDateRangeStructuredDateGroup,Alternative Date Information,"",Alternative date range,altDateGroupList > altDateGroup,altDateRangeStructuredDateGroup,structured date group,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ns2:chronologies_common altDateSpatialCoverage,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.altDateSpatialCoverage,Alternative Date Information,"",Alternative date spatial coverage,altDateGroupList > altDateGroup > altDateSpatialCoverages,altDateSpatialCoverage,string,n,y,as part of larger repeating group,authority,place/local; place/tgn,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common altDateCitation,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.altDateCitation,Alternative Date Information,"",Alternative date citation,altDateGroupList > altDateGroup > altDateCitations,altDateCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,""
core_10-0-0-fd57a64 chronology ns2:chronologies_common altDateNote,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.altDateNote,Alternative Date Information,"",Alternative date note,altDateGroupList > altDateGroup,altDateNote,string,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPerson,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPerson,Associated Authorities,"",Associated person,assocPersonAuthGroupList > assocPersonAuthGroup,assocPerson,string,n,n,y,authority,person/local; person/ulan,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPersonType,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPersonType,Associated Authorities,"",Associated person relationship/type,assocPersonAuthGroupList > assocPersonAuthGroup,assocPersonType,string,n,n,y,vocabulary,assocauthorityrelationtype,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPersonStructuredDateGroup,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPersonStructuredDateGroup,Associated Authorities,"",Associated person date,assocPersonAuthGroupList > assocPersonAuthGroup,assocPersonStructuredDateGroup,structured date group,n,n,y,"","",""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPersonCitation,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPersonCitation,Associated Authorities,"",Associated person citation,assocPersonAuthGroupList > assocPersonAuthGroup > assocPersonCitations,assocPersonCitation,string,n,y,as part of larger repeating group,authority,citation/local; citation/worldcat,""
core_10-0-0-fd57a64 chronology ext.associatedAuthority assocPersonNote,core_10-0-0-fd57a64,chronology,ns2:chronologies_common,ext.associatedAuthority,ext.associatedAuthority.assocPersonNote,Associated Authorities,"",Associated person note,assocPersonAuthGroupList > assocPersonAuthGroup,assocPersonNote,string,n,n,y,"","",""
