profile,id,label
core_10-0-0-fd57a64,collectionobject.color,Object Description Information > Color
core_10-0-0-fd57a64,collectionobject.apparelSize,Object Description Information > Apparel size
core_10-0-0-fd57a64,collectionobject.materialControlled,Object Description Information > Material controlled
core_10-0-0-fd57a64,collectionobject.material,Object Description Information > Material
core_10-0-0-fd57a64,collectionobject.materialComponent,Object Description Information > Material component
core_10-0-0-fd57a64,collectionobject.materialComponentNote,Object Description Information > Material component note
core_10-0-0-fd57a64,collectionobject.materialName,Object Description Information > Material name
core_10-0-0-fd57a64,collectionobject.materialSource,Object Description Information > Material source
core_10-0-0-fd57a64,collectionobject.physicalDescription,Object Description Information > Physical description
core_10-0-0-fd57a64,collectionobject.objectComponentName,Object Description Information > Object component name
core_10-0-0-fd57a64,collectionobject.objectComponentInformation,Object Description Information > Object component information
core_10-0-0-fd57a64,collectionobject.technicalAttribute,Object Description Information > Technical attribute
core_10-0-0-fd57a64,collectionobject.technicalAttributeMeasurement,Object Description Information > Technical attribute measurement
core_10-0-0-fd57a64,collectionobject.technicalAttributeMeasurementUnit,Object Description Information > Technical attribute measurement unit
core_10-0-0-fd57a64,collectionobject.measuredPart,Object Description Information > Measured part
core_10-0-0-fd57a64,collectionobject.dimensionSummary,Object Description Information > Dimension summary
core_10-0-0-fd57a64,collectionobject.dimension,Object Description Information > Measurement dimension
core_10-0-0-fd57a64,collectionobject.measuredBy,Object Description Information > Measured by
core_10-0-0-fd57a64,collectionobject.measurementMethod,Object Description Information > Measurement method
core_10-0-0-fd57a64,collectionobject.value,Object Description Information > Measurement value
core_10-0-0-fd57a64,collectionobject.measurementUnit,Object Description Information > Measurement unit
core_10-0-0-fd57a64,collectionobject.valueQualifier,Object Description Information > Measurement qualifier
core_10-0-0-fd57a64,collectionobject.valueDate,Object Description Information > Measurement date
core_10-0-0-fd57a64,collectionobject.measuredPartNote,Object Description Information > Dimension note
core_10-0-0-fd57a64,collectionobject.contentDescription,Object Description Information > Content > Content description
core_10-0-0-fd57a64,collectionobject.contentLanguage,Object Description Information > Content > Content language
core_10-0-0-fd57a64,collectionobject.contentActivity,Object Description Information > Content > Content activity
core_10-0-0-fd57a64,collectionobject.contentConcept,Object Description Information > Content > Content concept
core_10-0-0-fd57a64,collectionobject.contentDateGroup,Object Description Information > Content > Content date
core_10-0-0-fd57a64,collectionobject.contentPosition,Object Description Information > Content > Content position
core_10-0-0-fd57a64,collectionobject.contentObject,Object Description Information > Content > Content object name
core_10-0-0-fd57a64,collectionobject.contentObjectType,Object Description Information > Content > Content object type
core_10-0-0-fd57a64,collectionobject.contentPeople,Object Description Information > Content > Content people
core_10-0-0-fd57a64,collectionobject.contentPerson,Object Description Information > Content > Content person
core_10-0-0-fd57a64,collectionobject.contentPlace,Object Description Information > Content > Content place
core_10-0-0-fd57a64,collectionobject.contentScript,Object Description Information > Content > Content script
core_10-0-0-fd57a64,collectionobject.contentOrganization,Object Description Information > Content > Content organization
core_10-0-0-fd57a64,collectionobject.contentEventName,Object Description Information > Content > Content event name
core_10-0-0-fd57a64,collectionobject.contentEventNameType,Object Description Information > Content > Content event type
core_10-0-0-fd57a64,collectionobject.contentEvent,Object Description Information > Content > Content controlled event or period/era
core_10-0-0-fd57a64,collectionobject.contentOther,Object Description Information > Content > Content other name
core_10-0-0-fd57a64,collectionobject.contentOtherType,Object Description Information > Content > Content other type
core_10-0-0-fd57a64,collectionobject.contentNote,Object Description Information > Content > Content note
core_10-0-0-fd57a64,collectionobject.inscriptionContent,Object Description Information > Textual Inscription > Textual inscription content
core_10-0-0-fd57a64,collectionobject.inscriptionContentInscriber,Object Description Information > Textual Inscription > Textual inscription inscriber
core_10-0-0-fd57a64,collectionobject.inscriptionContentLanguage,Object Description Information > Textual Inscription > Textual inscription language
core_10-0-0-fd57a64,collectionobject.inscriptionContentDateGroup,Object Description Information > Textual Inscription > Textual inscription date
core_10-0-0-fd57a64,collectionobject.inscriptionContentPosition,Object Description Information > Textual Inscription > Textual inscription position
core_10-0-0-fd57a64,collectionobject.inscriptionContentScript,Object Description Information > Textual Inscription > Textual inscription script
core_10-0-0-fd57a64,collectionobject.inscriptionContentType,Object Description Information > Textual Inscription > Textual inscription type
core_10-0-0-fd57a64,collectionobject.inscriptionContentMethod,Object Description Information > Textual Inscription > Textual inscription method
