profile,record_type,field,record_section,path_to_field,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values,record_type_machine_name,field_machine_name
bonsai_6-0-0,Object,Associated event people,Object History and Association Information,Associations,string,n,y,n,"","","",collectionobject,assocEventPeople
bonsai_6-0-0,Object,Associated event person,Object History and Association Information,Associations,string,n,y,n,authority,person/local,"",collectionobject,assocEventPerson
bonsai_6-0-0,Object,Associated event place,Object History and Association Information,Associations,string,n,y,n,"","","",collectionobject,assocEventPlace
bonsai_6-0-0,Object,Associated event note,Object History and Association Information,Associations,string,n,n,n/a,"","","",collectionobject,assocEventNote
bonsai_6-0-0,Object,Associated date value,Object History and Association Information,Associations,structured date group,n,n,y,"","","",collectionobject,assocStructuredDateGroup
bonsai_6-0-0,Object,Associated date type,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocDateType
bonsai_6-0-0,Object,Associated date note,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocDateNote
bonsai_6-0-0,Object,Object history note,Object History and Association Information,"",string,n,n,n/a,"","","",collectionobject,objectHistoryNote
bonsai_6-0-0,Object,Usage,Object History and Association Information,"",string,n,n,y,"","","",collectionobject,usage
bonsai_6-0-0,Object,Usage note,Object History and Association Information,"",string,n,n,y,"","","",collectionobject,usageNote
bonsai_6-0-0,Object,Owner,Object History and Association Information,Object Owner's Contribution Information,string,n,y,n,authority,person/local; organization/local,"",collectionobject,owner
bonsai_6-0-0,Object,Ownership date,Object History and Association Information,"",structured date group,n,y,n,"","","",collectionobject,ownershipDateGroup
bonsai_6-0-0,Object,Ownership category,Object History and Association Information,"",string,n,n,n/a,option list,ownershipCategories,"company, private, public",collectionobject,ownershipCategory
bonsai_6-0-0,Object,Ownership place,Object History and Association Information,"",string,n,n,n/a,"","","",collectionobject,ownershipPlace
bonsai_6-0-0,Object,Ownership exchange method,Object History and Association Information,Ownership exchange,string,n,n,n/a,option list,ownershipExchangeMethods,"bequest, exchange, gift, purchase, transfer, treasure",collectionobject,ownershipExchangeMethod
bonsai_6-0-0,Object,Ownership exchange note,Object History and Association Information,Ownership exchange,string,n,n,n/a,"","","",collectionobject,ownershipExchangeNote
bonsai_6-0-0,Object,Ownership exchange price currency,Object History and Association Information,Ownership exchange,string,n,n,n/a,vocabulary,currency,"",collectionobject,ownershipExchangePriceCurrency
bonsai_6-0-0,Object,Ownership exchange price value,Object History and Association Information,Ownership exchange,float,n,n,n/a,"","","",collectionobject,ownershipExchangePriceValue
bonsai_6-0-0,Object,Owner's personal experience,Object Owner's Contribution Information,"",string,n,n,n/a,"","","",collectionobject,ownersPersonalExperience
bonsai_6-0-0,Object,Owner's personal response,Object Owner's Contribution Information,"",string,n,n,n/a,"","","",collectionobject,ownersPersonalResponse
bonsai_6-0-0,Object,Owner's reference,Object Owner's Contribution Information,"",string,n,y,n,"","","",collectionobject,ownersReference
bonsai_6-0-0,Object,Owner's contribution note,Object Owner's Contribution Information,"",string,n,n,n/a,"","","",collectionobject,ownersContributionNote
bonsai_6-0-0,Object,Viewer's role,Object Viewer's Contribution Information,"",string,n,n,n/a,"","","",collectionobject,viewersRole
bonsai_6-0-0,Object,Viewer's personal experience,Object Viewer's Contribution Information,"",string,n,n,n/a,"","","",collectionobject,viewersPersonalExperience
bonsai_6-0-0,Object,Viewer's personal response,Object Viewer's Contribution Information,"",string,n,n,n/a,"","","",collectionobject,viewersPersonalResponse
bonsai_6-0-0,Object,Viewer's reference,Object Viewer's Contribution Information,"",string,n,y,n,"","","",collectionobject,viewersReference
bonsai_6-0-0,Object,Viewer's contribution note,Object Viewer's Contribution Information,"",string,n,n,n/a,"","","",collectionobject,viewersContributionNote
bonsai_6-0-0,Object,Reference,Reference Information,Reference Information,string,n,n,y,authority,citation/local; citation/worldcat,"",collectionobject,reference
bonsai_6-0-0,Object,Reference note,Reference Information,"",string,n,n,y,"","","",collectionobject,referenceNote
bonsai_6-0-0,Object,Field collection date,Object Collection Information,"",structured date group,n,n,n/a,"","","",collectionobject,fieldCollectionDateGroup
bonsai_6-0-0,Object,Field collection method,Object Collection Information,"",string,n,y,n,vocabulary,collectionmethod,"",collectionobject,fieldCollectionMethod
bonsai_6-0-0,Object,Field collection place,Object Collection Information,"",string,n,y,n,authority,place/local; place/tgn,"",collectionobject,fieldCollectionPlace
bonsai_6-0-0,Object,Field collection source,Object Collection Information,"",string,n,y,n,authority,person/local,"",collectionobject,fieldCollectionSource
bonsai_6-0-0,Object,Field collector,Object Collection Information,"",string,n,y,n,authority,person/local; organization/local,"",collectionobject,fieldCollector
bonsai_6-0-0,Object,Field collection feature,Object Collection Information,"",string,n,n,n/a,"","","",collectionobject,fieldCollectionFeature
bonsai_6-0-0,Object,Field collection note,Object Collection Information,"",string,n,n,n/a,"","","",collectionobject,fieldCollectionNote
bonsai_6-0-0,Concept,Term display name,Concept Information,"",string,y,n,y,"","","",concept,termDisplayName
bonsai_6-0-0,Concept,Term name,Concept Information,"",string,n,n,y,"","","",concept,termName
bonsai_6-0-0,Concept,Term qualifier,Concept Information,"",string,n,n,y,"","","",concept,termQualifier
bonsai_6-0-0,Concept,Term status,Concept Information,"",string,n,n,y,option list,conceptTermStatuses,"accepted, provisional, rejected, under review",concept,termStatus
bonsai_6-0-0,Concept,Term type,Concept Information,"",string,n,n,y,option list,conceptTermTypes,"alternate descriptor, descriptor, used for term",concept,termType
bonsai_6-0-0,Concept,Term flag,Concept Information,"",string,n,n,y,vocabulary,concepttermflag,"",concept,termFlag
bonsai_6-0-0,Concept,Term historical status,Concept Information,"",string,n,n,y,option list,conceptHistoricalStatuses,"both, current, historical, unknown",concept,historicalStatus
bonsai_6-0-0,Concept,Term language,Concept Information,"",string,n,n,y,vocabulary,languages,"",concept,termLanguage
bonsai_6-0-0,Concept,Term preferred for lang,Concept Information,"",boolean,n,n,y,"","","",concept,termPrefForLang
bonsai_6-0-0,Concept,Term source name,Concept Information,Source,string,n,n,y,authority,citation/local; citation/worldcat,"",concept,termSource
bonsai_6-0-0,Concept,Term source detail,Concept Information,Source,string,n,n,y,"","","",concept,termSourceDetail
bonsai_6-0-0,Concept,Term source ID,Concept Information,Source,string,n,n,y,"","","",concept,termSourceID
bonsai_6-0-0,Concept,Term source note,Concept Information,Source,string,n,n,y,"","","",concept,termSourceNote
bonsai_6-0-0,Concept,Concept type,Concept Information,"",string,n,y,n,vocabulary,concepttype,"",concept,conceptRecordType
bonsai_6-0-0,Concept,Scope note,Concept Information,"",string,n,n,n/a,"","","",concept,scopeNote
bonsai_6-0-0,Concept,Scope note source,Concept Information,Scope note,string,n,n,n/a,"","","",concept,scopeNoteSource
bonsai_6-0-0,Concept,Scope note source detail,Concept Information,Scope note,string,n,n,n/a,"","","",concept,scopeNoteSourceDetail
bonsai_6-0-0,Concept,Citation source,Concept Information,"",string,n,n,y,"","","",concept,citationSource
bonsai_6-0-0,Concept,Citation source detail,Concept Information,"",string,n,n,y,"","","",concept,citationSourceDetail
bonsai_6-0-0,Concept,Additional source,Concept Information,"",string,n,n,y,"","","",concept,additionalSource
bonsai_6-0-0,Concept,Additional source detail,Concept Information,"",string,n,n,y,"","","",concept,additionalSourceDetail
bonsai_6-0-0,Concept,Additional source ID,Concept Information,"",string,n,n,y,"","","",concept,additionalSourceID
bonsai_6-0-0,Concept,Additional source note,Concept Information,"",string,n,n,y,"","","",concept,additionalSourceNote
bonsai_6-0-0,Condition Check,Reference number,Condition Check/Technical Assessment Information,"",string,y,n,n/a,"","","",conditioncheck,conditionCheckRefNumber
bonsai_6-0-0,Condition Check,Check/assessment date,Condition Check/Technical Assessment Information,"",date,n,n,n/a,"","","",conditioncheck,conditionCheckAssessmentDate
bonsai_6-0-0,Condition Check,Checker/assessor,Condition Check/Technical Assessment Information,"",string,n,n,n/a,authority,person/local; organization/local,"",conditioncheck,conditionChecker
bonsai_6-0-0,Condition Check,Note,Condition Check/Technical Assessment Information,"",string,n,n,n/a,"","","",conditioncheck,conditionCheckNote
bonsai_6-0-0,Condition Check,Object audit category,Object Condition Information,"",string,n,n,n/a,option list,objectAuditCategories,"high, low, medium",conditioncheck,objectAuditCategory
bonsai_6-0-0,Condition Check,Conservation treatment priority,Object Condition Information,"",string,n,n,n/a,option list,conservationTreatmentPriorities,"high, low, medium",conditioncheck,conservationTreatmentPriority
bonsai_6-0-0,Condition Check,Next check/assessment date,Object Condition Information,"",date,n,n,n/a,"","","",conditioncheck,nextConditionCheckDate
bonsai_6-0-0,Condition Check,Completeness description,Object Condition Information,"",string,n,n,y,option list,completenessLevels,"complete, fragmented, incomplete",conditioncheck,completeness
bonsai_6-0-0,Condition Check,Completeness date,Object Condition Information,"",date,n,n,y,"","","",conditioncheck,completenessDate
bonsai_6-0-0,Condition Check,Completeness note,Object Condition Information,"",string,n,n,y,"","","",conditioncheck,completenessNote
bonsai_6-0-0,Condition Check,Technical assessment description,Object Condition Information,"",string,n,n,y,"","","",conditioncheck,techAssessment
bonsai_6-0-0,Condition Check,Technical assessment date,Object Condition Information,"",date,n,n,y,"","","",conditioncheck,techAssessmentDate
bonsai_6-0-0,Condition Check,Condition description,Object Condition Information,"",string,n,n,y,option list,conditions,"exhibitableneedswork, injeopardy, needsnowork, notexhibitablestable",conditioncheck,condition
bonsai_6-0-0,Condition Check,Condition date,Object Condition Information,"",date,n,n,y,"","","",conditioncheck,conditionDate
bonsai_6-0-0,Condition Check,Condition note,Object Condition Information,"",string,n,n,y,"","","",conditioncheck,conditionNote
bonsai_6-0-0,Condition Check,Display recommendation,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,displayRecommendations
bonsai_6-0-0,Condition Check,Handling recommendation,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,handlingRecommendations
bonsai_6-0-0,Condition Check,Environmental recommendation,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,envRecommendations
bonsai_6-0-0,Condition Check,Special requirement,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,specialRequirements
bonsai_6-0-0,Condition Check,Legal requirement,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,legalRequirements
bonsai_6-0-0,Condition Check,Legal/license requirement held description,Object Recommendation/Requirement Information,"",string,n,n,y,"","","",conditioncheck,legalReqsHeld
bonsai_6-0-0,Condition Check,Legal/license requirement held begin date,Object Recommendation/Requirement Information,"",date,n,n,y,"","","",conditioncheck,legalReqsHeldBeginDate
bonsai_6-0-0,Condition Check,Legal/license requirement held end date,Object Recommendation/Requirement Information,"",date,n,n,y,"","","",conditioncheck,legalReqsHeldEndDate
bonsai_6-0-0,Condition Check,Legal/license requirement held number,Object Recommendation/Requirement Information,"",string,n,n,y,"","","",conditioncheck,legalReqsHeldNumber
bonsai_6-0-0,Condition Check,Legal/license requirement held renewal date,Object Recommendation/Requirement Information,"",date,n,n,y,"","","",conditioncheck,legalReqsHeldRenewDate
bonsai_6-0-0,Condition Check,Salvage priority code,Object Recommendation/Requirement Information,"",string,n,n,y,option list,salvagePriorityCodes,"high, low, medium",conditioncheck,salvagePriorityCode
bonsai_6-0-0,Condition Check,Salvage priority date,Object Recommendation/Requirement Information,"",date,n,n,y,"","","",conditioncheck,salvagePriorityCodeDate
bonsai_6-0-0,Conservation,Reference number,Conservation Treatment Information,"",string,y,n,n/a,"","","",conservation,conservationNumber
bonsai_6-0-0,Conservation,Procedural status,Conservation Treatment Information,"",string,n,n,y,vocabulary,conservationstatus,"",conservation,status
bonsai_6-0-0,Conservation,Procedural status date,Conservation Treatment Information,"",date,n,n,y,"","","",conservation,statusDate
bonsai_6-0-0,Conservation,Treatment purpose,Conservation Treatment Information,"",string,n,n,n/a,vocabulary,treatmentpurpose,"",conservation,treatmentPurpose
bonsai_6-0-0,Conservation,Treatment performed,Conservation Treatment Information,"",string,n,y,n,vocabulary,treatmentperformed,"",conservation,treatmentPerformed
bonsai_6-0-0,Conservation,Treatment performed by,Conservation Treatment Information,"",string,n,y,n,authority,person/local; organization/local,"",conservation,conservator
bonsai_6-0-0,Conservation,Other treatment party name,Conservation Treatment Information,"",string,n,n,y,authority,person/local; organization/local,"",conservation,otherParty
bonsai_6-0-0,Conservation,Other treatment party role,Conservation Treatment Information,"",string,n,n,y,vocabulary,otherpartyrole,"",conservation,otherPartyRole
bonsai_6-0-0,Conservation,Other treatment party note,Conservation Treatment Information,"",string,n,n,y,"","","",conservation,otherPartyNote
bonsai_6-0-0,Conservation,Proposed treatment,Conservation Treatment Information,"",string,n,n,n/a,"","","",conservation,proposedTreatment
bonsai_6-0-0,Conservation,Approved by,Conservation Treatment Information,"",string,n,n,n/a,authority,person/local,"",conservation,approvedBy
bonsai_6-0-0,Conservation,Approval date,Conservation Treatment Information,"",date,n,n,n/a,"","","",conservation,approvedDate
bonsai_6-0-0,Conservation,Treatment start date,Conservation Treatment Information,"",date,n,n,n/a,"","","",conservation,treatmentStartDate
bonsai_6-0-0,Conservation,Treatment end date,Conservation Treatment Information,"",date,n,n,n/a,"","","",conservation,treatmentEndDate
bonsai_6-0-0,Conservation,Treatment summary,Conservation Treatment Information,"",string,n,n,n/a,"","","",conservation,treatmentSummary
bonsai_6-0-0,Conservation,Future treatment,Object Analysis Information,"",string,n,n,y,vocabulary,futuretreatment,"",conservation,futureTreatment
bonsai_6-0-0,Conservation,Future treatment date,Object Analysis Information,"",date,n,n,y,"","","",conservation,futureTreatmentDate
bonsai_6-0-0,Conservation,Future treatment note,Object Analysis Information,"",string,n,n,y,"","","",conservation,futureTreatmentNote
bonsai_6-0-0,Conservation,Destructive analysis approval date,Object Analysis Information,"",date,n,n,y,"","","",conservation,destAnalysisApprovedDate
bonsai_6-0-0,Conservation,Destructive analysis approval note,Object Analysis Information,"",string,n,n,y,"","","",conservation,destAnalysisApprovalNote
bonsai_6-0-0,Conservation,Destructive analysis sample taken by,Object Analysis Information,"",string,n,n,y,authority,person/local,"",conservation,sampleBy
bonsai_6-0-0,Conservation,Destructive analysis sample date,Object Analysis Information,"",date,n,n,y,"","","",conservation,sampleDate
bonsai_6-0-0,Conservation,Destructive analysis sample description,Object Analysis Information,"",string,n,n,y,"","","",conservation,sampleDescription
bonsai_6-0-0,Conservation,Destructive analysis sample returned,Object Analysis Information,"",boolean,n,n,y,"","","",conservation,sampleReturned
bonsai_6-0-0,Conservation,Destructive analysis sample returned location,Object Analysis Information,"",string,n,n,y,"","","",conservation,sampleReturnedLocation
bonsai_6-0-0,Conservation,Analytical methodology,Object Analysis Information,"",string,n,n,n/a,"","","",conservation,analysisMethod
bonsai_6-0-0,Conservation,Analytical result,Object Analysis Information,"",string,n,n,n/a,"","","",conservation,analysisResults
bonsai_6-0-0,Conservation,Fertilizer used,Living Plant Information,Fertilization,string,n,n,y,vocabulary,fertilizerused,"",conservation,fertilizerUsed
bonsai_6-0-0,Conservation,Fertilizer applied by,Living Plant Information,Fertilization,string,n,n,y,authority,person/local,"",conservation,appliedBy
bonsai_6-0-0,Conservation,Fertilizer nitrogen %,Living Plant Information,Fertilization,float,n,n,y,"","","",conservation,nitrogenPercent
bonsai_6-0-0,Conservation,Fertilizer phosphorus %,Living Plant Information,Fertilization,float,n,n,y,"","","",conservation,phosphorusPercent
bonsai_6-0-0,Conservation,Fertilizer potassium %,Living Plant Information,Fertilization,float,n,n,y,"","","",conservation,potassiumPercent
bonsai_6-0-0,Conservation,Fertilizer application date,Living Plant Information,Fertilization,date,n,n,y,"","","",conservation,applicationDate
bonsai_6-0-0,Conservation,Fertilizer amount applied,Living Plant Information,Fertilization,string,n,n,y,"","","",conservation,amountApplied
bonsai_6-0-0,Conservation,Fertilization note,Living Plant Information,Fertilization,string,n,n,y,"","","",conservation,fertilizationNotes
bonsai_6-0-0,Conservation,Fertilizer next application date,Living Plant Information,Fertilization,date,n,n,y,"","","",conservation,nextApplicationDate
bonsai_6-0-0,Conservation,Fertilizer to be used,Living Plant Information,Fertilization,string,n,y,as part of larger repeating group,"","","",conservation,fertilizerToBeUsed
bonsai_6-0-0,Conservation,Pest/disease observed,Living Plant Information,Pest and Disease,string,n,n,y,vocabulary,pestordiseaseobserved,"",conservation,pestOrDiseaseObserved
bonsai_6-0-0,Conservation,Pest/disease identified by,Living Plant Information,Pest and Disease,string,n,n,y,authority,person/local,"",conservation,identifiedBy
bonsai_6-0-0,Conservation,Pest/disease date observed,Living Plant Information,Pest and Disease,date,n,n,y,"","","",conservation,dateObserved
bonsai_6-0-0,Conservation,Pest/disease treatment date,Living Plant Information,Pest and Disease,date,n,n,y,"","","",conservation,treatmentDate
bonsai_6-0-0,Conservation,Pest/disease future treatment date,Living Plant Information,Pest and Disease,date,n,n,y,"","","",conservation,futureTreatmentDate
bonsai_6-0-0,Conservation,Pest/disease treated by,Living Plant Information,Pest and Disease,string,n,n,y,authority,person/local,"",conservation,treatedBy
bonsai_6-0-0,Conservation,Pest/disease treated with,Living Plant Information,Pest and Disease,string,n,n,y,"","","",conservation,treatedWith
bonsai_6-0-0,Conservation,Pest/disease future treatment,Living Plant Information,Pest and Disease,string,n,n,y,"","","",conservation,futureTreatment
bonsai_6-0-0,Conservation,Pest/disease future treatment note,Living Plant Information,Pest and Disease,string,n,n,y,"","","",conservation,futureTreatmentNotes
bonsai_6-0-0,Conservation,Date repotted,Living Plant Information,Repotting,date,n,n,n/a,"","","",conservation,dateRepotted
bonsai_6-0-0,Conservation,Next repotting,Living Plant Information,Repotting,date,n,n,n/a,"","","",conservation,nextRepotting
bonsai_6-0-0,Conservation,Repotting soil mix,Living Plant Information,Repotting,string,n,n,n/a,vocabulary,soilmix,"",conservation,soilMix
bonsai_6-0-0,Conservation,Repotting description,Living Plant Information,Repotting,string,n,n,n/a,"","","",conservation,description
bonsai_6-0-0,Conservation,Repotting container,Living Plant Information,Repotting,float,n,n,n/a,"","","",conservation,container
bonsai_6-0-0,Conservation,Repotting performed by,Living Plant Information,Repotting,string,n,n,n/a,authority,person/local,"",conservation,performedBy
bonsai_6-0-0,Conservation,Repotting planned treatment,Living Plant Information,Repotting,string,n,n,n/a,"","","",conservation,plannedTreatment
bonsai_6-0-0,Exhibition,Exhibition number,Exhibition Information,"",string,y,n,n/a,"","","",exhibition,exhibitionNumber
bonsai_6-0-0,Exhibition,Type,Exhibition Information,"",string,n,n,n/a,vocabulary,exhibitiontype,"",exhibition,type
bonsai_6-0-0,Exhibition,Title,Exhibition Information,"",string,n,n,n/a,"","","",exhibition,title
bonsai_6-0-0,Exhibition,Sponsor,Exhibition Information,"",string,n,y,n,authority,person/local; person/ulan; organization/local; organization/ulan,"",exhibition,sponsor
bonsai_6-0-0,Exhibition,Organizer,Exhibition Information,"",string,n,y,n,authority,person/local; person/ulan; organization/local; organization/ulan,"",exhibition,organizer
bonsai_6-0-0,Exhibition,Publish to,Exhibition Information,"",string,n,y,n,vocabulary,publishto,"",exhibition,publishTo
bonsai_6-0-0,Exhibition,Venue name,Exhibition Information,"",string,n,n,y,authority,organization/local; organization/ulan; location/local; location/offsite; place/local; place/tgn,"",exhibition,venue
bonsai_6-0-0,Exhibition,Venue opening date,Exhibition Information,"",date,n,n,y,"","","",exhibition,venueOpeningDate
bonsai_6-0-0,Exhibition,Venue closing date,Exhibition Information,"",date,n,n,y,"","","",exhibition,venueClosingDate
bonsai_6-0-0,Exhibition,Venue attendance,Exhibition Information,"",string,n,n,y,"","","",exhibition,venueAttendance
bonsai_6-0-0,Exhibition,Venue web address,Exhibition Information,"",string,n,n,y,"","","",exhibition,venueUrl
bonsai_6-0-0,Exhibition,Working group title,Exhibition Information,"",string,n,n,y,"","","",exhibition,workingGroupTitle
bonsai_6-0-0,Exhibition,Working group note,Exhibition Information,"",string,n,n,y,"","","",exhibition,workingGroupNote
bonsai_6-0-0,Exhibition,Working group member name,Exhibition Information,"",string,n,n,y,authority,person/local; person/ulan; organization/local; organization/ulan,"",exhibition,exhibitionPerson
bonsai_6-0-0,Exhibition,Working group member role,Exhibition Information,"",string,n,n,y,vocabulary,exhibitionpersonrole,"",exhibition,exhibitionPersonRole
bonsai_6-0-0,Exhibition,Planning note,Exhibition Information,"",string,n,n,n/a,"","","",exhibition,planningNote
bonsai_6-0-0,Exhibition,Curatorial note,Exhibition Information,"",string,n,n,n/a,"","","",exhibition,curatorialNote
bonsai_6-0-0,Exhibition,General note,Exhibition Information,"",string,n,n,n/a,"","","",exhibition,generalNote
bonsai_6-0-0,Exhibition,Boilerplate text,Exhibition Information,"",string,n,n,n/a,"","","",exhibition,boilerplateText
bonsai_6-0-0,Exhibition,Gallery rotation name,Exhibition Information,"",string,n,n,y,"","","",exhibition,galleryRotationName
bonsai_6-0-0,Exhibition,Gallery rotation start date,Exhibition Information,"",structured date group,n,n,y,"","","",exhibition,galleryRotationStartDateGroup
bonsai_6-0-0,Exhibition,Gallery rotation end date,Exhibition Information,"",structured date group,n,n,y,"","","",exhibition,galleryRotationEndDateGroup
bonsai_6-0-0,Exhibition,Gallery rotation note,Exhibition Information,"",string,n,n,y,"","","",exhibition,galleryRotationNote
bonsai_6-0-0,Exhibition,Bibliographic reference,Exhibition Information,"",string,n,n,y,authority,citation/local; citation/worldcat,"",exhibition,exhibitionReference
bonsai_6-0-0,Exhibition,Bibliographic reference type,Exhibition Information,"",string,n,n,y,vocabulary,exhibitionreferencetype,"",exhibition,exhibitionReferenceType
bonsai_6-0-0,Exhibition,Bibliographic reference note,Exhibition Information,"",string,n,n,y,"","","",exhibition,exhibitionReferenceNote
bonsai_6-0-0,Exhibition,Exhibition section name,Exhibition Planning Information,"",string,n,n,y,"","","",exhibition,exhibitionSectionName
bonsai_6-0-0,Exhibition,Exhibition section location,Exhibition Planning Information,"",string,n,n,y,"","","",exhibition,exhibitionSectionLocation
bonsai_6-0-0,Exhibition,Exhibition section objects,Exhibition Planning Information,"",string,n,n,y,"","","",exhibition,exhibitionSectionObjects
bonsai_6-0-0,Exhibition,Exhibition section note,Exhibition Planning Information,"",string,n,n,y,"","","",exhibition,exhibitionSectionNote
bonsai_6-0-0,Exhibition,Exhibition status,Exhibition Planning Information,"",string,n,n,y,vocabulary,exhibitionstatus,"",exhibition,exhibitionStatus
bonsai_6-0-0,Exhibition,Exhibition status date,Exhibition Planning Information,"",date,n,n,y,"","","",exhibition,exhibitionStatusDate
bonsai_6-0-0,Exhibition,Exhibition status note,Exhibition Planning Information,"",string,n,n,y,"","","",exhibition,exhibitionStatusNote
bonsai_6-0-0,Exhibition,Object number,Exhibited Object Information,"",string,n,n,y,"","","",exhibition,exhibitionObjectNumber
bonsai_6-0-0,Exhibition,Object name,Exhibited Object Information,"",string,n,n,y,"","","",exhibition,exhibitionObjectName
bonsai_6-0-0,Exhibition,Object cons. check,Exhibited Object Information,"",date,n,n,y,"","","",exhibition,exhibitionObjectConsCheckDate
bonsai_6-0-0,Exhibition,Object cons. treatment,Exhibited Object Information,"",string,n,n,y,option list,exhibitionConsTreatmentStatuses,"Done, Needed, Not needed",exhibition,exhibitionObjectConsTreatment
bonsai_6-0-0,Exhibition,Object section,Exhibited Object Information,"",string,n,n,y,"","","",exhibition,exhibitionObjectSection
bonsai_6-0-0,Exhibition,Object case,Exhibited Object Information,"",string,n,n,y,"","","",exhibition,exhibitionObjectCase
bonsai_6-0-0,Exhibition,Object seq. #,Exhibited Object Information,"",string,n,n,y,"","","",exhibition,exhibitionObjectSeqNum
bonsai_6-0-0,Exhibition,Object rotation,Exhibited Object Information,"",string,n,n,y,"","","",exhibition,exhibitionObjectRotation
bonsai_6-0-0,Exhibition,Object note,Exhibited Object Information,"",string,n,n,y,"","","",exhibition,exhibitionObjectNote
bonsai_6-0-0,Group,Title,Group Information,"",string,y,n,n/a,"","","",group,title
bonsai_6-0-0,Group,Responsible department,Group Information,"",string,n,n,n/a,option list,departments,"antiquities, architecture-design, decorative-arts, ethnography, herpetology, media-performance-art, paintings-sculpture, paleobotany, photographs, prints-drawings",group,responsibleDepartment
bonsai_6-0-0,Group,Group owner,Group Information,"",string,n,n,n/a,authority,person/local,"",group,owner
bonsai_6-0-0,Group,Earliest/single date,Group Information,"",date,n,n,n/a,"","","",group,groupEarliestSingleDate
bonsai_6-0-0,Group,Latest date,Group Information,"",date,n,n,n/a,"","","",group,groupLatestDate
bonsai_6-0-0,Group,Scope note,Group Information,"",string,n,n,n/a,"","","",group,scopeNote
bonsai_6-0-0,Insurance/Indemnity,Reference number,Insurance and Indemnity Information,"",string,y,n,n/a,"","","",insurance,insuranceIndemnityReferenceNumber
bonsai_6-0-0,Insurance/Indemnity,Type,Insurance and Indemnity Information,"",string,n,n,n/a,vocabulary,insurancetype,"",insurance,insuranceIndemnityType
bonsai_6-0-0,Insurance/Indemnity,Insurer/indemnifier,Insurance and Indemnity Information,"",string,n,n,n/a,authority,person/local; person/ulan; organization/local; organization/ulan,"",insurance,insurerIndemnifier
bonsai_6-0-0,Insurance/Indemnity,Policy number,Insurance and Indemnity Information,"",string,n,n,n/a,"","","",insurance,insuranceIndemnityPolicyNumber
bonsai_6-0-0,Insurance/Indemnity,Insurance/indemnity price currency,Insurance and Indemnity Information,Insurance/indemnity price,string,n,n,n/a,vocabulary,currency,"",insurance,insuranceIndemnityCurrency
bonsai_6-0-0,Insurance/Indemnity,Insurance/indemnity price value,Insurance and Indemnity Information,Insurance/indemnity price,float,n,n,n/a,"","","",insurance,insuranceIndemnityValue
bonsai_6-0-0,Insurance/Indemnity,Minimum liability price currency,Insurance and Indemnity Information,Minimum liability price,string,n,n,n/a,vocabulary,currency,"",insurance,minimumLiabilityCurrency
bonsai_6-0-0,Insurance/Indemnity,Minimum liability price value,Insurance and Indemnity Information,Minimum liability price,float,n,n,n/a,"","","",insurance,minimumLiabilityValue
bonsai_6-0-0,Insurance/Indemnity,Authorizer,Insurance and Indemnity Information,Authorization,string,n,n,n/a,authority,person/local; person/ulan,"",insurance,insuranceIndemnityAuthorizer
bonsai_6-0-0,Insurance/Indemnity,Authorization date,Insurance and Indemnity Information,Authorization,date,n,n,n/a,"","","",insurance,insuranceIndemnityAuthorizationDate
bonsai_6-0-0,Insurance/Indemnity,Status type,Insurance and Indemnity Information,"",string,n,n,y,vocabulary,insurancestatus,"",insurance,insuranceIndemnityStatus
bonsai_6-0-0,Insurance/Indemnity,Status date,Insurance and Indemnity Information,"",date,n,n,y,"","","",insurance,insuranceIndemnityStatusDate
bonsai_6-0-0,Insurance/Indemnity,Status note,Insurance and Indemnity Information,"",string,n,n,y,"","","",insurance,insuranceIndemnityStatusNote
bonsai_6-0-0,Insurance/Indemnity,Note,Insurance and Indemnity Information,"",string,n,n,n/a,"","","",insurance,insuranceIndemnityNote
bonsai_6-0-0,Insurance/Indemnity,Quote provider,Insurance and Indemnity Information,"",string,n,n,y,authority,person/local; person/ulan; organization/local; organization/ulan,"",insurance,insuranceIndemnityQuoteProvider
bonsai_6-0-0,Insurance/Indemnity,Quote currency,Insurance and Indemnity Information,"",string,n,n,y,vocabulary,currency,"",insurance,insuranceIndemnityQuoteCurrency
bonsai_6-0-0,Insurance/Indemnity,Quote value,Insurance and Indemnity Information,"",float,n,n,y,"","","",insurance,insuranceIndemnityQuoteValue
bonsai_6-0-0,Insurance/Indemnity,Quote date,Insurance and Indemnity Information,"",date,n,n,y,"","","",insurance,insuranceIndemnityQuoteDate
bonsai_6-0-0,Intake,Entry number,Object Entry Information,"",string,y,n,n/a,"","","",intake,entryNumber
bonsai_6-0-0,Intake,Entry date,Object Entry Information,"",date,n,n,n/a,"","","",intake,entryDate
bonsai_6-0-0,Intake,Entry reason,Object Entry Information,"",string,n,n,n/a,option list,entryReasons,"commission, consideration, enquiry, loan",intake,entryReason
bonsai_6-0-0,Intake,Entry method,Object Entry Information,"",string,n,y,n,vocabulary,entrymethod,"",intake,entryMethod
