fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values
core_9_0 collectionobject ns2:collectionobjects_common contentPerson,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentPerson,Object Description Information,Content,Content person,contentPersons,contentPerson,string,n,y,n,authority,person/local; person/ulan,""
core_9_0 collectionobject ns2:collectionobjects_common controlledContentPlace,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.controlledContentPlace,Object Description Information,Content,Content place (controlled),controlledContentPlaces,controlledContentPlace,string,n,y,n,authority,place/local,""
core_9_0 collectionobject ns2:collectionobjects_common contentPlace,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentPlace,Object Description Information,Content,Content place,contentPlaces,contentPlace,string,n,y,n,"","",""
core_9_0 collectionobject ns2:collectionobjects_common contentScript,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentScript,Object Description Information,Content,Content script,contentScripts,contentScript,string,n,y,n,option list,scripts,"carolingian-miniscule, gothic-script, palmer-method, roman-cursive, rustic-capitals, spencerian-method, square-capitals"
core_9_0 collectionobject ns2:collectionobjects_common contentOrganization,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentOrganization,Object Description Information,Content,Content organization,contentOrganizations,contentOrganization,string,n,y,n,authority,organization/local; organization/ulan,""
core_9_0 collectionobject ns2:collectionobjects_common contentEventName,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentEventName,Object Description Information,Content,Content event name,contentEventNameGroupList > contentEventNameGroup,contentEventName,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common contentEventNameType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentEventNameType,Object Description Information,Content,Content event type,contentEventNameGroupList > contentEventNameGroup,contentEventNameType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common contentEvent,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentEvent,Object Description Information,Content,Content controlled event or period/era,contentEvents,contentEvent,string,n,y,n,authority,chronology/event; chronology/era,""
core_9_0 collectionobject ns2:collectionobjects_common contentOther,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentOther,Object Description Information,Content,Content other name,contentOtherGroupList > contentOtherGroup,contentOther,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common contentOtherType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentOtherType,Object Description Information,Content,Content other type,contentOtherGroupList > contentOtherGroup,contentOtherType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common contentNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentNote,Object Description Information,Content,Content note,"",contentNote,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionContent,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContent,Object Description Information,Textual Inscription,Textual inscription content,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContent,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionContentInscriber,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentInscriber,Object Description Information,Textual Inscription,Textual inscription inscriber,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentInscriber,string,n,n,y,authority,person/local; organization/local,""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionContentLanguage,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentLanguage,Object Description Information,Textual Inscription,Textual inscription language,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentLanguage,string,n,n,y,vocabulary,languages,""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionContentPosition,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentPosition,Object Description Information,Textual Inscription,Textual inscription position,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentPosition,string,n,n,y,option list,positions,"back, base, bottom, front, inside, left, outside, recto, right, rim, top, verso"
core_9_0 collectionobject ns2:collectionobjects_common inscriptionContentScript,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentScript,Object Description Information,Textual Inscription,Textual inscription script,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentScript,string,n,n,y,option list,scripts,"carolingian-miniscule, gothic-script, palmer-method, roman-cursive, rustic-capitals, spencerian-method, square-capitals"
core_9_0 collectionobject ns2:collectionobjects_common inscriptionContentType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentType,Object Description Information,Textual Inscription,Textual inscription type,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentType,string,n,n,y,option list,inscriptionTypes,"brand, credits, decoration, estate-stamp, graffiti, label, maker's-mark, plaque, signage"
core_9_0 collectionobject ns2:collectionobjects_common inscriptionContentMethod,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentMethod,Object Description Information,Textual Inscription,Textual inscription method,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentMethod,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionContentInterpretation,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentInterpretation,Object Description Information,Textual Inscription,Textual inscription interpretation,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentInterpretation,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionContentTranslation,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentTranslation,Object Description Information,Textual Inscription,Textual inscription translation,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentTranslation,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionContentTransliteration,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentTransliteration,Object Description Information,Textual Inscription,Textual inscription transliteration,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentTransliteration,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionDescription,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescription,Object Description Information,Non-Textual Inscription,Non-textual inscription description,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescription,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionDescriptionInscriber,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionInscriber,Object Description Information,Non-Textual Inscription,Non-textual inscription inscriber,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionInscriber,string,n,n,y,authority,person/local; organization/local,""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionDescriptionPosition,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionPosition,Object Description Information,Non-Textual Inscription,Non-textual inscription position,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionPosition,string,n,n,y,option list,positions,"back, base, bottom, front, inside, left, outside, recto, right, rim, top, verso"
core_9_0 collectionobject ns2:collectionobjects_common inscriptionDescriptionType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionType,Object Description Information,Non-Textual Inscription,Non-textual inscription type,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionType,string,n,n,y,option list,inscriptionTypes,"brand, credits, decoration, estate-stamp, graffiti, label, maker's-mark, plaque, signage"
core_9_0 collectionobject ns2:collectionobjects_common inscriptionDescriptionMethod,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionMethod,Object Description Information,Non-Textual Inscription,Non-textual inscription method,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionMethod,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common inscriptionDescriptionInterpretation,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionInterpretation,Object Description Information,Non-Textual Inscription,Non-textual inscription interpretation,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionInterpretation,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionEra,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionEra,Object Production Information,"",Production era,objectProductionEras,objectProductionEra,string,n,y,n,authority,chronology/era,""
core_9_0 collectionobject ns2:collectionobjects_common technique,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.technique,Object Production Information,"",Production technique,techniqueGroupList > techniqueGroup,technique,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common techniqueType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.techniqueType,Object Production Information,"",Production technique type,techniqueGroupList > techniqueGroup,techniqueType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionPlace,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlace,Object Production Information,"",Production place,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlace,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionPlaceRole,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlaceRole,Object Production Information,"",Production place role,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlaceRole,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionReason,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionReason,Object Production Information,"",Production reason,objectProductionReasons,objectProductionReason,string,n,y,n,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionPeople,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeople,Object Production Information,"",Production people,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeople,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionPeopleRole,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeopleRole,Object Production Information,"",Production people role,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeopleRole,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionPerson,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPerson,Object Production Information,"",Production person,objectProductionPersonGroupList > objectProductionPersonGroup,objectProductionPerson,string,n,n,y,authority,person/local,""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionPersonRole,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPersonRole,Object Production Information,"",Production person role,objectProductionPersonGroupList > objectProductionPersonGroup,objectProductionPersonRole,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionOrganization,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionOrganization,Object Production Information,"",Production organization,objectProductionOrganizationGroupList > objectProductionOrganizationGroup,objectProductionOrganization,string,n,n,y,authority,organization/local,""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionOrganizationRole,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionOrganizationRole,Object Production Information,"",Production organization role,objectProductionOrganizationGroupList > objectProductionOrganizationGroup,objectProductionOrganizationRole,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionAgent,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionAgent,Object Production Information,"",Production agent (verbatim),objectProductionAgents,objectProductionAgent,string,n,y,n,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectProductionNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionNote,Object Production Information,"",Production note,"",objectProductionNote,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocActivity,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivity,Object History and Association Information,Associations,Associated activity,assocActivityGroupList > assocActivityGroup,assocActivity,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocActivityType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivityType,Object History and Association Information,Associations,Associated activity type,assocActivityGroupList > assocActivityGroup,assocActivityType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocActivityNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocActivityNote,Object History and Association Information,Associations,Associated activity note,assocActivityGroupList > assocActivityGroup,assocActivityNote,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocObject,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObject,Object History and Association Information,Associations,Associated object,assocObjectGroupList > assocObjectGroup,assocObject,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocObjectType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObjectType,Object History and Association Information,Associations,Associated object type,assocObjectGroupList > assocObjectGroup,assocObjectType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocObjectNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocObjectNote,Object History and Association Information,Associations,Associated object note,assocObjectGroupList > assocObjectGroup,assocObjectNote,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocConcept,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConcept,Object History and Association Information,Associations,Associated concept,assocConceptGroupList > assocConceptGroup,assocConcept,string,n,n,y,authority,concept/associated,""
core_9_0 collectionobject ns2:collectionobjects_common assocConceptType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConceptType,Object History and Association Information,Associations,Associated concept type,assocConceptGroupList > assocConceptGroup,assocConceptType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocConceptNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocConceptNote,Object History and Association Information,Associations,Associated concept note,assocConceptGroupList > assocConceptGroup,assocConceptNote,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocCulturalContext,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContext,Object History and Association Information,Associations,Associated cultural affinity,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContext,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocCulturalContextType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContextType,Object History and Association Information,Associations,Associated cultural affinity type,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContextType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocCulturalContextNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocCulturalContextNote,Object History and Association Information,Associations,Associated cultural affinity note,assocCulturalContextGroupList > assocCulturalContextGroup,assocCulturalContextNote,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocOrganization,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganization,Object History and Association Information,Associations,Associated organization,assocOrganizationGroupList > assocOrganizationGroup,assocOrganization,string,n,n,y,authority,organization/local,""
core_9_0 collectionobject ns2:collectionobjects_common assocOrganizationType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganizationType,Object History and Association Information,Associations,Associated organization type,assocOrganizationGroupList > assocOrganizationGroup,assocOrganizationType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocOrganizationNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocOrganizationNote,Object History and Association Information,Associations,Associated organization note,assocOrganizationGroupList > assocOrganizationGroup,assocOrganizationNote,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocPeople,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPeople,Object History and Association Information,Associations,Associated people,assocPeopleGroupList > assocPeopleGroup,assocPeople,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocPeopleType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPeopleType,Object History and Association Information,Associations,Associated people type,assocPeopleGroupList > assocPeopleGroup,assocPeopleType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocPeopleNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPeopleNote,Object History and Association Information,Associations,Associated people note,assocPeopleGroupList > assocPeopleGroup,assocPeopleNote,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocPerson,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPerson,Object History and Association Information,Associations,Associated person,assocPersonGroupList > assocPersonGroup,assocPerson,string,n,n,y,authority,person/local,""
core_9_0 collectionobject ns2:collectionobjects_common assocPersonType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPersonType,Object History and Association Information,Associations,Associated person type,assocPersonGroupList > assocPersonGroup,assocPersonType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocPersonNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPersonNote,Object History and Association Information,Associations,Associated person note,assocPersonGroupList > assocPersonGroup,assocPersonNote,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocPlace,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlace,Object History and Association Information,Associations,Associated place,assocPlaceGroupList > assocPlaceGroup,assocPlace,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocPlaceType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlaceType,Object History and Association Information,Associations,Associated place type,assocPlaceGroupList > assocPlaceGroup,assocPlaceType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocPlaceNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocPlaceNote,Object History and Association Information,Associations,Associated place note,assocPlaceGroupList > assocPlaceGroup,assocPlaceNote,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocEventName,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventName,Object History and Association Information,Associations > Associated event,Associated event,"",assocEventName,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocEventNameType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventNameType,Object History and Association Information,Associations > Associated event,Associated event type,"",assocEventNameType,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocEvent,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEvent,Object History and Association Information,Associations,Associated controlled event or period/era,assocEvents,assocEvent,string,n,y,n,authority,chronology/event; chronology/era,""
core_9_0 collectionobject ns2:collectionobjects_common assocEventOrganization,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventOrganization,Object History and Association Information,Associations,Associated event organization,assocEventOrganizations,assocEventOrganization,string,n,y,n,authority,organization/local,""
core_9_0 collectionobject ns2:collectionobjects_common assocEventPeople,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPeople,Object History and Association Information,Associations,Associated event people,assocEventPeoples,assocEventPeople,string,n,y,n,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocEventPerson,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPerson,Object History and Association Information,Associations,Associated event person,assocEventPersons,assocEventPerson,string,n,y,n,authority,person/local,""
core_9_0 collectionobject ns2:collectionobjects_common assocEventPlace,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventPlace,Object History and Association Information,Associations,Associated event place,assocEventPlaces,assocEventPlace,string,n,y,n,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocEventNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocEventNote,Object History and Association Information,Associations,Associated event note,"",assocEventNote,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocDateType,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocDateType,Object History and Association Information,Associations,Associated date type,assocDateGroupList > assocDateGroup,assocDateType,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common assocDateNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.assocDateNote,Object History and Association Information,Associations,Associated date note,assocDateGroupList > assocDateGroup,assocDateNote,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common objectHistoryNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectHistoryNote,Object History and Association Information,"",Object history note,"",objectHistoryNote,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common usage,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.usage,Object History and Association Information,"",Usage,usageGroupList > usageGroup,usage,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common usageNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.usageNote,Object History and Association Information,"",Usage note,usageGroupList > usageGroup,usageNote,string,n,n,y,"","",""
core_9_0 collectionobject ns2:collectionobjects_common owner,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.owner,Object History and Association Information,"",Owner,owners,owner,string,n,y,n,authority,person/local; organization/local,""
core_9_0 collectionobject ns2:collectionobjects_common ownershipAccess,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipAccess,Object History and Association Information,"",Ownership access,"",ownershipAccess,string,n,n,n/a,option list,ownershipAccessLevels,"limited, open, restricted"
core_9_0 collectionobject ns2:collectionobjects_common ownershipCategory,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipCategory,Object History and Association Information,"",Ownership category,"",ownershipCategory,string,n,n,n/a,option list,ownershipCategories,"company, private, public"
core_9_0 collectionobject ns2:collectionobjects_common ownershipPlace,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipPlace,Object History and Association Information,"",Ownership place,"",ownershipPlace,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common ownershipExchangeMethod,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipExchangeMethod,Object History and Association Information,Ownership exchange,Ownership exchange method,"",ownershipExchangeMethod,string,n,n,n/a,option list,ownershipExchangeMethods,"bequest, exchange, gift, purchase, transfer, treasure"
core_9_0 collectionobject ns2:collectionobjects_common ownershipExchangeNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipExchangeNote,Object History and Association Information,Ownership exchange,Ownership exchange note,"",ownershipExchangeNote,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common ownershipExchangePriceCurrency,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipExchangePriceCurrency,Object History and Association Information,Ownership exchange,Ownership exchange price currency,"",ownershipExchangePriceCurrency,string,n,n,n/a,vocabulary,currency,""
core_9_0 collectionobject ns2:collectionobjects_common ownershipExchangePriceValue,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownershipExchangePriceValue,Object History and Association Information,Ownership exchange,Ownership exchange price value,"",ownershipExchangePriceValue,float,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common ownersPersonalExperience,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownersPersonalExperience,Object Owner's Contribution Information,"",Owner's personal experience,"",ownersPersonalExperience,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common ownersPersonalResponse,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownersPersonalResponse,Object Owner's Contribution Information,"",Owner's personal response,"",ownersPersonalResponse,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common ownersReference,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownersReference,Object Owner's Contribution Information,"",Owner's reference,ownersReferences,ownersReference,string,n,y,n,"","",""
core_9_0 collectionobject ns2:collectionobjects_common ownersContributionNote,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownersContributionNote,Object Owner's Contribution Information,"",Owner's contribution note,"",ownersContributionNote,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common viewersRole,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.viewersRole,Object Viewer's Contribution Information,"",Viewer's role,"",viewersRole,string,n,n,n/a,"","",""
core_9_0 collectionobject ns2:collectionobjects_common viewersPersonalExperience,core_9_0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.viewersPersonalExperience,Object Viewer's Contribution Information,"",Viewer's personal experience,"",viewersPersonalExperience,string,n,n,n/a,"","",""
