fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
bonsai_5-0-2 ns2:acquisitions_common dateEarliestSingleQualifierUnit,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Acquisition Information,Acquisition date,Earliest/single qualifier unit,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleQualifierUnit,string,n,n,y,vocabulary: datequalifier,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common dateLatestYear,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Acquisition Information,Acquisition date,Latest year,acquisitionDateGroupList > acquisitionDateGroup,dateLatestYear,integer,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common dateLatestMonth,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Acquisition Information,Acquisition date,Latest month,acquisitionDateGroupList > acquisitionDateGroup,dateLatestMonth,integer,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common dateLatestDay,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Acquisition Information,Acquisition date,Latest day,acquisitionDateGroupList > acquisitionDateGroup,dateLatestDay,integer,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common dateLatestEra,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Acquisition Information,Acquisition date,Latest era,acquisitionDateGroupList > acquisitionDateGroup,dateLatestEra,string,n,n,y,vocabulary: dateera,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common dateLatestCertainty,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Acquisition Information,Acquisition date,Latest certainty,acquisitionDateGroupList > acquisitionDateGroup,dateLatestCertainty,string,n,n,y,vocabulary: datecertainty,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common dateLatestQualifier,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,Acquisition date,Latest qualifier,acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifier,string,n,n,y,option list: dateQualifiers,", +, +/-, -",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common dateLatestQualifierValue,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Acquisition Information,Acquisition date,Latest qualifier value,acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifierValue,integer,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common dateLatestQualifierUnit,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Acquisition Information,Acquisition date,Latest qualifier unit,acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifierUnit,string,n,n,y,vocabulary: datequalifier,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common dateEarliestScalarValue,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Acquisition Information,Acquisition date,Earliest represented date,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestScalarValue,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common dateLatestScalarValue,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Acquisition Information,Acquisition date,Latest represented date,acquisitionDateGroupList > acquisitionDateGroup,dateLatestScalarValue,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:acquisitions_common scalarValuesComputed,bonsai_5-0-2,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Acquisition Information,Acquisition date,Represented dates computed,acquisitionDateGroupList > acquisitionDateGroup,scalarValuesComputed,boolean,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_bonsai taxon,bonsai_5-0-2,collectionobject,ns2:collectionobjects_bonsai,ns2:collectionobjects_bonsai,collectionobjects_bonsai.taxon,Object Identification Information,"",Scientific name,"",taxon,string,n,n,n/a,authority: taxon/local; authority: taxon/common,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_bonsai commonName,bonsai_5-0-2,collectionobject,ns2:collectionobjects_bonsai,ns2:collectionobjects_bonsai,collectionobjects_bonsai.commonName,Object Identification Information,"",Common name,"",commonName,string,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_bonsai japaneseName,bonsai_5-0-2,collectionobject,ns2:collectionobjects_bonsai,ns2:collectionobjects_bonsai,collectionobjects_bonsai.japaneseName,Object Identification Information,"",Japanese name,"",japaneseName,string,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_bonsai nativeSpecies,bonsai_5-0-2,collectionobject,ns2:collectionobjects_bonsai,ns2:collectionobjects_bonsai,collectionobjects_bonsai.nativeSpecies,Object Identification Information,"",Native species?,"",nativeSpecies,boolean,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common collection,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.collection,Object Identification Information,"",Collection,"",collection,string,n,n,n/a,option list: collections,"development, display, library-collection, permanent-collection, study-collection, teaching-collection",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_bonsai sponsor,bonsai_5-0-2,collectionobject,ns2:collectionobjects_bonsai,ns2:collectionobjects_bonsai,collectionobjects_bonsai.sponsor,Object Identification Information,"",Sponsor,"",sponsor,string,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_bonsai sponsorStartDate,bonsai_5-0-2,collectionobject,ns2:collectionobjects_bonsai,ns2:collectionobjects_bonsai,collectionobjects_bonsai.sponsorStartDate,Object Identification Information,"",Sponsor start date,"",sponsorStartDate,date,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_bonsai sponsorEndDate,bonsai_5-0-2,collectionobject,ns2:collectionobjects_bonsai,ns2:collectionobjects_bonsai,collectionobjects_bonsai.sponsorEndDate,Object Identification Information,"",Sponsor end date,"",sponsorEndDate,date,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common publishTo,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.publishTo,Object Identification Information,"",Publish to,publishToList,publishTo,string,n,y,n,vocabulary: publishto,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inventoryStatus,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inventoryStatus,Object Identification Information,"",Inventory status,inventoryStatusList,inventoryStatus,string,n,y,n,vocabulary: inventorystatus,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common distinguishingFeatures,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.distinguishingFeatures,Object Identification Information,"",Distinguishing features,"",distinguishingFeatures,string,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_bonsai assignedVolunteer,bonsai_5-0-2,collectionobject,ns2:collectionobjects_bonsai,ns2:collectionobjects_bonsai,collectionobjects_bonsai.assignedVolunteer,Object Identification Information,"",Assigned volunteer,assignedVolunteers,assignedVolunteer,string,n,y,n,authority: person/local; authority: person/ulan,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common computedCurrentLocation,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.computedCurrentLocation,Object Identification Information,"",Computed current location,"",computedCurrentLocation,string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common title,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.title,Object Identification Information,Title,Title,titleGroupList > titleGroup,title,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common titleLanguage,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleLanguage,Object Identification Information,Title,Title language,titleGroupList > titleGroup,titleLanguage,string,n,n,y,vocabulary: languages,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common titleType,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleType,Object Identification Information,Title,Title type,titleGroupList > titleGroup,titleType,string,n,n,y,option list: titleTypes,"assigned-by-artist, collection, generic, popular, series, trade",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common titleTranslation,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleTranslation,Object Identification Information,Title > Title translation,Title translation,titleGroupList > titleGroup > titleTranslationSubGroupList > titleTranslationSubGroup,titleTranslation,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common titleTranslationLanguage,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleTranslationLanguage,Object Identification Information,Title > Title translation,Title translation language,titleGroupList > titleGroup > titleTranslationSubGroupList > titleTranslationSubGroup,titleTranslationLanguage,string,n,n,y,vocabulary: languages,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common copyNumber,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.copyNumber,Object Description Information,"",Copy number,"",copyNumber,string,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_bonsai potStyle,bonsai_5-0-2,collectionobject,ns2:collectionobjects_bonsai,ns2:collectionobjects_bonsai,collectionobjects_bonsai.potStyle,Object Description Information,"",Pot style,"",potStyle,string,n,n,n/a,vocabulary: potstyle,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_bonsai treeType,bonsai_5-0-2,collectionobject,ns2:collectionobjects_bonsai,ns2:collectionobjects_bonsai,collectionobjects_bonsai.treeType,Object Description Information,"",Tree type,"",treeType,string,n,n,n/a,vocabulary: treetype,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common physicalDescription,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.physicalDescription,Object Description Information,"",Physical description,"",physicalDescription,string,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common color,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.color,Object Description Information,"",Color,colors,color,string,n,y,n,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common measuredPart,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPart,Object Description Information,"",Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common dimensionSummary,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimensionSummary,Object Description Information,"",Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common dimension,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimension,Object Description Information,"",Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common measuredBy,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredBy,Object Description Information,"",Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common measurementMethod,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementMethod,Object Description Information,"",Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common value,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common measurementUnit,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common valueQualifier,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueQualifier,Object Description Information,"",Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common valueDate,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueDate,Object Description Information,"",Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common measuredPartNote,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPartNote,Object Description Information,"",Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentDescription,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentDescription,Object Description Information,Content,Content description,"",contentDescription,string,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentLanguage,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentLanguage,Object Description Information,Content,Content language,contentLanguages,contentLanguage,string,n,y,n,vocabulary: languages,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentActivity,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentActivity,Object Description Information,Content,Content activity,contentActivities,contentActivity,string,n,y,n,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentConcept,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentConcept,Object Description Information,Content,Content concept,contentConcepts,contentConcept,string,n,y,n,authority: concept/associated; authority: concept/material,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentPosition,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentPosition,Object Description Information,Content,Content position,contentPositions,contentPosition,string,n,y,n,option list: positions,"back, base, bottom, front, inside, left, outside, recto, right, rim, top, verso",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentObject,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentObject,Object Description Information,Content > Content object,Content object name,contentObjectGroupList > contentObjectGroup,contentObject,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentObjectType,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentObjectType,Object Description Information,Content > Content object,Content object type,contentObjectGroupList > contentObjectGroup,contentObjectType,string,n,n,y,option list: contentObjectTypes,"food, furniture",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentPeople,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentPeople,Object Description Information,Content,Content people,contentPeoples,contentPeople,string,n,y,n,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentPerson,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentPerson,Object Description Information,Content,Content person,contentPersons,contentPerson,string,n,y,n,authority: person/local; authority: person/ulan,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentPlace,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentPlace,Object Description Information,Content,Content place,contentPlaces,contentPlace,string,n,y,n,authority: place/local; authority: place/tgn,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentScript,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentScript,Object Description Information,Content,Content script,contentScripts,contentScript,string,n,y,n,option list: scripts,"carolingian-miniscule, gothic-script, palmer-method, roman-cursive, rustic-capitals, spencerian-method, square-capitals",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentOrganization,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentOrganization,Object Description Information,Content,Content organization,contentOrganizations,contentOrganization,string,n,y,n,authority: organization/local; authority: organization/ulan,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentEventName,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentEventName,Object Description Information,Content > Content event,Content event name,contentEventNameGroupList > contentEventNameGroup,contentEventName,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentEventNameType,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentEventNameType,Object Description Information,Content > Content event,Content event type,contentEventNameGroupList > contentEventNameGroup,contentEventNameType,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentOther,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentOther,Object Description Information,Content > Content other,Content other name,contentOtherGroupList > contentOtherGroup,contentOther,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentOtherType,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentOtherType,Object Description Information,Content > Content other,Content other type,contentOtherGroupList > contentOtherGroup,contentOtherType,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common contentNote,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentNote,Object Description Information,Content,Content note,"",contentNote,string,n,n,n/a,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionContent,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContent,Object Description Information,Textual Inscription > Textual inscription,Textual inscription content,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContent,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionContentInscriber,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentInscriber,Object Description Information,Textual Inscription > Textual inscription,Textual inscription inscriber,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentInscriber,string,n,n,y,authority: person/local; authority: organization/local,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionContentLanguage,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentLanguage,Object Description Information,Textual Inscription > Textual inscription,Textual inscription language,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentLanguage,string,n,n,y,vocabulary: languages,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionContentPosition,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentPosition,Object Description Information,Textual Inscription > Textual inscription,Textual inscription position,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentPosition,string,n,n,y,option list: positions,"back, base, bottom, front, inside, left, outside, recto, right, rim, top, verso",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionContentScript,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentScript,Object Description Information,Textual Inscription > Textual inscription,Textual inscription script,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentScript,string,n,n,y,option list: scripts,"carolingian-miniscule, gothic-script, palmer-method, roman-cursive, rustic-capitals, spencerian-method, square-capitals",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionContentType,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentType,Object Description Information,Textual Inscription > Textual inscription,Textual inscription type,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentType,string,n,n,y,option list: inscriptionTypes,"brand, credits, decoration, estate-stamp, graffiti, label, maker's-mark, plaque, signage",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionContentMethod,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentMethod,Object Description Information,Textual Inscription > Textual inscription,Textual inscription method,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentMethod,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionContentInterpretation,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentInterpretation,Object Description Information,Textual Inscription > Textual inscription,Textual inscription interpretation,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentInterpretation,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionContentTranslation,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentTranslation,Object Description Information,Textual Inscription > Textual inscription,Textual inscription translation,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentTranslation,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionContentTransliteration,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionContentTransliteration,Object Description Information,Textual Inscription > Textual inscription,Textual inscription transliteration,textualInscriptionGroupList > textualInscriptionGroup,inscriptionContentTransliteration,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionDescription,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescription,Object Description Information,Non-Textual Inscription > Non-textual inscription,Non-textual inscription description,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescription,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionDescriptionInscriber,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionInscriber,Object Description Information,Non-Textual Inscription > Non-textual inscription,Non-textual inscription inscriber,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionInscriber,string,n,n,y,authority: person/local; authority: organization/local,"",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionDescriptionPosition,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionPosition,Object Description Information,Non-Textual Inscription > Non-textual inscription,Non-textual inscription position,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionPosition,string,n,n,y,option list: positions,"back, base, bottom, front, inside, left, outside, recto, right, rim, top, verso",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionDescriptionType,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionType,Object Description Information,Non-Textual Inscription > Non-textual inscription,Non-textual inscription type,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionType,string,n,n,y,option list: inscriptionTypes,"brand, credits, decoration, estate-stamp, graffiti, label, maker's-mark, plaque, signage",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionDescriptionMethod,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionMethod,Object Description Information,Non-Textual Inscription > Non-textual inscription,Non-textual inscription method,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionMethod,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common inscriptionDescriptionInterpretation,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inscriptionDescriptionInterpretation,Object Description Information,Non-Textual Inscription > Non-textual inscription,Non-textual inscription interpretation,nonTextualInscriptionGroupList > nonTextualInscriptionGroup,inscriptionDescriptionInterpretation,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common technique,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.technique,Object Production Information,Production technique,Production technique,techniqueGroupList > techniqueGroup,technique,string,n,n,y,"","",not in botgarden_3-0-2
bonsai_5-0-2 ns2:collectionobjects_common techniqueType,bonsai_5-0-2,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.techniqueType,Object Production Information,Production technique,Production technique type,techniqueGroupList > techniqueGroup,techniqueType,string,n,n,y,"","",not in botgarden_3-0-2
