status,fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
old,herbarium collectionobject ext.dimension measurementMethod,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementMethod,Object Description Information,"",Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
new,herbarium collectionobject ext.dimension value,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,Dimensions > Measurement,Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
old,herbarium collectionobject ext.dimension value,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
new,herbarium collectionobject ext.dimension measurementUnit,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,Dimensions > Measurement,Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
old,herbarium collectionobject ext.dimension measurementUnit,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
new,herbarium collectionobject ext.dimension valueQualifier,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueQualifier,Object Description Information,Dimensions > Measurement,Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
old,herbarium collectionobject ext.dimension valueQualifier,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueQualifier,Object Description Information,"",Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
new,herbarium collectionobject ext.dimension valueDate,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueDate,Object Description Information,Dimensions > Measurement,Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
old,herbarium collectionobject ext.dimension valueDate,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueDate,Object Description Information,"",Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
new,herbarium collectionobject ext.dimension measuredPartNote,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPartNote,Object Description Information,Dimensions,Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
old,herbarium collectionobject ext.dimension measuredPartNote,herbarium,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPartNote,Object Description Information,"",Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
new,herbarium location ns2:locations_common conditionNote,herbarium,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,Condition note,Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"",""
old,herbarium location ns2:locations_common conditionNote,herbarium,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,"",Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"",""
new,herbarium location ns2:locations_common conditionNoteDate,herbarium,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,Condition note,Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"",""
old,herbarium location ns2:locations_common conditionNoteDate,herbarium,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,"",Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"",""
new,herbarium media ext.dimension measuredPart,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.measuredPart,Media Handling Information,Dimensions,Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
old,herbarium media ext.dimension measuredPart,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.measuredPart,Media Handling Information,"",Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
new,herbarium media ext.dimension dimensionSummary,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.dimensionSummary,Media Handling Information,Dimensions,Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
old,herbarium media ext.dimension dimensionSummary,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.dimensionSummary,Media Handling Information,"",Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
new,herbarium media ext.dimension dimension,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.dimension,Media Handling Information,Dimensions > Measurement,Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
old,herbarium media ext.dimension dimension,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.dimension,Media Handling Information,"",Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
new,herbarium media ext.dimension measuredBy,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.measuredBy,Media Handling Information,Dimensions > Measurement,Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
old,herbarium media ext.dimension measuredBy,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.measuredBy,Media Handling Information,"",Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
new,herbarium media ext.dimension measurementMethod,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.measurementMethod,Media Handling Information,Dimensions > Measurement,Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
old,herbarium media ext.dimension measurementMethod,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.measurementMethod,Media Handling Information,"",Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
new,herbarium media ext.dimension value,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.value,Media Handling Information,Dimensions > Measurement,Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
old,herbarium media ext.dimension value,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.value,Media Handling Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
new,herbarium media ext.dimension measurementUnit,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.measurementUnit,Media Handling Information,Dimensions > Measurement,Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
old,herbarium media ext.dimension measurementUnit,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.measurementUnit,Media Handling Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
new,herbarium media ext.dimension valueQualifier,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.valueQualifier,Media Handling Information,Dimensions > Measurement,Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
old,herbarium media ext.dimension valueQualifier,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.valueQualifier,Media Handling Information,"",Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
new,herbarium media ext.dimension valueDate,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.valueDate,Media Handling Information,Dimensions > Measurement,Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
old,herbarium media ext.dimension valueDate,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.valueDate,Media Handling Information,"",Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
new,herbarium media ext.dimension measuredPartNote,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.measuredPartNote,Media Handling Information,Dimensions,Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
old,herbarium media ext.dimension measuredPartNote,herbarium,media,ns2:media_common,ext.dimension,ext.dimension.measuredPartNote,Media Handling Information,"",Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
new,herbarium media not-mapped mediaFileURI,herbarium,media,not-mapped,not-mapped,not-mapped.mediaFileURI,"","","","",mediaFileURI,string,n,n,n/a,"",""
old,herbarium media not-mapped mediaFileURI,herbarium,media,not-mapped,not-mapped,not-mapped.mediaFileURI,,"",field.not-mapped.mediaFileURI,"",mediaFileURI,string,n,n,n/a,"",""
new,herbarium place ext.address addressPlace1,herbarium,place,ns2:places_common,ext.address,ext.address.addressPlace1,Place Information,Address,Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
old,herbarium place ext.address addressPlace1,herbarium,place,ns2:places_common,ext.address,ext.address.addressPlace1,Place Information,"",Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
new,herbarium place ext.address addressPlace2,herbarium,place,ns2:places_common,ext.address,ext.address.addressPlace2,Place Information,Address,Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
old,herbarium place ext.address addressPlace2,herbarium,place,ns2:places_common,ext.address,ext.address.addressPlace2,Place Information,"",Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
new,herbarium place ext.address addressMunicipality,herbarium,place,ns2:places_common,ext.address,ext.address.addressMunicipality,Place Information,Address,Address municipality,addrGroupList > addrGroup,addressMunicipality,string,n,n,y,authority: place/local; authority: place/tgn,""
old,herbarium place ext.address addressMunicipality,herbarium,place,ns2:places_common,ext.address,ext.address.addressMunicipality,Place Information,"",Address municipality,addrGroupList > addrGroup,addressMunicipality,string,n,n,y,authority: place/local; authority: place/tgn,""
new,herbarium place ext.address addressStateOrProvince,herbarium,place,ns2:places_common,ext.address,ext.address.addressStateOrProvince,Place Information,Address,Address state/province,addrGroupList > addrGroup,addressStateOrProvince,string,n,n,y,authority: place/local; authority: place/tgn,""
old,herbarium place ext.address addressStateOrProvince,herbarium,place,ns2:places_common,ext.address,ext.address.addressStateOrProvince,Place Information,"",Address state/province,addrGroupList > addrGroup,addressStateOrProvince,string,n,n,y,authority: place/local; authority: place/tgn,""
new,herbarium place ext.address addressPostCode,herbarium,place,ns2:places_common,ext.address,ext.address.addressPostCode,Place Information,Address,Address postal code,addrGroupList > addrGroup,addressPostCode,string,n,n,y,"",""
old,herbarium place ext.address addressPostCode,herbarium,place,ns2:places_common,ext.address,ext.address.addressPostCode,Place Information,"",Address postal code,addrGroupList > addrGroup,addressPostCode,string,n,n,y,"",""
new,herbarium place ext.address addressCountry,herbarium,place,ns2:places_common,ext.address,ext.address.addressCountry,Place Information,Address,Address country,addrGroupList > addrGroup,addressCountry,string,n,n,y,authority: place/local; authority: place/tgn,""
old,herbarium place ext.address addressCountry,herbarium,place,ns2:places_common,ext.address,ext.address.addressCountry,Place Information,"",Address country,addrGroupList > addrGroup,addressCountry,string,n,n,y,authority: place/local; authority: place/tgn,""
new,herbarium place ext.address addressType,herbarium,place,ns2:places_common,ext.address,ext.address.addressType,Place Information,Address,Address type,addrGroupList > addrGroup,addressType,string,n,n,y,vocabulary: addresstype,""
old,herbarium place ext.address addressType,herbarium,place,ns2:places_common,ext.address,ext.address.addressType,Place Information,"",Address type,addrGroupList > addrGroup,addressType,string,n,n,y,vocabulary: addresstype,""
new,herbarium transport ns2:transports_common courier,herbarium,transport,ns2:transports_common,ns2:transports_common,transports_common.courier,Transport Information,Courier,Courier name,courierGroupList > courierGroup,courier,string,n,n,y,authority: person/local; authority: organization/local,""
old,herbarium transport ns2:transports_common courier,herbarium,transport,ns2:transports_common,ns2:transports_common,transports_common.courier,Transport Information,"",Courier name,courierGroupList > courierGroup,courier,string,n,n,y,authority: person/local; authority: organization/local,""
new,herbarium transport ns2:transports_common courierContactNumber,herbarium,transport,ns2:transports_common,ns2:transports_common,transports_common.courierContactNumber,Transport Information,Courier,Courier contact number,courierGroupList > courierGroup,courierContactNumber,string,n,n,y,"",""
old,herbarium transport ns2:transports_common courierContactNumber,herbarium,transport,ns2:transports_common,ns2:transports_common,transports_common.courierContactNumber,Transport Information,"",Courier contact number,courierGroupList > courierGroup,courierContactNumber,string,n,n,y,"",""
new,herbarium uoc ns2:uoc_common useDateHoursSpent,herbarium,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.useDateHoursSpent,Use of Collections Information,Start/ongoing date,Start/ongoing date hours spent,useDateGroupList > useDateGroup,useDateHoursSpent,float,n,n,y,"",""
old,herbarium uoc ns2:uoc_common useDateHoursSpent,herbarium,uoc,ns2:uoc_common,ns2:uoc_common,uoc_common.useDateHoursSpent,Use of Collections Information,Start/ongoing date,field.uoc_common.useDateHoursSpent,useDateGroupList > useDateGroup,useDateHoursSpent,float,n,n,y,"",""
new,herbarium work ext.address addressPlace1,herbarium,work,ns2:works_common,ext.address,ext.address.addressPlace1,Work Information,Address,Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
old,herbarium work ext.address addressPlace1,herbarium,work,ns2:works_common,ext.address,ext.address.addressPlace1,Work Information,"",Address line 1,addrGroupList > addrGroup,addressPlace1,string,n,n,y,"",""
new,herbarium work ext.address addressPlace2,herbarium,work,ns2:works_common,ext.address,ext.address.addressPlace2,Work Information,Address,Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
old,herbarium work ext.address addressPlace2,herbarium,work,ns2:works_common,ext.address,ext.address.addressPlace2,Work Information,"",Address line 2,addrGroupList > addrGroup,addressPlace2,string,n,n,y,"",""
new,herbarium work ext.address addressMunicipality,herbarium,work,ns2:works_common,ext.address,ext.address.addressMunicipality,Work Information,Address,Address municipality,addrGroupList > addrGroup,addressMunicipality,string,n,n,y,authority: place/local; authority: place/tgn,""
old,herbarium work ext.address addressMunicipality,herbarium,work,ns2:works_common,ext.address,ext.address.addressMunicipality,Work Information,"",Address municipality,addrGroupList > addrGroup,addressMunicipality,string,n,n,y,authority: place/local; authority: place/tgn,""
new,herbarium work ext.address addressStateOrProvince,herbarium,work,ns2:works_common,ext.address,ext.address.addressStateOrProvince,Work Information,Address,Address state/province,addrGroupList > addrGroup,addressStateOrProvince,string,n,n,y,authority: place/local; authority: place/tgn,""
old,herbarium work ext.address addressStateOrProvince,herbarium,work,ns2:works_common,ext.address,ext.address.addressStateOrProvince,Work Information,"",Address state/province,addrGroupList > addrGroup,addressStateOrProvince,string,n,n,y,authority: place/local; authority: place/tgn,""
new,herbarium work ext.address addressPostCode,herbarium,work,ns2:works_common,ext.address,ext.address.addressPostCode,Work Information,Address,Address postal code,addrGroupList > addrGroup,addressPostCode,string,n,n,y,"",""
old,herbarium work ext.address addressPostCode,herbarium,work,ns2:works_common,ext.address,ext.address.addressPostCode,Work Information,"",Address postal code,addrGroupList > addrGroup,addressPostCode,string,n,n,y,"",""
new,herbarium work ext.address addressCountry,herbarium,work,ns2:works_common,ext.address,ext.address.addressCountry,Work Information,Address,Address country,addrGroupList > addrGroup,addressCountry,string,n,n,y,authority: place/local; authority: place/tgn,""
old,herbarium work ext.address addressCountry,herbarium,work,ns2:works_common,ext.address,ext.address.addressCountry,Work Information,"",Address country,addrGroupList > addrGroup,addressCountry,string,n,n,y,authority: place/local; authority: place/tgn,""
new,herbarium work ext.address addressType,herbarium,work,ns2:works_common,ext.address,ext.address.addressType,Work Information,Address,Address type,addrGroupList > addrGroup,addressType,string,n,n,y,vocabulary: addresstype,""
old,herbarium work ext.address addressType,herbarium,work,ns2:works_common,ext.address,ext.address.addressType,Work Information,"",Address type,addrGroupList > addrGroup,addressType,string,n,n,y,vocabulary: addresstype,""
new,bonsai acquisition ns2:acquisitions_common acquisitionMethod,bonsai,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionMethod,Acquisition Information,"",Acquisition method,"",acquisitionMethod,string,n,n,n/a,option list: acquisitionMethods,"bequest, commission, exchange, found in collection, gift, purchase, transfer, treasure, unknown"
old,bonsai acquisition ns2:acquisitions_common acquisitionMethod,bonsai,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionMethod,Acquisition Information,"",Acquisition method,"",acquisitionMethod,string,n,n,n/a,option list: acquisitionMethods,"exchange, gift, purchase, transfer, treasure"
new,bonsai collectionobject ext.dimension measuredPart,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPart,Object Description Information,Dimensions,Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
old,bonsai collectionobject ext.dimension measuredPart,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPart,Object Description Information,"",Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
new,bonsai collectionobject ext.dimension dimensionSummary,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimensionSummary,Object Description Information,Dimensions,Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
old,bonsai collectionobject ext.dimension dimensionSummary,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimensionSummary,Object Description Information,"",Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
new,bonsai collectionobject ext.dimension dimension,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimension,Object Description Information,Dimensions > Measurement,Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
old,bonsai collectionobject ext.dimension dimension,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.dimension,Object Description Information,"",Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
new,bonsai collectionobject ext.dimension measuredBy,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredBy,Object Description Information,Dimensions > Measurement,Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
old,bonsai collectionobject ext.dimension measuredBy,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredBy,Object Description Information,"",Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
new,bonsai collectionobject ext.dimension measurementMethod,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementMethod,Object Description Information,Dimensions > Measurement,Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
old,bonsai collectionobject ext.dimension measurementMethod,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementMethod,Object Description Information,"",Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
new,bonsai collectionobject ext.dimension value,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,Dimensions > Measurement,Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
old,bonsai collectionobject ext.dimension value,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.value,Object Description Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
new,bonsai collectionobject ext.dimension measurementUnit,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,Dimensions > Measurement,Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
old,bonsai collectionobject ext.dimension measurementUnit,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementUnit,Object Description Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
new,bonsai collectionobject ext.dimension valueQualifier,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueQualifier,Object Description Information,Dimensions > Measurement,Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
old,bonsai collectionobject ext.dimension valueQualifier,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueQualifier,Object Description Information,"",Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
new,bonsai collectionobject ext.dimension valueDate,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueDate,Object Description Information,Dimensions > Measurement,Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
old,bonsai collectionobject ext.dimension valueDate,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueDate,Object Description Information,"",Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
new,bonsai collectionobject ext.dimension measuredPartNote,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPartNote,Object Description Information,Dimensions,Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
old,bonsai collectionobject ext.dimension measuredPartNote,bonsai,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPartNote,Object Description Information,"",Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
new,bonsai conservation ns2:conservation_bonsai treatmentPerformed,bonsai,conservation,ns2:conservation_bonsai,ns2:conservation_bonsai,conservation_bonsai.treatmentPerformed,Conservation Treatment Information,"",Treatment performed,treatmentsPerformed,treatmentPerformed,string,n,y,n,vocabulary: treatmentperformed,""
old,bonsai conservation ns2:conservation_bonsai treatmentPerformed,bonsai,conservation,ns2:conservation_bonsai,ns2:conservation_bonsai,conservation_bonsai.treatmentPerformed,Conservation Treatment Information,field.conservation_bonsai.treatmentsPerformed,Treatment performed,treatmentsPerformed,treatmentPerformed,string,n,y,n,vocabulary: treatmentperformed,""
new,bonsai conservation ns2:conservation_common sampleReturned,bonsai,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleReturned,Object Analysis Information,Destructive analysis,Destructive analysis sample returned,destAnalysisGroupList > destAnalysisGroup,sampleReturned,boolean,n,n,y,"",""
old,bonsai conservation ns2:conservation_common sampleReturned,bonsai,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleReturned,Object Analysis Information,Destructive analysis,field.conservation_common.sampleReturned,destAnalysisGroupList > destAnalysisGroup,sampleReturned,boolean,n,n,y,"",""
