fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
fcart_6-0-0 acquisition ns2:acquisitions_common objectPurchasePriceValue,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchasePriceValue,Acquisition Information,Price Information > Object purchase price,Object purchase price value,"",objectPurchasePriceValue,float,n,n,n/a,"",""
fcart_6-0-0 acquisition ns2:acquisitions_common originalObjectPurchasePriceCurrency,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.originalObjectPurchasePriceCurrency,Acquisition Information,Price Information > Original object purchase price,Original object purchase price currency,"",originalObjectPurchasePriceCurrency,string,n,n,n/a,vocabulary: currency,""
fcart_6-0-0 acquisition ns2:acquisitions_common originalObjectPurchasePriceValue,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.originalObjectPurchasePriceValue,Acquisition Information,Price Information > Original object purchase price,Original object purchase price value,"",originalObjectPurchasePriceValue,float,n,n,n/a,"",""
fcart_6-0-0 acquisition ns2:acquisitions_common acquisitionReason,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionReason,Acquisition Information,"",Acquisition reason,"",acquisitionReason,string,n,n,n/a,"",""
fcart_6-0-0 acquisition ns2:acquisitions_common approvalGroup,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalGroup,Acquisition Information,Approval,Approval,approvalGroupList > approvalGroup,approvalGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,""
fcart_6-0-0 acquisition ns2:acquisitions_common approvalIndividual,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalIndividual,Acquisition Information,Approval,Approval individual,approvalGroupList > approvalGroup,approvalIndividual,string,n,n,y,authority: person/local,""
fcart_6-0-0 acquisition ns2:acquisitions_common approvalStatus,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalStatus,Acquisition Information,Approval,Approval status,approvalGroupList > approvalGroup,approvalStatus,string,n,n,y,vocabulary: deaccessionapprovalstatus,""
fcart_6-0-0 acquisition ns2:acquisitions_common approvalDate,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalDate,Acquisition Information,Approval,Approval status date,approvalGroupList > approvalGroup,approvalDate,date,n,n,y,"",""
fcart_6-0-0 acquisition ns2:acquisitions_common approvalNote,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalNote,Acquisition Information,Approval,Approval note,approvalGroupList > approvalGroup,approvalNote,string,n,n,y,"",""
fcart_6-0-0 acquisition ns2:acquisitions_common acquisitionNote,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionNote,Acquisition Information,"",Note,"",acquisitionNote,string,n,n,n/a,"",""
fcart_6-0-0 acquisition ns2:acquisitions_common acquisitionProvisos,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionProvisos,Acquisition Information,"",Provisos,"",acquisitionProvisos,string,n,n,n/a,"",""
fcart_6-0-0 acquisition ns2:acquisitions_common acquisitionFundingCurrency,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingCurrency,Acquisition Information,Funding,Funding currency,acquisitionFundingList > acquisitionFunding,acquisitionFundingCurrency,string,n,n,y,vocabulary: currency,""
fcart_6-0-0 acquisition ns2:acquisitions_common acquisitionFundingValue,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingValue,Acquisition Information,Funding,Funding value,acquisitionFundingList > acquisitionFunding,acquisitionFundingValue,float,n,n,y,"",""
fcart_6-0-0 acquisition ns2:acquisitions_common acquisitionFundingSource,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSource,Acquisition Information,Funding,Funding source,acquisitionFundingList > acquisitionFunding,acquisitionFundingSource,string,n,n,y,authority: person/local; authority: organization/local,""
fcart_6-0-0 acquisition ns2:acquisitions_common acquisitionFundingSourceProvisos,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSourceProvisos,Acquisition Information,Funding,Funding source provisos,acquisitionFundingList > acquisitionFunding,acquisitionFundingSourceProvisos,string,n,n,y,"",""
fcart_6-0-0 acquisition ns2:acquisitions_common creditLine,fcart_6-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.creditLine,Acquisition Information,"",Credit line,"",creditLine,string,n,n,n/a,"",""
fcart_6-0-0 citation ns2:citations_common termDisplayName,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termDisplayName,Citation Information,Term,Term display name,citationTermGroupList > citationTermGroup,termDisplayName,string,y,n,y,"",""
fcart_6-0-0 citation ns2:citations_common termStatus,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termStatus,Citation Information,Term,Term status,citationTermGroupList > citationTermGroup,termStatus,string,n,n,y,option list: citationTermStatuses,"accepted, provisional, rejected, under review"
fcart_6-0-0 citation ns2:citations_common termType,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termType,Citation Information,Term,Term type,citationTermGroupList > citationTermGroup,termType,string,n,n,y,vocabulary: citationtermtype,""
fcart_6-0-0 citation ns2:citations_common termFlag,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termFlag,Citation Information,Term,Term flag,citationTermGroupList > citationTermGroup,termFlag,string,n,n,y,vocabulary: citationtermflag,""
fcart_6-0-0 citation ns2:citations_common termLanguage,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termLanguage,Citation Information,Term,Term language,citationTermGroupList > citationTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
fcart_6-0-0 citation ns2:citations_common termPrefForLang,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termPrefForLang,Citation Information,Term,Term preferred for lang,citationTermGroupList > citationTermGroup,termPrefForLang,boolean,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common termFullCitation,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termFullCitation,Citation Information,Term,Term full citation,citationTermGroupList > citationTermGroup,termFullCitation,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common termTitle,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termTitle,Citation Information,Term,Term title,citationTermGroupList > citationTermGroup,termTitle,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common termSubTitle,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSubTitle,Citation Information,Term,Term subtitle,citationTermGroupList > citationTermGroup,termSubTitle,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common termSectionTitle,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSectionTitle,Citation Information,Term,Term section title,citationTermGroupList > citationTermGroup,termSectionTitle,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common termVolume,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termVolume,Citation Information,Term,Term volume,citationTermGroupList > citationTermGroup,termVolume,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common termIssue,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termIssue,Citation Information,Term,Term issue,citationTermGroupList > citationTermGroup,termIssue,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common termSource,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSource,Citation Information,Term > Source,Term source name,citationTermGroupList > citationTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
fcart_6-0-0 citation ns2:citations_common termSourceDetail,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceDetail,Citation Information,Term > Source,Term source detail,citationTermGroupList > citationTermGroup,termSourceDetail,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common termSourceID,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceID,Citation Information,Term > Source,Term source ID,citationTermGroupList > citationTermGroup,termSourceID,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common termSourceNote,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.termSourceNote,Citation Information,Term > Source,Term source note,citationTermGroupList > citationTermGroup,termSourceNote,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common publisher,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.publisher,Citation Information,Publication,Publisher,citationPublicationInfoGroupList > citationPublicationInfoGroup,publisher,string,n,n,y,authority: organization/local,""
fcart_6-0-0 citation ns2:citations_common publicationPlace,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.publicationPlace,Citation Information,Publication,Publication place,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationPlace,string,n,n,y,authority: place/local; authority: place/tgn,""
fcart_6-0-0 citation ns2:citations_common publicationDate,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.publicationDate,Citation Information,Publication,Publication date,citationPublicationInfoGroupList > citationPublicationInfoGroup,publicationDate,structured date group,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common edition,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.edition,Citation Information,Publication,Publication edition,citationPublicationInfoGroupList > citationPublicationInfoGroup,edition,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common pages,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.pages,Citation Information,Publication,Publication page(s),citationPublicationInfoGroupList > citationPublicationInfoGroup,pages,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common agent,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.agent,Citation Information,Agent,Agent name,citationAgentInfoGroupList > citationAgentInfoGroup,agent,string,n,n,y,authority: person/local; authority: person/ulan; authority: organization/local,""
fcart_6-0-0 citation ns2:citations_common role,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.role,Citation Information,Agent,Agent role,citationAgentInfoGroupList > citationAgentInfoGroup,role,string,n,n,y,vocabulary: agentinfotype,""
fcart_6-0-0 citation ns2:citations_common note,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.note,Citation Information,Agent,Agent note,citationAgentInfoGroupList > citationAgentInfoGroup,note,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common citationNote,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.citationNote,Citation Information,"",Note,"",citationNote,string,n,n,n/a,"",""
fcart_6-0-0 citation ns2:citations_common resourceIdent,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.resourceIdent,Citation Information,Resource identifier,Resource identifier,citationResourceIdentGroupList > citationResourceIdentGroup,resourceIdent,string,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common type,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.type,Citation Information,Resource identifier,Resource identifier type,citationResourceIdentGroupList > citationResourceIdentGroup,type,string,n,n,y,vocabulary: resourceidtype,""
fcart_6-0-0 citation ns2:citations_common captureDate,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.captureDate,Citation Information,Resource identifier,Resource identifier capture date,citationResourceIdentGroupList > citationResourceIdentGroup,captureDate,structured date group,n,n,y,"",""
fcart_6-0-0 citation ns2:citations_common relatedTerm,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.relatedTerm,Citation Information,Related term,Related term,citationRelatedTermsGroupList > citationRelatedTermsGroup,relatedTerm,string,n,n,y,authority: concept/associated; authority: concept/activity; authority: concept/material,""
fcart_6-0-0 citation ns2:citations_common relationType,fcart_6-0-0,citation,ns2:citations_common,ns2:citations_common,citations_common.relationType,Citation Information,Related term,Related term type,citationRelatedTermsGroupList > citationRelatedTermsGroup,relationType,string,n,n,y,vocabulary: relationtypetype,""
fcart_6-0-0 chronology ns2:chronologies_common termDisplayName,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termDisplayName,Chronology Information,Term,Term display name,chronologyTermGroupList > chronologyTermGroup,termDisplayName,string,y,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common termName,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termName,Chronology Information,Term,Term name,chronologyTermGroupList > chronologyTermGroup,termName,string,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common termQualifier,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termQualifier,Chronology Information,Term,Term qualifier,chronologyTermGroupList > chronologyTermGroup,termQualifier,string,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common termStatus,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termStatus,Chronology Information,Term,Term status,chronologyTermGroupList > chronologyTermGroup,termStatus,string,n,n,y,vocabulary: chronologytermstatus,""
fcart_6-0-0 chronology ns2:chronologies_common termType,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termType,Chronology Information,Term,Term type,chronologyTermGroupList > chronologyTermGroup,termType,string,n,n,y,vocabulary: chronologytermtype,""
fcart_6-0-0 chronology ns2:chronologies_common termFlag,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termFlag,Chronology Information,Term,Term flag,chronologyTermGroupList > chronologyTermGroup,termFlag,string,n,n,y,vocabulary: chronologytermflag,""
fcart_6-0-0 chronology ns2:chronologies_common historicalStatus,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.historicalStatus,Chronology Information,Term,Term historical status,chronologyTermGroupList > chronologyTermGroup,historicalStatus,string,n,n,y,vocabulary: chronologyhistoricalstatus,""
fcart_6-0-0 chronology ns2:chronologies_common termLanguage,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termLanguage,Chronology Information,Term,Term language,chronologyTermGroupList > chronologyTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
fcart_6-0-0 chronology ns2:chronologies_common termPrefForLang,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termPrefForLang,Chronology Information,Term,Term preferred for lang,chronologyTermGroupList > chronologyTermGroup,termPrefForLang,boolean,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common termSource,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSource,Chronology Information,Term > Source,Term source name,chronologyTermGroupList > chronologyTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
fcart_6-0-0 chronology ns2:chronologies_common termSourceDetail,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSourceDetail,Chronology Information,Term > Source,Term source detail,chronologyTermGroupList > chronologyTermGroup,termSourceDetail,string,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common termSourceID,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSourceID,Chronology Information,Term > Source,Term source ID,chronologyTermGroupList > chronologyTermGroup,termSourceID,string,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common termSourceNote,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.termSourceNote,Chronology Information,Term > Source,Term source note,chronologyTermGroupList > chronologyTermGroup,termSourceNote,string,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common chronologyDateStructuredDateGroup,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyDateStructuredDateGroup,Chronology Information,"",Primary date range,"",chronologyDateStructuredDateGroup,structured date group,n,n,n/a,"",""
fcart_6-0-0 chronology ns2:chronologies_common chronologyType,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyType,Chronology Information,"",Chronology type,"",chronologyType,string,n,n,n/a,vocabulary: chronologytypes,""
fcart_6-0-0 chronology ns2:chronologies_common chronologyPlace,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyPlace,Chronology Information,Spatial coverage,"",chronologyPlaces,chronologyPlace,string,n,y,n,authority: place/local; authority: place/tgn,""
fcart_6-0-0 chronology ns2:chronologies_common chronologyDescription,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyDescription,Chronology Information,"",Chronology description,"",chronologyDescription,string,n,n,n/a,"",""
fcart_6-0-0 chronology ns2:chronologies_common chronologyNote,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.chronologyNote,Chronology Information,"",Chronology note,"",chronologyNote,string,n,n,n/a,"",""
fcart_6-0-0 chronology ns2:chronologies_common identifierValue,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierValue,Chronology Information,Resource identifier,Resource identifier value,identifierGroupList > identifierGroup,identifierValue,string,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common identifierCitation,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierCitation,Chronology Information,Resource identifier,Resource identifier citation,identifierGroupList > identifierGroup,identifierCitation,string,n,n,y,authority: citation/local; authority: citation/worldcat,""
fcart_6-0-0 chronology ns2:chronologies_common identifierDate,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.identifierDate,Chronology Information,Resource identifier,Resource identifier date,identifierGroupList > identifierGroup,identifierDate,date,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common person,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.person,Associated Authorities,Person,Person associated,personGroupList > personGroup,person,string,n,n,y,authority: person/local; authority: person/ulan,""
fcart_6-0-0 chronology ns2:chronologies_common personType,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.personType,Associated Authorities,Person,Person relationship/type,personGroupList > personGroup,personType,string,n,n,y,vocabulary: chronologypersonrelations,""
fcart_6-0-0 chronology ns2:chronologies_common personStructuredDateGroup,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.personStructuredDateGroup,Associated Authorities,Person,Person date,personGroupList > personGroup,personStructuredDateGroup,structured date group,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common personCitation,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.personCitation,Associated Authorities,Person,Person citation,personGroupList > personGroup > personCitations,personCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
fcart_6-0-0 chronology ns2:chronologies_common personNote,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.personNote,Associated Authorities,Person,Person note,personGroupList > personGroup,personNote,string,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common people,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.people,Associated Authorities,People,People associated,peopleGroupList > peopleGroup,people,string,n,n,y,authority: concept/associated,""
fcart_6-0-0 chronology ns2:chronologies_common peopleType,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.peopleType,Associated Authorities,People,People relationship/type,peopleGroupList > peopleGroup,peopleType,string,n,n,y,vocabulary: chronologypeoplerelations,""
fcart_6-0-0 chronology ns2:chronologies_common peopleStructuredDateGroup,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.peopleStructuredDateGroup,Associated Authorities,People,People date,peopleGroupList > peopleGroup,peopleStructuredDateGroup,structured date group,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common peopleCitation,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.peopleCitation,Associated Authorities,People,People citation,peopleGroupList > peopleGroup > peopleCitations,peopleCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
fcart_6-0-0 chronology ns2:chronologies_common peopleNote,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.peopleNote,Associated Authorities,People,People note,peopleGroupList > peopleGroup,peopleNote,string,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common organization,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.organization,Associated Authorities,Organization,Organization associated,organizationGroupList > organizationGroup,organization,string,n,n,y,authority: organization/local; authority: organization/ulan,""
fcart_6-0-0 chronology ns2:chronologies_common organizationType,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.organizationType,Associated Authorities,Organization,Organization relationship/type,organizationGroupList > organizationGroup,organizationType,string,n,n,y,vocabulary: chronologyorganizationrelations,""
fcart_6-0-0 chronology ns2:chronologies_common organizationStructuredDateGroup,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.organizationStructuredDateGroup,Associated Authorities,Organization,Organization date,organizationGroupList > organizationGroup,organizationStructuredDateGroup,structured date group,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common organizationCitation,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.organizationCitation,Associated Authorities,Organization,Organization citation,organizationGroupList > organizationGroup > organizationCitations,organizationCitation,string,n,y,as part of larger repeating group,authority: citation/local; authority: citation/worldcat,""
fcart_6-0-0 chronology ns2:chronologies_common organizationNote,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.organizationNote,Associated Authorities,Organization,Organization note,organizationGroupList > organizationGroup,organizationNote,string,n,n,y,"",""
fcart_6-0-0 chronology ns2:chronologies_common concept,fcart_6-0-0,chronology,ns2:chronologies_common,ns2:chronologies_common,chronologies_common.concept,Associated Authorities,Concept,Concept associated,conceptGroupList > conceptGroup,concept,string,n,n,y,authority: concept/activity; authority: concept/associated; authority: concept/material; authority: concept/nomenclature; authority: concept/occasion,""
