fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
materials_3-0-6 collectionobject ns2:collectionobjects_common objectNameSystem,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameSystem,Object Identification Information,Object name,Object name system,objectNameList > objectNameGroup,objectNameSystem,string,n,n,y,option list: nameSystems,"art-and-architecture-thesaurus, nomenclature"
materials_3-0-6 collectionobject ns2:collectionobjects_common objectNameType,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameType,Object Identification Information,Object name,Object name type,objectNameList > objectNameGroup,objectNameType,string,n,n,y,option list: nameTypes,"classified, denomination, simple, taxonomic, typological"
materials_3-0-6 collectionobject ns2:collectionobjects_common objectNameLanguage,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameLanguage,Object Identification Information,Object name,Object name language,objectNameList > objectNameGroup,objectNameLanguage,string,n,n,y,vocabulary: languages,""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectNameNote,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNameNote,Object Identification Information,Object name,Object name note,objectNameList > objectNameGroup,objectNameNote,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common materialComponent,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.materialComponent,Object Description Information,Material,Material component,materialGroupList > materialGroup,materialComponent,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common materialComponentNote,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.materialComponentNote,Object Description Information,Material,Material component note,materialGroupList > materialGroup,materialComponentNote,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common materialName,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.materialName,Object Description Information,Material,Material name,materialGroupList > materialGroup,materialName,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common materialSource,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.materialSource,Object Description Information,Material,Material source,materialGroupList > materialGroup,materialSource,string,n,n,y,"",""
materials_3-0-6 collectionobject ext.dimension measuredPart,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPart,Object Description Information,Dimensions,Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
materials_3-0-6 collectionobject ext.dimension measuredBy,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredBy,Object Description Information,Dimensions > Measurement,Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
materials_3-0-6 collectionobject ext.dimension measurementMethod,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measurementMethod,Object Description Information,Dimensions > Measurement,Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
materials_3-0-6 collectionobject ext.dimension valueQualifier,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueQualifier,Object Description Information,Dimensions > Measurement,Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
materials_3-0-6 collectionobject ext.dimension valueDate,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.valueDate,Object Description Information,Dimensions > Measurement,Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
materials_3-0-6 collectionobject ext.dimension measuredPartNote,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPartNote,Object Description Information,Dimensions,Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common contentConcept,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.contentConcept,Object Description Information,Content,Content concept,contentConcepts,contentConcept,string,n,y,n,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectProductionDateGroup,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionDateGroup,Object Production Information,"",Production date,objectProductionDateGroupList,objectProductionDateGroup,structured date group,n,y,n,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectProductionPlace,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlace,Object Production Information,Production place,Production place,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlace,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectProductionPlaceRole,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPlaceRole,Object Production Information,Production place,Production place role,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlaceRole,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectProductionPeople,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeople,Object Production Information,Production people,Production people,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeople,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectProductionPeopleRole,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPeopleRole,Object Production Information,Production people,Production people role,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeopleRole,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectProductionPerson,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPerson,Object Production Information,Production person,Production person,objectProductionPersonGroupList > objectProductionPersonGroup,objectProductionPerson,string,n,n,y,authority: person/local,""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectProductionPersonRole,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionPersonRole,Object Production Information,Production person,Production person role,objectProductionPersonGroupList > objectProductionPersonGroup,objectProductionPersonRole,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectProductionOrganization,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionOrganization,Object Production Information,Production organization,Production organization,objectProductionOrganizationGroupList > objectProductionOrganizationGroup,objectProductionOrganization,string,n,n,y,authority: organization/local,""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectProductionOrganizationRole,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectProductionOrganizationRole,Object Production Information,Production organization,Production organization role,objectProductionOrganizationGroupList > objectProductionOrganizationGroup,objectProductionOrganizationRole,string,n,n,y,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common objectHistoryNote,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectHistoryNote,Object History and Association Information,"",Object history note,"",objectHistoryNote,string,n,n,n/a,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common ownersContributionNote,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ownersContributionNote,Object Owner's Contribution Information,"",Owner's contribution note,"",ownersContributionNote,string,n,n,n/a,"",""
materials_3-0-6 collectionobject ns2:collectionobjects_common viewersContributionNote,materials_3-0-6,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.viewersContributionNote,Object Viewer's Contribution Information,"",Viewer's contribution note,"",viewersContributionNote,string,n,n,n/a,"",""
materials_3-0-6 concept ns2:concepts_common termDisplayName,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termDisplayName,Concept Information,Term,Term display name,conceptTermGroupList > conceptTermGroup,termDisplayName,string,y,n,y,"",""
materials_3-0-6 concept ns2:concepts_common termName,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termName,Concept Information,Term,Term name,conceptTermGroupList > conceptTermGroup,termName,string,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common termQualifier,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termQualifier,Concept Information,Term,Term qualifier,conceptTermGroupList > conceptTermGroup,termQualifier,string,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common termStatus,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termStatus,Concept Information,Term,Term status,conceptTermGroupList > conceptTermGroup,termStatus,string,n,n,y,option list: conceptTermStatuses,"accepted, provisional, rejected, under review"
materials_3-0-6 concept ns2:concepts_common termType,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termType,Concept Information,Term,Term type,conceptTermGroupList > conceptTermGroup,termType,string,n,n,y,option list: conceptTermTypes,"alternate descriptor, descriptor, used for term"
materials_3-0-6 concept ns2:concepts_common termFlag,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termFlag,Concept Information,Term,Term flag,conceptTermGroupList > conceptTermGroup,termFlag,string,n,n,y,vocabulary: concepttermflag,""
materials_3-0-6 concept ns2:concepts_common historicalStatus,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.historicalStatus,Concept Information,Term,Term historical status,conceptTermGroupList > conceptTermGroup,historicalStatus,string,n,n,y,option list: conceptHistoricalStatuses,"both, current, historical, unknown"
materials_3-0-6 concept ns2:concepts_common termLanguage,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termLanguage,Concept Information,Term,Term language,conceptTermGroupList > conceptTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
materials_3-0-6 concept ns2:concepts_common termPrefForLang,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termPrefForLang,Concept Information,Term,Term preferred for lang,conceptTermGroupList > conceptTermGroup,termPrefForLang,boolean,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common termSource,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSource,Concept Information,Term > Source,Term source name,conceptTermGroupList > conceptTermGroup,termSource,string,n,n,y,authority: citation/local,""
materials_3-0-6 concept ns2:concepts_common termSourceDetail,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceDetail,Concept Information,Term > Source,Term source detail,conceptTermGroupList > conceptTermGroup,termSourceDetail,string,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common termSourceID,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceID,Concept Information,Term > Source,Term source ID,conceptTermGroupList > conceptTermGroup,termSourceID,string,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common termSourceNote,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.termSourceNote,Concept Information,Term > Source,Term source note,conceptTermGroupList > conceptTermGroup,termSourceNote,string,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common conceptRecordType,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.conceptRecordType,Concept Information,"",Concept type,conceptRecordTypes,conceptRecordType,string,n,y,n,vocabulary: concepttype,""
materials_3-0-6 concept ns2:concepts_common scopeNote,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNote,Concept Information,Scope note,Scope note,"",scopeNote,string,n,n,n/a,"",""
materials_3-0-6 concept ns2:concepts_common scopeNoteSource,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNoteSource,Concept Information,Scope note,Scope note source,"",scopeNoteSource,string,n,n,n/a,"",""
materials_3-0-6 concept ns2:concepts_common scopeNoteSourceDetail,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.scopeNoteSourceDetail,Concept Information,Scope note,Scope note source detail,"",scopeNoteSourceDetail,string,n,n,n/a,"",""
materials_3-0-6 concept ns2:concepts_common citationSource,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.citationSource,Concept Information,Citation,Citation source,citationGroupList > citationGroup,citationSource,string,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common citationSourceDetail,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.citationSourceDetail,Concept Information,Citation,Citation source detail,citationGroupList > citationGroup,citationSourceDetail,string,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common additionalSource,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSource,Concept Information,Additional source,Additional source,additionalSourceGroupList > additionalSourceGroup,additionalSource,string,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common additionalSourceDetail,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceDetail,Concept Information,Additional source,Additional source detail,additionalSourceGroupList > additionalSourceGroup,additionalSourceDetail,string,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common additionalSourceID,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceID,Concept Information,Additional source,Additional source ID,additionalSourceGroupList > additionalSourceGroup,additionalSourceID,string,n,n,y,"",""
materials_3-0-6 concept ns2:concepts_common additionalSourceNote,materials_3-0-6,concept,ns2:concepts_common,ns2:concepts_common,concepts_common.additionalSourceNote,Concept Information,Additional source,Additional source note,additionalSourceGroupList > additionalSourceGroup,additionalSourceNote,string,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common conservationNumber,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.conservationNumber,Conservation Treatment Information,"",Reference number,"",conservationNumber,string,y,n,n/a,"",""
materials_3-0-6 conservation ns2:conservation_common status,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.status,Conservation Treatment Information,Procedural status,Procedural status,conservationStatusGroupList > conservationStatusGroup,status,string,n,n,y,vocabulary: conservationstatus,""
materials_3-0-6 conservation ns2:conservation_common statusDate,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.statusDate,Conservation Treatment Information,Procedural status,Procedural status date,conservationStatusGroupList > conservationStatusGroup,statusDate,date,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common treatmentPurpose,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.treatmentPurpose,Conservation Treatment Information,"",Treatment purpose,"",treatmentPurpose,string,n,n,n/a,vocabulary: treatmentpurpose,""
materials_3-0-6 conservation ns2:conservation_common conservator,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.conservator,Conservation Treatment Information,"",Conservator,conservators,conservator,string,n,y,n,authority: person/local; authority: organization/local,""
materials_3-0-6 conservation ns2:conservation_common otherParty,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.otherParty,Conservation Treatment Information,Other treatment party,Other treatment party name,otherPartyGroupList > otherPartyGroup,otherParty,string,n,n,y,authority: person/local; authority: organization/local,""
materials_3-0-6 conservation ns2:conservation_common otherPartyRole,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.otherPartyRole,Conservation Treatment Information,Other treatment party,Other treatment party role,otherPartyGroupList > otherPartyGroup,otherPartyRole,string,n,n,y,vocabulary: otherpartyrole,""
materials_3-0-6 conservation ns2:conservation_common otherPartyNote,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.otherPartyNote,Conservation Treatment Information,Other treatment party,Other treatment party note,otherPartyGroupList > otherPartyGroup,otherPartyNote,string,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common examinationStaff,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.examinationStaff,Conservation Treatment Information,Examination,Examination staff,examinationGroupList > examinationGroup,examinationStaff,string,n,n,y,authority: person/local,""
materials_3-0-6 conservation ns2:conservation_common examinationPhase,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.examinationPhase,Conservation Treatment Information,Examination,Examination phase of treatment,examinationGroupList > examinationGroup,examinationPhase,string,n,n,y,vocabulary: examinationphase,""
materials_3-0-6 conservation ns2:conservation_common examinationDate,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.examinationDate,Conservation Treatment Information,Examination,Examination date,examinationGroupList > examinationGroup,examinationDate,date,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common examinationNote,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.examinationNote,Conservation Treatment Information,Examination,Examination note,examinationGroupList > examinationGroup,examinationNote,string,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common fabricationNote,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.fabricationNote,Conservation Treatment Information,"",Fabrication note,"",fabricationNote,string,n,n,n/a,"",""
materials_3-0-6 conservation ns2:conservation_common proposedTreatment,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.proposedTreatment,Conservation Treatment Information,"",Proposed treatment,"",proposedTreatment,string,n,n,n/a,"",""
materials_3-0-6 conservation ns2:conservation_common approvedBy,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.approvedBy,Conservation Treatment Information,"",Approved by,"",approvedBy,string,n,n,n/a,authority: person/local,""
materials_3-0-6 conservation ns2:conservation_common approvedDate,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.approvedDate,Conservation Treatment Information,"",Approval date,"",approvedDate,date,n,n,n/a,"",""
materials_3-0-6 conservation ns2:conservation_common treatmentStartDate,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.treatmentStartDate,Conservation Treatment Information,"",Treatment start date,"",treatmentStartDate,date,n,n,n/a,"",""
materials_3-0-6 conservation ns2:conservation_common treatmentEndDate,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.treatmentEndDate,Conservation Treatment Information,"",Treatment end date,"",treatmentEndDate,date,n,n,n/a,"",""
materials_3-0-6 conservation ns2:conservation_common treatmentSummary,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.treatmentSummary,Conservation Treatment Information,"",Treatment summary,"",treatmentSummary,string,n,n,n/a,"",""
materials_3-0-6 conservation ns2:conservation_common proposedAnalysis,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.proposedAnalysis,Object Analysis Information,"",Proposed analysis,"",proposedAnalysis,string,n,n,n/a,"",""
materials_3-0-6 conservation ns2:conservation_common researcher,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.researcher,Object Analysis Information,"",Analysis researcher,"",researcher,string,n,n,n/a,authority: person/local,""
materials_3-0-6 conservation ns2:conservation_common proposedAnalysisDate,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.proposedAnalysisDate,Object Analysis Information,"",Analysis proposal date,"",proposedAnalysisDate,date,n,n,n/a,"",""
materials_3-0-6 conservation ns2:conservation_common destAnalysisApprovedDate,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.destAnalysisApprovedDate,Object Analysis Information,Destructive analysis,Destructive analysis approval date,destAnalysisGroupList > destAnalysisGroup,destAnalysisApprovedDate,date,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common destAnalysisApprovalNote,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.destAnalysisApprovalNote,Object Analysis Information,Destructive analysis,Destructive analysis approval note,destAnalysisGroupList > destAnalysisGroup,destAnalysisApprovalNote,string,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common sampleBy,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleBy,Object Analysis Information,Destructive analysis,Destructive analysis sample taken by,destAnalysisGroupList > destAnalysisGroup,sampleBy,string,n,n,y,authority: person/local,""
materials_3-0-6 conservation ns2:conservation_common sampleDate,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleDate,Object Analysis Information,Destructive analysis,Destructive analysis sample date,destAnalysisGroupList > destAnalysisGroup,sampleDate,date,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common sampleDescription,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleDescription,Object Analysis Information,Destructive analysis,Destructive analysis sample description,destAnalysisGroupList > destAnalysisGroup,sampleDescription,string,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common sampleReturned,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleReturned,Object Analysis Information,Destructive analysis,Destructive analysis sample returned,destAnalysisGroupList > destAnalysisGroup,sampleReturned,boolean,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common sampleReturnedLocation,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.sampleReturnedLocation,Object Analysis Information,Destructive analysis,Destructive analysis sample returned location,destAnalysisGroupList > destAnalysisGroup,sampleReturnedLocation,string,n,n,y,"",""
materials_3-0-6 conservation ns2:conservation_common analysisMethod,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.analysisMethod,Object Analysis Information,"",Analytical methodology,"",analysisMethod,string,n,n,n/a,"",""
materials_3-0-6 conservation ns2:conservation_common analysisResults,materials_3-0-6,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.analysisResults,Object Analysis Information,"",Analytical result,"",analysisResults,string,n,n,n/a,"",""
materials_3-0-6 group ns2:groups_common title,materials_3-0-6,group,ns2:groups_common,ns2:groups_common,groups_common.title,Group Information,"",Title,"",title,string,y,n,n/a,"",""
materials_3-0-6 group ns2:groups_common responsibleDepartment,materials_3-0-6,group,ns2:groups_common,ns2:groups_common,groups_common.responsibleDepartment,Group Information,"",Responsible department,"",responsibleDepartment,string,n,n,n/a,option list: departments,"antiquities, architecture-design, decorative-arts, ethnography, herpetology, media-performance-art, paintings-sculpture, paleobotany, photographs, prints-drawings"
materials_3-0-6 group ns2:groups_common owner,materials_3-0-6,group,ns2:groups_common,ns2:groups_common,groups_common.owner,Group Information,"",Group owner,"",owner,string,n,n,n/a,authority: person/local,""
materials_3-0-6 group ns2:groups_common groupEarliestSingleDate,materials_3-0-6,group,ns2:groups_common,ns2:groups_common,groups_common.groupEarliestSingleDate,Group Information,"",Earliest/single date,"",groupEarliestSingleDate,date,n,n,n/a,"",""
materials_3-0-6 group ns2:groups_common groupLatestDate,materials_3-0-6,group,ns2:groups_common,ns2:groups_common,groups_common.groupLatestDate,Group Information,"",Latest date,"",groupLatestDate,date,n,n,n/a,"",""
materials_3-0-6 group ns2:groups_common scopeNote,materials_3-0-6,group,ns2:groups_common,ns2:groups_common,groups_common.scopeNote,Group Information,"",Scope note,"",scopeNote,string,n,n,n/a,"",""
materials_3-0-6 insurance ns2:insurances_common insuranceIndemnityReferenceNumber,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityReferenceNumber,Insurance and Indemnity Information,"",Reference number,"",insuranceIndemnityReferenceNumber,string,y,n,n/a,"",""
materials_3-0-6 insurance ns2:insurances_common insuranceIndemnityType,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityType,Insurance and Indemnity Information,"",Type,"",insuranceIndemnityType,string,n,n,n/a,vocabulary: insurancetype,""
materials_3-0-6 insurance ns2:insurances_common insurerIndemnifier,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insurerIndemnifier,Insurance and Indemnity Information,"",Insurer/indemnifier,"",insurerIndemnifier,string,n,n,n/a,authority: person/local; authority: organization/local,""
materials_3-0-6 insurance ns2:insurances_common insuranceIndemnityPolicyNumber,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityPolicyNumber,Insurance and Indemnity Information,"",Policy number,"",insuranceIndemnityPolicyNumber,string,n,n,n/a,"",""
materials_3-0-6 insurance ns2:insurances_common insuranceIndemnityCurrency,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityCurrency,Insurance and Indemnity Information,Insurance/indemnity price,Insurance/indemnity price currency,"",insuranceIndemnityCurrency,string,n,n,n/a,vocabulary: currency,""
materials_3-0-6 insurance ns2:insurances_common insuranceIndemnityValue,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityValue,Insurance and Indemnity Information,Insurance/indemnity price,Insurance/indemnity price value,"",insuranceIndemnityValue,float,n,n,n/a,"",""
materials_3-0-6 insurance ns2:insurances_common minimumLiabilityCurrency,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.minimumLiabilityCurrency,Insurance and Indemnity Information,Minimum liability price,Minimum liability price currency,"",minimumLiabilityCurrency,string,n,n,n/a,vocabulary: currency,""
materials_3-0-6 insurance ns2:insurances_common minimumLiabilityValue,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.minimumLiabilityValue,Insurance and Indemnity Information,Minimum liability price,Minimum liability price value,"",minimumLiabilityValue,float,n,n,n/a,"",""
materials_3-0-6 insurance ns2:insurances_common insuranceIndemnityAuthorizer,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityAuthorizer,Insurance and Indemnity Information,Authorization,Authorizer,"",insuranceIndemnityAuthorizer,string,n,n,n/a,authority: person/local,""
materials_3-0-6 insurance ns2:insurances_common insuranceIndemnityAuthorizationDate,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityAuthorizationDate,Insurance and Indemnity Information,Authorization,Authorization date,"",insuranceIndemnityAuthorizationDate,date,n,n,n/a,"",""
materials_3-0-6 insurance ns2:insurances_common insuranceIndemnityStatus,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityStatus,Insurance and Indemnity Information,Status,Status type,insuranceIndemnityStatusGroupList > insuranceIndemnityStatusGroup,insuranceIndemnityStatus,string,n,n,y,vocabulary: insurancestatus,""
materials_3-0-6 insurance ns2:insurances_common insuranceIndemnityStatusDate,materials_3-0-6,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityStatusDate,Insurance and Indemnity Information,Status,Status date,insuranceIndemnityStatusGroupList > insuranceIndemnityStatusGroup,insuranceIndemnityStatusDate,date,n,n,y,"",""
