fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
herbarium_2-0-2 ns2:taxon_common commonNameSource,herbarium_2-0-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameSource,Taxonomic Name Information,Common name,Common name source,commonNameGroupList > commonNameGroup,commonNameSource,string,n,n,y,authority: citation/local,"",not in core_7-1-0
herbarium_2-0-2 ns2:taxon_common commonNameSourceDetail,herbarium_2-0-2,taxon,ns2:taxon_common,ns2:taxon_common,taxon_common.commonNameSourceDetail,Taxonomic Name Information,Common name,Common name source detail,commonNameGroupList > commonNameGroup,commonNameSourceDetail,string,n,n,y,"","",not in core_7-1-0
herbarium_2-0-2 ns2:taxon_herbarium relatedTerm,herbarium_2-0-2,taxon,ns2:taxon_herbarium,ns2:taxon_herbarium,taxon_herbarium.relatedTerm,Taxonomic Name Information,Related term,Related term name,relatedTermGroupList > relatedTermGroup,relatedTerm,string,n,n,y,authority: taxon/local; authority: taxon/common,"",not in core_7-1-0
herbarium_2-0-2 ns2:taxon_herbarium relatedTermType,herbarium_2-0-2,taxon,ns2:taxon_herbarium,ns2:taxon_herbarium,taxon_herbarium.relatedTermType,Taxonomic Name Information,Related term,Related term type,relatedTermGroupList > relatedTermGroup,relatedTermType,string,n,n,y,vocabulary: taxonrelatedtermtype,"",not in core_7-1-0
herbarium_2-0-2 ns2:taxon_herbarium relatedTermSource,herbarium_2-0-2,taxon,ns2:taxon_herbarium,ns2:taxon_herbarium,taxon_herbarium.relatedTermSource,Taxonomic Name Information,Related term,Related term source,relatedTermGroupList > relatedTermGroup,relatedTermSource,string,n,n,y,"","",not in core_7-1-0
herbarium_2-0-2 ns2:taxon_herbarium relatedTermSourceDetail,herbarium_2-0-2,taxon,ns2:taxon_herbarium,ns2:taxon_herbarium,taxon_herbarium.relatedTermSourceDetail,Taxonomic Name Information,Related term,Related term source detail,relatedTermGroupList > relatedTermGroup,relatedTermSourceDetail,string,n,n,y,"","",not in core_7-1-0
core_7-1-0 ns2:acquisitions_common acquisitionReferenceNumber,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionReferenceNumber,Acquisition Information,"",Reference number,"",acquisitionReferenceNumber,string,y,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionAuthorizer,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionAuthorizer,Acquisition Information,Authorization,Authorizer,"",acquisitionAuthorizer,string,n,n,n/a,authority: person/local,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionAuthorizerDate,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionAuthorizerDate,Acquisition Information,Authorization,Authorization date,"",acquisitionAuthorizerDate,date,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionMethod,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionMethod,Acquisition Information,"",Acquisition method,"",acquisitionMethod,string,n,n,n/a,option list: acquisitionMethods,"exchange, gift, purchase, transfer, treasure",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionSource,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionSource,Acquisition Information,"",Acquisition source,acquisitionSources,acquisitionSource,string,n,y,n,authority: person/local; authority: organization/local,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common owner,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.owner,Acquisition Information,"",Owner,owners,owner,string,n,y,n,authority: person/local; authority: organization/local,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common transferOfTitleNumber,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.transferOfTitleNumber,Acquisition Information,"",Transfer of title number,"",transferOfTitleNumber,string,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common groupPurchasePriceCurrency,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.groupPurchasePriceCurrency,Acquisition Information,Price Information > Group purchase price,Group purchase price currency,"",groupPurchasePriceCurrency,string,n,n,n/a,vocabulary: currency,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common groupPurchasePriceValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.groupPurchasePriceValue,Acquisition Information,Price Information > Group purchase price,Group purchase price value,"",groupPurchasePriceValue,float,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common objectOfferPriceCurrency,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectOfferPriceCurrency,Acquisition Information,Price Information > Object offer price,Object offer price currency,"",objectOfferPriceCurrency,string,n,n,n/a,vocabulary: currency,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common objectOfferPriceValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectOfferPriceValue,Acquisition Information,Price Information > Object offer price,Object offer price value,"",objectOfferPriceValue,float,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common objectPurchaseOfferPriceCurrency,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchaseOfferPriceCurrency,Acquisition Information,Price Information > Object purchaser offer price,Object purchaser offer price currency,"",objectPurchaseOfferPriceCurrency,string,n,n,n/a,vocabulary: currency,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common objectPurchaseOfferPriceValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchaseOfferPriceValue,Acquisition Information,Price Information > Object purchaser offer price,Object purchaser offer price value,"",objectPurchaseOfferPriceValue,float,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common objectPurchasePriceCurrency,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchasePriceCurrency,Acquisition Information,Price Information > Object purchase price,Object purchase price currency,"",objectPurchasePriceCurrency,string,n,n,n/a,vocabulary: currency,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common objectPurchasePriceValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.objectPurchasePriceValue,Acquisition Information,Price Information > Object purchase price,Object purchase price value,"",objectPurchasePriceValue,float,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common originalObjectPurchasePriceCurrency,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.originalObjectPurchasePriceCurrency,Acquisition Information,Price Information > Original object purchase price,Original object purchase price currency,"",originalObjectPurchasePriceCurrency,string,n,n,n/a,vocabulary: currency,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common originalObjectPurchasePriceValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.originalObjectPurchasePriceValue,Acquisition Information,Price Information > Original object purchase price,Original object purchase price value,"",originalObjectPurchasePriceValue,float,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionReason,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionReason,Acquisition Information,"",Acquisition reason,"",acquisitionReason,string,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common approvalGroup,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalGroup,Acquisition Information,Approval,Approval,approvalGroupList > approvalGroup,approvalGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common approvalIndividual,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalIndividual,Acquisition Information,Approval,Approval individual,approvalGroupList > approvalGroup,approvalIndividual,string,n,n,y,authority: person/local,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common approvalStatus,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalStatus,Acquisition Information,Approval,Approval status,approvalGroupList > approvalGroup,approvalStatus,string,n,n,y,vocabulary: deaccessionapprovalstatus,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common approvalDate,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalDate,Acquisition Information,Approval,Approval status date,approvalGroupList > approvalGroup,approvalDate,date,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common approvalNote,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.approvalNote,Acquisition Information,Approval,Approval note,approvalGroupList > approvalGroup,approvalNote,string,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionNote,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionNote,Acquisition Information,"",Note,"",acquisitionNote,string,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionProvisos,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionProvisos,Acquisition Information,"",Provisos,"",acquisitionProvisos,string,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionFundingCurrency,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingCurrency,Acquisition Information,Funding,Funding currency,acquisitionFundingList > acquisitionFunding,acquisitionFundingCurrency,string,n,n,y,vocabulary: currency,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionFundingValue,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingValue,Acquisition Information,Funding,Funding value,acquisitionFundingList > acquisitionFunding,acquisitionFundingValue,float,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionFundingSource,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSource,Acquisition Information,Funding,Funding source,acquisitionFundingList > acquisitionFunding,acquisitionFundingSource,string,n,n,y,authority: person/local; authority: organization/local,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common acquisitionFundingSourceProvisos,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionFundingSourceProvisos,Acquisition Information,Funding,Funding source provisos,acquisitionFundingList > acquisitionFunding,acquisitionFundingSourceProvisos,string,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common creditLine,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.creditLine,Acquisition Information,"",Credit line,"",creditLine,string,n,n,n/a,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common fieldCollectionEventName,core_7-1-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.fieldCollectionEventName,Object Collection Information,"",Field collection event name,fieldCollectionEventNames,fieldCollectionEventName,string,n,y,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateDisplayDate,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateDisplayDate,Acquisition Information,Accession date,Display date,accessionDateGroup,dateDisplayDate,string,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common datePeriod,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.datePeriod,Acquisition Information,Accession date,Period,accessionDateGroup,datePeriod,string,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateAssociation,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateAssociation,Acquisition Information,Accession date,Association,accessionDateGroup,dateAssociation,string,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateNote,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateNote,Acquisition Information,Accession date,Note,accessionDateGroup,dateNote,string,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleYear,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Acquisition Information,Accession date,Earliest/single year,accessionDateGroup,dateEarliestSingleYear,integer,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleMonth,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Acquisition Information,Accession date,Earliest/single month,accessionDateGroup,dateEarliestSingleMonth,integer,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleDay,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Acquisition Information,Accession date,Earliest/single day,accessionDateGroup,dateEarliestSingleDay,integer,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleEra,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Acquisition Information,Accession date,Earliest/single era,accessionDateGroup,dateEarliestSingleEra,string,n,n,n,vocabulary: dateera,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleCertainty,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Acquisition Information,Accession date,Earliest/single certainty,accessionDateGroup,dateEarliestSingleCertainty,string,n,n,n,vocabulary: datecertainty,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleQualifier,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Acquisition Information,Accession date,Earliest/single qualifier,accessionDateGroup,dateEarliestSingleQualifier,string,n,n,n,option list: dateQualifiers,", +, +/-, -",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleQualifierValue,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Acquisition Information,Accession date,Earliest/single qualifier value,accessionDateGroup,dateEarliestSingleQualifierValue,integer,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleQualifierUnit,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Acquisition Information,Accession date,Earliest/single qualifier unit,accessionDateGroup,dateEarliestSingleQualifierUnit,string,n,n,n,vocabulary: datequalifier,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestYear,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Acquisition Information,Accession date,Latest year,accessionDateGroup,dateLatestYear,integer,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestMonth,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Acquisition Information,Accession date,Latest month,accessionDateGroup,dateLatestMonth,integer,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestDay,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Acquisition Information,Accession date,Latest day,accessionDateGroup,dateLatestDay,integer,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestEra,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Acquisition Information,Accession date,Latest era,accessionDateGroup,dateLatestEra,string,n,n,n,vocabulary: dateera,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestCertainty,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Acquisition Information,Accession date,Latest certainty,accessionDateGroup,dateLatestCertainty,string,n,n,n,vocabulary: datecertainty,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestQualifier,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,Accession date,Latest qualifier,accessionDateGroup,dateLatestQualifier,string,n,n,n,option list: dateQualifiers,", +, +/-, -",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestQualifierValue,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Acquisition Information,Accession date,Latest qualifier value,accessionDateGroup,dateLatestQualifierValue,integer,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestQualifierUnit,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Acquisition Information,Accession date,Latest qualifier unit,accessionDateGroup,dateLatestQualifierUnit,string,n,n,n,vocabulary: datequalifier,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestScalarValue,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Acquisition Information,Accession date,Earliest represented date,accessionDateGroup,dateEarliestScalarValue,string,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestScalarValue,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Acquisition Information,Accession date,Latest represented date,accessionDateGroup,dateLatestScalarValue,string,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common scalarValuesComputed,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Acquisition Information,Accession date,Represented dates computed,accessionDateGroup,scalarValuesComputed,boolean,n,n,n,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateDisplayDate,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateDisplayDate,Acquisition Information,Acquisition date,Display date,acquisitionDateGroupList > acquisitionDateGroup,dateDisplayDate,string,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common datePeriod,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.datePeriod,Acquisition Information,Acquisition date,Period,acquisitionDateGroupList > acquisitionDateGroup,datePeriod,string,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateAssociation,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateAssociation,Acquisition Information,Acquisition date,Association,acquisitionDateGroupList > acquisitionDateGroup,dateAssociation,string,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateNote,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateNote,Acquisition Information,Acquisition date,Note,acquisitionDateGroupList > acquisitionDateGroup,dateNote,string,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleYear,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Acquisition Information,Acquisition date,Earliest/single year,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleYear,integer,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleMonth,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Acquisition Information,Acquisition date,Earliest/single month,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleMonth,integer,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleDay,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Acquisition Information,Acquisition date,Earliest/single day,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleDay,integer,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleEra,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Acquisition Information,Acquisition date,Earliest/single era,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleEra,string,n,n,y,vocabulary: dateera,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleCertainty,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Acquisition Information,Acquisition date,Earliest/single certainty,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleCertainty,string,n,n,y,vocabulary: datecertainty,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleQualifier,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Acquisition Information,Acquisition date,Earliest/single qualifier,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleQualifier,string,n,n,y,option list: dateQualifiers,", +, +/-, -",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleQualifierValue,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Acquisition Information,Acquisition date,Earliest/single qualifier value,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleQualifierValue,integer,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestSingleQualifierUnit,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Acquisition Information,Acquisition date,Earliest/single qualifier unit,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestSingleQualifierUnit,string,n,n,y,vocabulary: datequalifier,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestYear,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Acquisition Information,Acquisition date,Latest year,acquisitionDateGroupList > acquisitionDateGroup,dateLatestYear,integer,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestMonth,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Acquisition Information,Acquisition date,Latest month,acquisitionDateGroupList > acquisitionDateGroup,dateLatestMonth,integer,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestDay,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Acquisition Information,Acquisition date,Latest day,acquisitionDateGroupList > acquisitionDateGroup,dateLatestDay,integer,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestEra,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Acquisition Information,Acquisition date,Latest era,acquisitionDateGroupList > acquisitionDateGroup,dateLatestEra,string,n,n,y,vocabulary: dateera,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestCertainty,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Acquisition Information,Acquisition date,Latest certainty,acquisitionDateGroupList > acquisitionDateGroup,dateLatestCertainty,string,n,n,y,vocabulary: datecertainty,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestQualifier,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Acquisition Information,Acquisition date,Latest qualifier,acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifier,string,n,n,y,option list: dateQualifiers,", +, +/-, -",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestQualifierValue,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Acquisition Information,Acquisition date,Latest qualifier value,acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifierValue,integer,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestQualifierUnit,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Acquisition Information,Acquisition date,Latest qualifier unit,acquisitionDateGroupList > acquisitionDateGroup,dateLatestQualifierUnit,string,n,n,y,vocabulary: datequalifier,"",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateEarliestScalarValue,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Acquisition Information,Acquisition date,Earliest represented date,acquisitionDateGroupList > acquisitionDateGroup,dateEarliestScalarValue,string,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common dateLatestScalarValue,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Acquisition Information,Acquisition date,Latest represented date,acquisitionDateGroupList > acquisitionDateGroup,dateLatestScalarValue,string,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:acquisitions_common scalarValuesComputed,core_7-1-0,acquisition,ns2:acquisitions_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Acquisition Information,Acquisition date,Represented dates computed,acquisitionDateGroupList > acquisitionDateGroup,scalarValuesComputed,boolean,n,n,y,"","",not in herbarium_2-0-2
core_7-1-0 ns2:collectionobjects_common recordStatus,core_7-1-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.recordStatus,Object Identification Information,"",Record status,"",recordStatus,string,n,n,n/a,option list: recordStatuses,"approved, in-process, new, temporary",not in herbarium_2-0-2
core_7-1-0 ns2:collectionobjects_common computedCurrentLocation,core_7-1-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.computedCurrentLocation,Object Identification Information,"",Computed current location,"",computedCurrentLocation,string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local,"",not in herbarium_2-0-2
core_7-1-0 ns2:collectionobjects_common objectStatus,core_7-1-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectStatus,Object Description Information,"",Object status,objectStatusList,objectStatus,string,n,y,n,option list: objectStatuses,"copy, forgery, holotype, paralectotype, paratype, type",not in herbarium_2-0-2
core_7-1-0 ns2:collectionobjects_common ageQualifier,core_7-1-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.ageQualifier,Object Description Information,Age,Age qualifier,"",ageQualifier,string,n,n,n/a,vocabulary: agequalifier,"",not in herbarium_2-0-2
core_7-1-0 ns2:collectionobjects_common age,core_7-1-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.age,Object Description Information,Age,Age value,"",age,integer,n,n,n/a,"","",not in herbarium_2-0-2
