profile,record_type,record_type_machine_name,record_section,path_to_field,field,field_machine_name,qualified_field_machine_name,importer_template_headers,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values
publicart_7-0-0,Concept,concept,Concept Information,"",Term name,termName,ns2:concepts_common.termName,termName,string,n,n,y,"","",""
publicart_7-0-0,Concept,concept,Concept Information,"",Term qualifier,termQualifier,ns2:concepts_common.termQualifier,termQualifier,string,n,n,y,"","",""
publicart_7-0-0,Concept,concept,Concept Information,"",Term status,termStatus,ns2:concepts_common.termStatus,termStatus,string,n,n,y,option list,conceptTermStatuses,"accepted, provisional, rejected, under review"
publicart_7-0-0,Concept,concept,Concept Information,"",Term type,termType,ns2:concepts_common.termType,termType,string,n,n,y,option list,conceptTermTypes,"alternate descriptor, descriptor, used for term"
publicart_7-0-0,Concept,concept,Concept Information,"",Term flag,termFlag,ns2:concepts_common.termFlag,termFlag; termFlagRefname,string,n,n,y,vocabulary; refname,concepttermflag; vocabulary refname,""
publicart_7-0-0,Concept,concept,Concept Information,"",Term historical status,historicalStatus,ns2:concepts_common.historicalStatus,historicalStatus,string,n,n,y,option list,conceptHistoricalStatuses,"both, current, historical, unknown"
publicart_7-0-0,Concept,concept,Concept Information,"",Term language,termLanguage,ns2:concepts_common.termLanguage,termLanguage; termLanguageRefname,string,n,n,y,vocabulary; refname,languages; vocabulary refname,""
publicart_7-0-0,Concept,concept,Concept Information,"",Term preferred for lang,termPrefForLang,ns2:concepts_common.termPrefForLang,termPrefForLang,boolean,n,n,y,"","",""
publicart_7-0-0,Concept,concept,Concept Information,Source,Term source name,termSource,ns2:concepts_common.termSource,termSourceCitationLocal; termSourceCitationWorldcat; termSourceRefname,string,n,n,y,authority; refname,citation/local; citation/worldcat; authority refname,""
publicart_7-0-0,Concept,concept,Concept Information,Source,Term source detail,termSourceDetail,ns2:concepts_common.termSourceDetail,termSourceDetail,string,n,n,y,"","",""
publicart_7-0-0,Concept,concept,Concept Information,Source,Term source ID,termSourceID,ns2:concepts_common.termSourceID,termSourceID,string,n,n,y,"","",""
publicart_7-0-0,Concept,concept,Concept Information,Source,Term source note,termSourceNote,ns2:concepts_common.termSourceNote,termSourceNote,string,n,n,y,"","",""
publicart_7-0-0,Concept,concept,Concept Information,"",Scope note,scopeNote,ns2:concepts_common.scopeNote,scopeNote,string,n,n,n/a,"","",""
publicart_7-0-0,Condition Check,conditioncheck,Condition Check/Technical Assessment Information,"",Reference number,conditionCheckRefNumber,ns2:conditionchecks_common.conditionCheckRefNumber,conditionCheckRefNumber,string,y,n,n/a,"","",""
publicart_7-0-0,Condition Check,conditioncheck,Condition Check/Technical Assessment Information,"",Check/assessment date,conditionCheckAssessmentDate,ns2:conditionchecks_common.conditionCheckAssessmentDate,conditionCheckAssessmentDate,date,n,n,n/a,"","",""
publicart_7-0-0,Condition Check,conditioncheck,Condition Check/Technical Assessment Information,"",Method,conditionCheckMethod,ns2:conditionchecks_common.conditionCheckMethod,conditionCheckMethod,string,n,n,n/a,option list,conditionCheckMethods,"observed, xrayed"
publicart_7-0-0,Condition Check,conditioncheck,Condition Check/Technical Assessment Information,"",Reason,conditionCheckReason,ns2:conditionchecks_common.conditionCheckReason,conditionCheckReason,string,n,n,n/a,option list,conditionCheckReasons,"cleaning, conservation, damagedintransit, inventory, loanin, newacquisition"
publicart_7-0-0,Condition Check,conditioncheck,Condition Check/Technical Assessment Information,"",Checker/assessor,conditionChecker,ns2:conditionchecks_common.conditionChecker,conditionCheckerPersonLocal; conditionCheckerPersonShared; conditionCheckerOrganizationLocal; conditionCheckerOrganizationShared; conditionCheckerRefname,string,n,n,n/a,authority; refname,person/local; person/shared; organization/local; organization/shared; authority refname,""
publicart_7-0-0,Condition Check,conditioncheck,Condition Check/Technical Assessment Information,"",Note,conditionCheckNote,ns2:conditionchecks_common.conditionCheckNote,conditionCheckNote,string,n,n,n/a,"","",""
publicart_7-0-0,Condition Check,conditioncheck,Object Condition Information,"",Object audit category,objectAuditCategory,ns2:conditionchecks_common.objectAuditCategory,objectAuditCategory,string,n,n,n/a,option list,objectAuditCategories,"high, low, medium"
publicart_7-0-0,Condition Check,conditioncheck,Object Condition Information,"",Conservation treatment priority,conservationTreatmentPriority,ns2:conditionchecks_common.conservationTreatmentPriority,conservationTreatmentPriority,string,n,n,n/a,option list,conservationTreatmentPriorities,"high, low, medium"
publicart_7-0-0,Condition Check,conditioncheck,Object Condition Information,"",Next check/assessment date,nextConditionCheckDate,ns2:conditionchecks_common.nextConditionCheckDate,nextConditionCheckDate,date,n,n,n/a,"","",""
publicart_7-0-0,Condition Check,conditioncheck,Object Condition Information,"",Completeness description,completeness,ns2:conditionchecks_common.completeness,completeness,string,n,n,y,option list,completenessLevels,"complete, fragmented, incomplete"
publicart_7-0-0,Condition Check,conditioncheck,Object Condition Information,"",Completeness date,completenessDate,ns2:conditionchecks_common.completenessDate,completenessDate,date,n,n,y,"","",""
publicart_7-0-0,Condition Check,conditioncheck,Object Condition Information,"",Completeness note,completenessNote,ns2:conditionchecks_common.completenessNote,completenessNote,string,n,n,y,"","",""
publicart_7-0-0,Condition Check,conditioncheck,Object Condition Information,"",Technical assessment description,techAssessment,ns2:conditionchecks_common.techAssessment,techAssessment,string,n,n,y,"","",""
publicart_7-0-0,Condition Check,conditioncheck,Object Condition Information,"",Technical assessment date,techAssessmentDate,ns2:conditionchecks_common.techAssessmentDate,techAssessmentDate,date,n,n,y,"","",""
publicart_7-0-0,Condition Check,conditioncheck,Object Condition Information,"",Condition description,condition,ns2:conditionchecks_common.condition,condition,string,n,n,y,option list,conditions,"environmental issue, exhibitableneedswork, injeopardy, light/electronic replacement, missing hardware, needs cleaning, needs coating, needs repair, needsnowork, notexhibitablestable"
publicart_7-0-0,Condition Check,conditioncheck,Object Condition Information,"",Condition date,conditionDate,ns2:conditionchecks_common.conditionDate,conditionDate,date,n,n,y,"","",""
