profile,record_type,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values
materials_3-0-6,collectionobject,Object Identification Information,Container,Container,materialContainerGroupList > materialContainerGroup,container,string,n,n,y,vocabulary: materialcontainer,""
materials_3-0-6,collectionobject,Object Identification Information,Container,Container note,materialContainerGroupList > materialContainerGroup,containerNote,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Identification Information,Condition,Condition,materialConditionGroupList > materialConditionGroup,condition,string,n,n,y,vocabulary: materialcondition,""
materials_3-0-6,collectionobject,Object Identification Information,Condition,Condition note,materialConditionGroupList > materialConditionGroup,conditionNote,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Identification Information,"",Computed current location,"",computedCurrentLocation,string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local,""
materials_3-0-6,collectionobject,Object Identification Information,Annotation,Annotation type,annotationGroupList > annotationGroup,annotationType,string,n,n,y,vocabulary: annotationtype,""
materials_3-0-6,collectionobject,Object Identification Information,Annotation,Annotation note,annotationGroupList > annotationGroup,annotationNote,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Identification Information,Annotation,Annotation date,annotationGroupList > annotationGroup,annotationDate,date,n,n,y,"",""
materials_3-0-6,collectionobject,Object Identification Information,Annotation,Annotation author,annotationGroupList > annotationGroup,annotationAuthor,string,n,n,y,authority: person/local,""
materials_3-0-6,collectionobject,Object Description Information,"",Object type,objectStatusList,objectStatus,string,n,y,n,option list: objectTypes,"fragment, mock_up, product, prototype, sample"
materials_3-0-6,collectionobject,Object Description Information,Finish,Finish,materialFinishGroupList > materialFinishGroup,finish,string,n,n,y,vocabulary: materialfinish,""
materials_3-0-6,collectionobject,Object Description Information,Finish,Finish note,materialFinishGroupList > materialFinishGroup,finishNote,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,"",Color,colors,color,string,n,y,n,"",""
materials_3-0-6,collectionobject,Object Description Information,"",Generic color,materialGenericColors,materialGenericColor,string,n,y,n,vocabulary: materialgenericcolor,""
materials_3-0-6,collectionobject,Object Description Information,"",Physical description,materialPhysicalDescriptions,materialPhysicalDescription,string,n,y,n,"",""
materials_3-0-6,collectionobject,Object Description Information,Dimensions,Sample size,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,Dimensions > Measurement,Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
materials_3-0-6,collectionobject,Object Description Information,Dimensions > Measurement,Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,Dimensions > Measurement,Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
materials_3-0-6,collectionobject,Object Identification Information,"",Responsible department,responsibleDepartments,responsibleDepartment,string,n,y,n,option list: departments,"antiquities, architecture-design, decorative-arts, ethnography, herpetology, media-performance-art, paintings-sculpture, paleobotany, photographs, prints-drawings"
materials_3-0-6,collectionobject,Object Identification Information,Title,Title,titleGroupList > titleGroup,title,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Identification Information,Title,Title language,titleGroupList > titleGroup,titleLanguage,string,n,n,y,vocabulary: languages,""
materials_3-0-6,collectionobject,Object Identification Information,Title,Title type,titleGroupList > titleGroup,titleType,string,n,n,y,option list: titleTypes,"assigned-by-artist, collection, generic, popular, series, trade"
materials_3-0-6,collectionobject,Object Identification Information,Title > Title translation,Title translation,titleGroupList > titleGroup > titleTranslationSubGroupList > titleTranslationSubGroup,titleTranslation,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Identification Information,Title > Title translation,Title translation language,titleGroupList > titleGroup > titleTranslationSubGroupList > titleTranslationSubGroup,titleTranslationLanguage,string,n,n,y,vocabulary: languages,""
materials_3-0-6,collectionobject,Object Identification Information,Object name,Object name,objectNameList > objectNameGroup,objectName,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Identification Information,Object name,Object name currency,objectNameList > objectNameGroup,objectNameCurrency,string,n,n,y,option list: nameCurrencies,"archaic, current"
materials_3-0-6,collectionobject,Object Identification Information,Object name,Object name level,objectNameList > objectNameGroup,objectNameLevel,string,n,n,y,option list: nameLevels,"group, subgroup"
materials_3-0-6,collectionobject,Object Identification Information,Object name,Object name system,objectNameList > objectNameGroup,objectNameSystem,string,n,n,y,option list: nameSystems,"art-and-architecture-thesaurus, nomenclature"
materials_3-0-6,collectionobject,Object Identification Information,Object name,Object name type,objectNameList > objectNameGroup,objectNameType,string,n,n,y,option list: nameTypes,"classified, denomination, simple, taxonomic, typological"
materials_3-0-6,collectionobject,Object Identification Information,Object name,Object name language,objectNameList > objectNameGroup,objectNameLanguage,string,n,n,y,vocabulary: languages,""
materials_3-0-6,collectionobject,Object Identification Information,Object name,Object name note,objectNameList > objectNameGroup,objectNameNote,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,Material,Material component,materialGroupList > materialGroup,materialComponent,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,Material,Material component note,materialGroupList > materialGroup,materialComponentNote,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,Material,Material name,materialGroupList > materialGroup,materialName,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,Material,Material source,materialGroupList > materialGroup,materialSource,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,Dimensions,Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
materials_3-0-6,collectionobject,Object Description Information,Dimensions > Measurement,Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,""
materials_3-0-6,collectionobject,Object Description Information,Dimensions > Measurement,Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
materials_3-0-6,collectionobject,Object Description Information,Dimensions > Measurement,Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,Dimensions > Measurement,Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,Dimensions,Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Description Information,Content,Content concept,contentConcepts,contentConcept,string,n,y,n,"",""
materials_3-0-6,collectionobject,Object Production Information,"",Production date,objectProductionDateGroupList,objectProductionDateGroup,structured date group,n,y,n,"",""
materials_3-0-6,collectionobject,Object Production Information,Production place,Production place,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlace,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Production Information,Production place,Production place role,objectProductionPlaceGroupList > objectProductionPlaceGroup,objectProductionPlaceRole,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Production Information,Production people,Production people,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeople,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Production Information,Production people,Production people role,objectProductionPeopleGroupList > objectProductionPeopleGroup,objectProductionPeopleRole,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Production Information,Production person,Production person,objectProductionPersonGroupList > objectProductionPersonGroup,objectProductionPerson,string,n,n,y,authority: person/local,""
materials_3-0-6,collectionobject,Object Production Information,Production person,Production person role,objectProductionPersonGroupList > objectProductionPersonGroup,objectProductionPersonRole,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object Production Information,Production organization,Production organization,objectProductionOrganizationGroupList > objectProductionOrganizationGroup,objectProductionOrganization,string,n,n,y,authority: organization/local,""
materials_3-0-6,collectionobject,Object Production Information,Production organization,Production organization role,objectProductionOrganizationGroupList > objectProductionOrganizationGroup,objectProductionOrganizationRole,string,n,n,y,"",""
materials_3-0-6,collectionobject,Object History and Association Information,"",Object history note,"",objectHistoryNote,string,n,n,n/a,"",""
materials_3-0-6,collectionobject,Object Owner's Contribution Information,"",Owner's contribution note,"",ownersContributionNote,string,n,n,n/a,"",""
materials_3-0-6,collectionobject,Object Viewer's Contribution Information,"",Viewer's contribution note,"",viewersContributionNote,string,n,n,n/a,"",""
materials_3-0-6,concept,Concept Information,Term,Term display name,conceptTermGroupList > conceptTermGroup,termDisplayName,string,y,n,y,"",""
materials_3-0-6,concept,Concept Information,Term,Term name,conceptTermGroupList > conceptTermGroup,termName,string,n,n,y,"",""
materials_3-0-6,concept,Concept Information,Term,Term qualifier,conceptTermGroupList > conceptTermGroup,termQualifier,string,n,n,y,"",""
materials_3-0-6,concept,Concept Information,Term,Term status,conceptTermGroupList > conceptTermGroup,termStatus,string,n,n,y,option list: conceptTermStatuses,"accepted, provisional, rejected, under review"
materials_3-0-6,concept,Concept Information,Term,Term type,conceptTermGroupList > conceptTermGroup,termType,string,n,n,y,option list: conceptTermTypes,"alternate descriptor, descriptor, used for term"
materials_3-0-6,concept,Concept Information,Term,Term flag,conceptTermGroupList > conceptTermGroup,termFlag,string,n,n,y,vocabulary: concepttermflag,""
materials_3-0-6,concept,Concept Information,Term,Term historical status,conceptTermGroupList > conceptTermGroup,historicalStatus,string,n,n,y,option list: conceptHistoricalStatuses,"both, current, historical, unknown"
materials_3-0-6,concept,Concept Information,Term,Term language,conceptTermGroupList > conceptTermGroup,termLanguage,string,n,n,y,vocabulary: languages,""
materials_3-0-6,concept,Concept Information,Term,Term preferred for lang,conceptTermGroupList > conceptTermGroup,termPrefForLang,boolean,n,n,y,"",""
materials_3-0-6,concept,Concept Information,Term > Source,Term source name,conceptTermGroupList > conceptTermGroup,termSource,string,n,n,y,authority: citation/local,""
materials_3-0-6,concept,Concept Information,Term > Source,Term source detail,conceptTermGroupList > conceptTermGroup,termSourceDetail,string,n,n,y,"",""
materials_3-0-6,concept,Concept Information,Term > Source,Term source ID,conceptTermGroupList > conceptTermGroup,termSourceID,string,n,n,y,"",""
materials_3-0-6,concept,Concept Information,Term > Source,Term source note,conceptTermGroupList > conceptTermGroup,termSourceNote,string,n,n,y,"",""
materials_3-0-6,concept,Concept Information,"",Concept type,conceptRecordTypes,conceptRecordType,string,n,y,n,vocabulary: concepttype,""
materials_3-0-6,concept,Concept Information,Scope note,Scope note,"",scopeNote,string,n,n,n/a,"",""
materials_3-0-6,concept,Concept Information,Scope note,Scope note source,"",scopeNoteSource,string,n,n,n/a,"",""
materials_3-0-6,concept,Concept Information,Scope note,Scope note source detail,"",scopeNoteSourceDetail,string,n,n,n/a,"",""
materials_3-0-6,concept,Concept Information,Citation,Citation source,citationGroupList > citationGroup,citationSource,string,n,n,y,"",""
materials_3-0-6,concept,Concept Information,Citation,Citation source detail,citationGroupList > citationGroup,citationSourceDetail,string,n,n,y,"",""
