fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
publicart_4-0-3 ns2:collectionobjects_common rightType,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightType,Rights Management Information,"",Right type,rightsGroupList > rightsGroup,rightType,string,n,n,y,vocabulary: rightstype,"",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightBeginDate,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightBeginDate,Rights Management Information,"",Right begin date,rightsGroupList > rightsGroup,rightBeginDate,date,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightEndDate,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightEndDate,Rights Management Information,"",Right end date,rightsGroupList > rightsGroup,rightEndDate,date,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightHolder,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightHolder,Rights Management Information,Right holder,Right holder name,rightsGroupList > rightsGroup > rightHolderGroupList > rightHolderGroup,rightHolder,string,n,n,y,authority: organization/local; authority: person/local,"",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightHolderContact,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightHolderContact,Rights Management Information,Right holder,Right holder contact,rightsGroupList > rightsGroup > rightHolderGroupList > rightHolderGroup,rightHolderContact,string,n,n,y,authority: organization/local; authority: person/local,"",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightJurisdiction,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightJurisdiction,Rights Management Information,"",Right jurisdiction,rightsGroupList > rightsGroup,rightJurisdiction,string,n,n,y,option list: addressCountries,"AD, AE, AF, AG, AI, AL, AM, AO, AQ, AR, AS, AT, AU, AW, AX, AZ, BA, BB, BD, BE, BF, BG, BH, BI, BJ, BL, BM, BN, BO, BQ, BR, BS, BT, BV, BW, BY, BZ, CA, CC, CD, CF, CG, CH, CI, CK, CL, CM, CN, CO, CR, CU, CV, CW, CX, CY, CZ, DE, DJ, DK, DM, DO, DZ, EC, EE, EG, EH, ER, ES, ET, FI, FJ, FK, FM, FO, FR, GA, GB, GD, GE, GF, GG, GH, GI, GL, GM, GN, GP, GQ, GR, GS, GT, GU, GW, GY, HK, HM, HN, HR, HT, HU, ID, IE, IL, IM, IN, IO, IQ, IR, IS, IT, JE, JM, JO, JP, KE, KG, KH, KI, KM, KN, KP, KR, KW, KY, KZ, LA, LB, LC, LI, LK, LR, LS, LT, LU, LV, LY, MA, MC, MD, ME, MF, MG, MH, MK, ML, MM, MN, MO, MP, MQ, MR, MS, MT, MU, MV, MW, MX, MY, MZ, NA, NC, NE, NF, NG, NI, NL, NO, NP, NR, NU, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PM, PN, PR, PS, PT, PW, PY, QA, RE, RO, RS, RU, RW, SA, SB, SC, SD, SE, SG, SH, SI, SJ, SK, SL, SM, SN, SO, SR, SS, ST, SV, SX, SY, SZ, TC, TD, TF, TG, TH, TJ, TK, TL, TM, TN, TO, TR, TT, TV, TW, TZ, UA, UG, UM, US, UY, UZ, VA, VC, VE, VG, VI, VN, VU, WF, WS, YE, YT, ZA, ZM, ZW",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common standardizedRightStatement,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.standardizedRightStatement,Rights Management Information,"",Standardized right statement,rightsGroupList > rightsGroup,standardizedRightStatement,string,n,n,y,vocabulary: standardizedrightstatement,"",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightStatement,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightStatement,Rights Management Information,"",Right statement,rightsGroupList > rightsGroup,rightStatement,string,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightNote,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightNote,Rights Management Information,"",Right note,rightsGroupList > rightsGroup,rightNote,string,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightInType,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightInType,Rights In Management Information,"",Right in type,rightsInGroupList > rightsInGroup > rightInTypes,rightInType,string,n,y,as part of larger repeating group,vocabulary: rightsin,"",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightInBeginDate,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightInBeginDate,Rights In Management Information,"",Right in begin date,rightsInGroupList > rightsInGroup,rightInBeginDate,date,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightInEndDate,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightInEndDate,Rights In Management Information,"",Right in end date,rightsInGroupList > rightsInGroup,rightInEndDate,date,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common agreementSent,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.agreementSent,Rights In Management Information,"",Right in agreement sent,rightsInGroupList > rightsInGroup,agreementSent,date,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common agreementReceived,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.agreementReceived,Rights In Management Information,"",Right in agreement received,rightsInGroupList > rightsInGroup,agreementReceived,date,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common agreementSigned,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.agreementSigned,Rights In Management Information,"",Right in agreement signed,rightsInGroupList > rightsInGroup,agreementSigned,date,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightInRestriction,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightInRestriction,Rights In Management Information,"",Right in restriction,rightsInGroupList > rightsInGroup > rightInRestrictions,rightInRestriction,string,n,y,as part of larger repeating group,vocabulary: rightsinrestriction,"",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightReproductionStatement,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightReproductionStatement,Rights In Management Information,"",Right statement for reproduction,rightsInGroupList > rightsInGroup,rightReproductionStatement,string,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:collectionobjects_common rightInNote,publicart_4-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightInNote,Rights In Management Information,"",Right in note,rightsInGroupList > rightsInGroup,rightInNote,string,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:media_common checksumValue,publicart_4-0-3,media,ns2:media_common,ns2:media_common,media_common.checksumValue,Media Handling Information,Checksum,Checksum value,checksumGroupList > checksumGroup,checksumValue,string,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:media_common checksumType,publicart_4-0-3,media,ns2:media_common,ns2:media_common,media_common.checksumType,Media Handling Information,Checksum,Checksum type,checksumGroupList > checksumGroup,checksumType,string,n,n,y,vocabulary: checksumtypes,"",not in publicart_3-0-0
publicart_4-0-3 ns2:media_common checksumDate,publicart_4-0-3,media,ns2:media_common,ns2:media_common,media_common.checksumDate,Media Handling Information,Checksum,Checksum date,checksumGroupList > checksumGroup,checksumDate,date,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common declinedToAnswerPronoun,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.declinedToAnswerPronoun,Maker-Supplied Identity Information,Pronoun,Pronoun supplied declined to answer,pronounGroupList > pronounGroup,declinedToAnswerPronoun,boolean,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common suppliedPronoun,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.suppliedPronoun,Maker-Supplied Identity Information,Pronoun,Pronoun supplied,pronounGroupList > pronounGroup > suppliedPronouns,suppliedPronoun,string,n,y,as part of larger repeating group,vocabulary: suppliedpronoun,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common useRestrictionPronoun,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.useRestrictionPronoun,Maker-Supplied Identity Information,Pronoun,Pronoun supplied use restriction,pronounGroupList > pronounGroup,useRestrictionPronoun,string,n,n,y,vocabulary: userestriction,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common declinedToAnswerGender,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.declinedToAnswerGender,Maker-Supplied Identity Information,Gender,Gender supplied declined to answer,genderGroupList > genderGroup,declinedToAnswerGender,boolean,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common suppliedGender,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.suppliedGender,Maker-Supplied Identity Information,Gender,Gender supplied,genderGroupList > genderGroup > suppliedGenders,suppliedGender,string,n,y,as part of larger repeating group,vocabulary: suppliedgender,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common useRestrictionGender,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.useRestrictionGender,Maker-Supplied Identity Information,Gender,Gender supplied use restriction,genderGroupList > genderGroup,useRestrictionGender,string,n,n,y,vocabulary: userestriction,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common declinedToAnswerRace,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.declinedToAnswerRace,Maker-Supplied Identity Information,Race,Race supplied declined to answer,raceGroupList > raceGroup,declinedToAnswerRace,boolean,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common suppliedRace,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.suppliedRace,Maker-Supplied Identity Information,Race,Race supplied,raceGroupList > raceGroup > suppliedRaces,suppliedRace,string,n,y,as part of larger repeating group,vocabulary: suppliedrace,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common useRestrictionRace,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.useRestrictionRace,Maker-Supplied Identity Information,Race,Race supplied use restriction,raceGroupList > raceGroup,useRestrictionRace,string,n,n,y,vocabulary: userestriction,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common declinedToAnswerEthnicity,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.declinedToAnswerEthnicity,Maker-Supplied Identity Information,Ethnicity,Ethnicity supplied declined to answer,ethnicityGroupList > ethnicityGroup,declinedToAnswerEthnicity,boolean,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common suppliedEthnicity,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.suppliedEthnicity,Maker-Supplied Identity Information,Ethnicity,Ethnicity supplied,ethnicityGroupList > ethnicityGroup > suppliedEthnicities,suppliedEthnicity,string,n,y,as part of larger repeating group,vocabulary: suppliedethnicity,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common useRestrictionEthnicity,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.useRestrictionEthnicity,Maker-Supplied Identity Information,Ethnicity,Ethnicity supplied use restriction,ethnicityGroupList > ethnicityGroup,useRestrictionEthnicity,string,n,n,y,vocabulary: userestriction,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common declinedToAnswerSexuality,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.declinedToAnswerSexuality,Maker-Supplied Identity Information,Sexuality,Sexuality supplied declined to answer,sexualityGroupList > sexualityGroup,declinedToAnswerSexuality,boolean,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common suppliedSexuality,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.suppliedSexuality,Maker-Supplied Identity Information,Sexuality,Sexuality supplied,sexualityGroupList > sexualityGroup > suppliedSexualities,suppliedSexuality,string,n,y,as part of larger repeating group,vocabulary: suppliedsexuality,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common useRestrictionSexuality,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.useRestrictionSexuality,Maker-Supplied Identity Information,Sexuality,Sexuality supplied use restriction,sexualityGroupList > sexualityGroup,useRestrictionSexuality,string,n,n,y,vocabulary: userestriction,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common declinedToAnswerBirthPlace,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.declinedToAnswerBirthPlace,Maker-Supplied Identity Information,Birth place,Birth place supplied declined to answer,birthPlaceGroupList > birthPlaceGroup,declinedToAnswerBirthPlace,boolean,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common suppliedBirthPlace,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.suppliedBirthPlace,Maker-Supplied Identity Information,Birth place,Birth place supplied,birthPlaceGroupList > birthPlaceGroup,suppliedBirthPlace,string,n,n,y,authority: place/local,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common useRestrictionBirthPlace,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.useRestrictionBirthPlace,Maker-Supplied Identity Information,Birth place,Birth place supplied use restriction,birthPlaceGroupList > birthPlaceGroup,useRestrictionBirthPlace,string,n,n,y,vocabulary: userestriction,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common declinedToAnswerBirthDate,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.declinedToAnswerBirthDate,Maker-Supplied Identity Information,Supplied birth date,Birth date supplied declined to answer,suppliedBirthDateGroupList > suppliedBirthDateGroup,declinedToAnswerBirthDate,boolean,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common useRestrictionBirthDate,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.useRestrictionBirthDate,Maker-Supplied Identity Information,Supplied birth date,Birth date supplied use restriction,suppliedBirthDateGroupList > suppliedBirthDateGroup,useRestrictionBirthDate,string,n,n,y,vocabulary: userestriction,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common informationAuthor,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.informationAuthor,Maker-Supplied Identity Information,Other information,Other information author,otherGroupList > otherGroup,informationAuthor,string,n,n,y,authority: person/local,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common informationDate,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.informationDate,Maker-Supplied Identity Information,Other information,Other information date,otherGroupList > otherGroup,informationDate,date,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common informationUseRestriction,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.informationUseRestriction,Maker-Supplied Identity Information,Other information,Other information use restriction,otherGroupList > otherGroup,informationUseRestriction,string,n,n,y,vocabulary: userestriction,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common otherInformation,publicart_4-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.otherInformation,Maker-Supplied Identity Information,Other information,Other information note,otherGroupList > otherGroup,otherInformation,string,n,n,y,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateDisplayDate,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateDisplayDate,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Display date,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateDisplayDate,string,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common datePeriod,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.datePeriod,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Period,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,datePeriod,string,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateAssociation,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateAssociation,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Association,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateAssociation,string,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateNote,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateNote,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Note,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateNote,string,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateEarliestSingleYear,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Earliest/single year,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateEarliestSingleYear,integer,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateEarliestSingleMonth,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Earliest/single month,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateEarliestSingleMonth,integer,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateEarliestSingleDay,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Earliest/single day,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateEarliestSingleDay,integer,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateEarliestSingleEra,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Earliest/single era,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateEarliestSingleEra,string,n,n,as part of larger repeating group,vocabulary: dateera,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateEarliestSingleCertainty,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Earliest/single certainty,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateEarliestSingleCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateEarliestSingleQualifier,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Earliest/single qualifier,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateEarliestSingleQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateEarliestSingleQualifierValue,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Earliest/single qualifier value,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateEarliestSingleQualifierValue,integer,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateEarliestSingleQualifierUnit,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Earliest/single qualifier unit,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateEarliestSingleQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateLatestYear,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Latest year,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateLatestYear,integer,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateLatestMonth,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Latest month,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateLatestMonth,integer,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateLatestDay,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Latest day,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateLatestDay,integer,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateLatestEra,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Latest era,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateLatestEra,string,n,n,as part of larger repeating group,vocabulary: dateera,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateLatestCertainty,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Latest certainty,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateLatestCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateLatestQualifier,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Latest qualifier,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateLatestQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateLatestQualifierValue,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Latest qualifier value,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateLatestQualifierValue,integer,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateLatestQualifierUnit,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Latest qualifier unit,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateLatestQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,"",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateEarliestScalarValue,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Earliest represented date,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateEarliestScalarValue,string,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common dateLatestScalarValue,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Latest represented date,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,dateLatestScalarValue,string,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_4-0-3 ns2:persons_common scalarValuesComputed,publicart_4-0-3,person,ns2:persons_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Maker-Supplied Identity Information,Supplied birth date > Birth date supplied,Represented dates computed,suppliedBirthDateGroupList > suppliedBirthDateGroup > suppliedStructuredBirthDateGroup,scalarValuesComputed,boolean,n,n,as part of larger repeating group,"","",not in publicart_3-0-0
publicart_3-0-0 ns2:insurances_common insuranceIndemnityAuthorizer,publicart_3-0-0,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityAuthorizer,Insurance and Indemnity Information,Authorization,Authorizer,"",insuranceIndemnityAuthorizer,string,n,n,n/a,authority: person/local; authority: person/shared/person/ulan,"",source differences
publicart_4-0-3 ns2:insurances_common insuranceIndemnityAuthorizer,publicart_4-0-3,insurance,ns2:insurances_common,ns2:insurances_common,insurances_common.insuranceIndemnityAuthorizer,Insurance and Indemnity Information,Authorization,Authorizer,"",insuranceIndemnityAuthorizer,string,n,n,n/a,authority: person/local,"",source differences
publicart_3-0-0 ns2:transports_common destination,publicart_3-0-0,transport,ns2:transports_common,ns2:transports_common,transports_common.destination,Transport Information,Arrival,Arrival point,"",destination,string,n,n,n/a,authority: person/local; authority: organization/local,"",source differences
publicart_4-0-3 ns2:transports_common destination,publicart_4-0-3,transport,ns2:transports_common,ns2:transports_common,transports_common.destination,Transport Information,Arrival,Arrival point,"",destination,string,n,n,n/a,authority: place/local; authority: organization/local,"",source differences
publicart_3-0-0 ns2:acquisitions_common acquisitionReferenceNumber,publicart_3-0-0,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionReferenceNumber,Acquisition Information,"",Reference number,"",acquisitionReferenceNumber,string,y,n,n/a,"",""
publicart_4-0-3 ns2:acquisitions_common acquisitionReferenceNumber,publicart_4-0-3,acquisition,ns2:acquisitions_common,ns2:acquisitions_common,acquisitions_common.acquisitionReferenceNumber,Acquisition Information,"",Reference number,"",acquisitionReferenceNumber,string,y,n,n/a,"",""
publicart_3-0-0 ns2:acquisitions_publicart accessionDate,publicart_3-0-0,acquisition,ns2:acquisitions_publicart,ns2:acquisitions_publicart,acquisitions_publicart.accessionDate,Acquisition Information,"",Accession date,"",accessionDate,date,n,n,n/a,"",""
publicart_4-0-3 ns2:acquisitions_publicart accessionDate,publicart_4-0-3,acquisition,ns2:acquisitions_publicart,ns2:acquisitions_publicart,acquisitions_publicart.accessionDate,Acquisition Information,"",Accession date,"",accessionDate,date,n,n,n/a,"",""
