fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
lhmc_5-0-3 ns2:collectionobjects_common measuredPartNote,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ext.dimension,ext.dimension.measuredPartNote,Object Description Information,"",Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightType,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightType,Rights Management Information,"",Right type,rightsGroupList > rightsGroup,rightType,string,n,n,y,vocabulary: rightstype,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightBeginDate,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightBeginDate,Rights Management Information,"",Right begin date,rightsGroupList > rightsGroup,rightBeginDate,date,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightEndDate,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightEndDate,Rights Management Information,"",Right end date,rightsGroupList > rightsGroup,rightEndDate,date,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightHolder,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightHolder,Rights Management Information,Right holder,Right holder name,rightsGroupList > rightsGroup > rightHolderGroupList > rightHolderGroup,rightHolder,string,n,n,y,authority: organization/local; authority: person/local,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightHolderContact,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightHolderContact,Rights Management Information,Right holder,Right holder contact,rightsGroupList > rightsGroup > rightHolderGroupList > rightHolderGroup,rightHolderContact,string,n,n,y,authority: organization/local; authority: person/local,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightJurisdiction,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightJurisdiction,Rights Management Information,"",Right jurisdiction,rightsGroupList > rightsGroup,rightJurisdiction,string,n,n,y,option list: addressCountries,"AD, AE, AF, AG, AI, AL, AM, AO, AQ, AR, AS, AT, AU, AW, AX, AZ, BA, BB, BD, BE, BF, BG, BH, BI, BJ, BL, BM, BN, BO, BQ, BR, BS, BT, BV, BW, BY, BZ, CA, CC, CD, CF, CG, CH, CI, CK, CL, CM, CN, CO, CR, CU, CV, CW, CX, CY, CZ, DE, DJ, DK, DM, DO, DZ, EC, EE, EG, EH, ER, ES, ET, FI, FJ, FK, FM, FO, FR, GA, GB, GD, GE, GF, GG, GH, GI, GL, GM, GN, GP, GQ, GR, GS, GT, GU, GW, GY, HK, HM, HN, HR, HT, HU, ID, IE, IL, IM, IN, IO, IQ, IR, IS, IT, JE, JM, JO, JP, KE, KG, KH, KI, KM, KN, KP, KR, KW, KY, KZ, LA, LB, LC, LI, LK, LR, LS, LT, LU, LV, LY, MA, MC, MD, ME, MF, MG, MH, MK, ML, MM, MN, MO, MP, MQ, MR, MS, MT, MU, MV, MW, MX, MY, MZ, NA, NC, NE, NF, NG, NI, NL, NO, NP, NR, NU, NZ, OM, PA, PE, PF, PG, PH, PK, PL, PM, PN, PR, PS, PT, PW, PY, QA, RE, RO, RS, RU, RW, SA, SB, SC, SD, SE, SG, SH, SI, SJ, SK, SL, SM, SN, SO, SR, SS, ST, SV, SX, SY, SZ, TC, TD, TF, TG, TH, TJ, TK, TL, TM, TN, TO, TR, TT, TV, TW, TZ, UA, UG, UM, US, UY, UZ, VA, VC, VE, VG, VI, VN, VU, WF, WS, YE, YT, ZA, ZM, ZW",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common standardizedRightStatement,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.standardizedRightStatement,Rights Management Information,"",Standardized right statement,rightsGroupList > rightsGroup,standardizedRightStatement,string,n,n,y,vocabulary: standardizedrightstatement,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightStatement,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightStatement,Rights Management Information,"",Right statement,rightsGroupList > rightsGroup,rightStatement,string,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightNote,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightNote,Rights Management Information,"",Right note,rightsGroupList > rightsGroup,rightNote,string,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightInType,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightInType,Rights In Management Information,"",Right in type,rightsInGroupList > rightsInGroup > rightInTypes,rightInType,string,n,y,as part of larger repeating group,vocabulary: rightsin,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightInBeginDate,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightInBeginDate,Rights In Management Information,"",Right in begin date,rightsInGroupList > rightsInGroup,rightInBeginDate,date,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightInEndDate,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightInEndDate,Rights In Management Information,"",Right in end date,rightsInGroupList > rightsInGroup,rightInEndDate,date,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common agreementSent,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.agreementSent,Rights In Management Information,"",Right in agreement sent,rightsInGroupList > rightsInGroup,agreementSent,date,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common agreementReceived,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.agreementReceived,Rights In Management Information,"",Right in agreement received,rightsInGroupList > rightsInGroup,agreementReceived,date,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common agreementSigned,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.agreementSigned,Rights In Management Information,"",Right in agreement signed,rightsInGroupList > rightsInGroup,agreementSigned,date,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightInRestriction,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightInRestriction,Rights In Management Information,"",Right in restriction,rightsInGroupList > rightsInGroup > rightInRestrictions,rightInRestriction,string,n,y,as part of larger repeating group,vocabulary: rightsinrestriction,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightReproductionStatement,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightReproductionStatement,Rights In Management Information,"",Right statement for reproduction,rightsInGroupList > rightsInGroup,rightReproductionStatement,string,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:collectionobjects_common rightInNote,lhmc_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.rightInNote,Rights In Management Information,"",Right in note,rightsInGroupList > rightsInGroup,rightInNote,string,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:media_common measuredPartNote,lhmc_5-0-3,media,ns2:media_common,ext.dimension,ext.dimension.measuredPartNote,Media Handling Information,"",Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:media_common checksumValue,lhmc_5-0-3,media,ns2:media_common,ns2:media_common,media_common.checksumValue,Media Handling Information,Checksum,Checksum value,checksumGroupList > checksumGroup,checksumValue,string,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:media_common checksumType,lhmc_5-0-3,media,ns2:media_common,ns2:media_common,media_common.checksumType,Media Handling Information,Checksum,Checksum type,checksumGroupList > checksumGroup,checksumType,string,n,n,y,vocabulary: checksumtypes,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:media_common checksumDate,lhmc_5-0-3,media,ns2:media_common,ns2:media_common,media_common.checksumDate,Media Handling Information,Checksum,Checksum date,checksumGroupList > checksumGroup,checksumDate,date,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:persons_common declinedToAnswerPronoun,lhmc_5-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.declinedToAnswerPronoun,Maker-Supplied Identity Information,Pronoun,Pronoun supplied declined to answer,pronounGroupList > pronounGroup,declinedToAnswerPronoun,boolean,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:persons_common suppliedPronoun,lhmc_5-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.suppliedPronoun,Maker-Supplied Identity Information,Pronoun,Pronoun supplied,pronounGroupList > pronounGroup > suppliedPronouns,suppliedPronoun,string,n,y,as part of larger repeating group,vocabulary: suppliedpronoun,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:persons_common useRestrictionPronoun,lhmc_5-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.useRestrictionPronoun,Maker-Supplied Identity Information,Pronoun,Pronoun supplied use restriction,pronounGroupList > pronounGroup,useRestrictionPronoun,string,n,n,y,vocabulary: userestriction,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:persons_common declinedToAnswerGender,lhmc_5-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.declinedToAnswerGender,Maker-Supplied Identity Information,Gender,Gender supplied declined to answer,genderGroupList > genderGroup,declinedToAnswerGender,boolean,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:persons_common suppliedGender,lhmc_5-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.suppliedGender,Maker-Supplied Identity Information,Gender,Gender supplied,genderGroupList > genderGroup > suppliedGenders,suppliedGender,string,n,y,as part of larger repeating group,vocabulary: suppliedgender,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:persons_common useRestrictionGender,lhmc_5-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.useRestrictionGender,Maker-Supplied Identity Information,Gender,Gender supplied use restriction,genderGroupList > genderGroup,useRestrictionGender,string,n,n,y,vocabulary: userestriction,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:persons_common declinedToAnswerRace,lhmc_5-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.declinedToAnswerRace,Maker-Supplied Identity Information,Race,Race supplied declined to answer,raceGroupList > raceGroup,declinedToAnswerRace,boolean,n,n,y,"","",not in lhmc_4-0-0
lhmc_5-0-3 ns2:persons_common suppliedRace,lhmc_5-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.suppliedRace,Maker-Supplied Identity Information,Race,Race supplied,raceGroupList > raceGroup > suppliedRaces,suppliedRace,string,n,y,as part of larger repeating group,vocabulary: suppliedrace,"",not in lhmc_4-0-0
lhmc_5-0-3 ns2:persons_common useRestrictionRace,lhmc_5-0-3,person,ns2:persons_common,ns2:persons_common,persons_common.useRestrictionRace,Maker-Supplied Identity Information,Race,Race supplied use restriction,raceGroupList > raceGroup,useRestrictionRace,string,n,n,y,vocabulary: userestriction,"",not in lhmc_4-0-0
