fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
fcart_4-0-0 ns2:citations_common dateLatestScalarValue,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Citation Information,Publication > Publication date,Latest represented date,citationPublicationInfoGroupList > citationPublicationInfoGroup > publicationDate,dateLatestScalarValue,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateLatestScalarValue,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Citation Information,Publication > Publication date,Latest represented date,citationPublicationInfoGroupList > citationPublicationInfoGroup > publicationDate,dateLatestScalarValue,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common scalarValuesComputed,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Citation Information,Publication > Publication date,Represented dates computed,citationPublicationInfoGroupList > citationPublicationInfoGroup > publicationDate,scalarValuesComputed,boolean,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common scalarValuesComputed,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Citation Information,Publication > Publication date,Represented dates computed,citationPublicationInfoGroupList > citationPublicationInfoGroup > publicationDate,scalarValuesComputed,boolean,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateDisplayDate,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateDisplayDate,Citation Information,Resource identifier > Resource identifier capture date,Display date,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateDisplayDate,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateDisplayDate,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateDisplayDate,Citation Information,Resource identifier > Resource identifier capture date,Display date,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateDisplayDate,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common datePeriod,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.datePeriod,Citation Information,Resource identifier > Resource identifier capture date,Period,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,datePeriod,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common datePeriod,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.datePeriod,Citation Information,Resource identifier > Resource identifier capture date,Period,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,datePeriod,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateAssociation,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateAssociation,Citation Information,Resource identifier > Resource identifier capture date,Association,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateAssociation,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateAssociation,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateAssociation,Citation Information,Resource identifier > Resource identifier capture date,Association,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateAssociation,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateNote,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateNote,Citation Information,Resource identifier > Resource identifier capture date,Note,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateNote,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateNote,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateNote,Citation Information,Resource identifier > Resource identifier capture date,Note,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateNote,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateEarliestSingleYear,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single year,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleYear,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateEarliestSingleYear,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single year,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleYear,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateEarliestSingleMonth,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single month,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleMonth,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateEarliestSingleMonth,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single month,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleMonth,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateEarliestSingleDay,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single day,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleDay,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateEarliestSingleDay,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single day,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleDay,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateEarliestSingleEra,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single era,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleEra,string,n,n,as part of larger repeating group,vocabulary: dateera,""
fcart_5-0-3 ns2:citations_common dateEarliestSingleEra,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single era,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleEra,string,n,n,as part of larger repeating group,vocabulary: dateera,""
fcart_4-0-0 ns2:citations_common dateEarliestSingleCertainty,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single certainty,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,""
fcart_5-0-3 ns2:citations_common dateEarliestSingleCertainty,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single certainty,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,""
fcart_4-0-0 ns2:citations_common dateEarliestSingleQualifier,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single qualifier,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -"
fcart_5-0-3 ns2:citations_common dateEarliestSingleQualifier,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single qualifier,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -"
fcart_4-0-0 ns2:citations_common dateEarliestSingleQualifierValue,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single qualifier value,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleQualifierValue,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateEarliestSingleQualifierValue,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single qualifier value,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleQualifierValue,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateEarliestSingleQualifierUnit,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single qualifier unit,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,""
fcart_5-0-3 ns2:citations_common dateEarliestSingleQualifierUnit,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Citation Information,Resource identifier > Resource identifier capture date,Earliest/single qualifier unit,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestSingleQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,""
fcart_4-0-0 ns2:citations_common dateLatestYear,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Citation Information,Resource identifier > Resource identifier capture date,Latest year,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestYear,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateLatestYear,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestYear,Citation Information,Resource identifier > Resource identifier capture date,Latest year,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestYear,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateLatestMonth,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Citation Information,Resource identifier > Resource identifier capture date,Latest month,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestMonth,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateLatestMonth,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestMonth,Citation Information,Resource identifier > Resource identifier capture date,Latest month,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestMonth,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateLatestDay,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Citation Information,Resource identifier > Resource identifier capture date,Latest day,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestDay,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateLatestDay,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestDay,Citation Information,Resource identifier > Resource identifier capture date,Latest day,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestDay,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateLatestEra,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Citation Information,Resource identifier > Resource identifier capture date,Latest era,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestEra,string,n,n,as part of larger repeating group,vocabulary: dateera,""
fcart_5-0-3 ns2:citations_common dateLatestEra,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestEra,Citation Information,Resource identifier > Resource identifier capture date,Latest era,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestEra,string,n,n,as part of larger repeating group,vocabulary: dateera,""
fcart_4-0-0 ns2:citations_common dateLatestCertainty,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Citation Information,Resource identifier > Resource identifier capture date,Latest certainty,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,""
fcart_5-0-3 ns2:citations_common dateLatestCertainty,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Citation Information,Resource identifier > Resource identifier capture date,Latest certainty,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,""
fcart_4-0-0 ns2:citations_common dateLatestQualifier,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Citation Information,Resource identifier > Resource identifier capture date,Latest qualifier,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -"
fcart_5-0-3 ns2:citations_common dateLatestQualifier,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Citation Information,Resource identifier > Resource identifier capture date,Latest qualifier,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -"
fcart_4-0-0 ns2:citations_common dateLatestQualifierValue,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Citation Information,Resource identifier > Resource identifier capture date,Latest qualifier value,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestQualifierValue,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateLatestQualifierValue,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Citation Information,Resource identifier > Resource identifier capture date,Latest qualifier value,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestQualifierValue,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateLatestQualifierUnit,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Citation Information,Resource identifier > Resource identifier capture date,Latest qualifier unit,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,""
fcart_5-0-3 ns2:citations_common dateLatestQualifierUnit,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Citation Information,Resource identifier > Resource identifier capture date,Latest qualifier unit,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,""
fcart_4-0-0 ns2:citations_common dateEarliestScalarValue,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Citation Information,Resource identifier > Resource identifier capture date,Earliest represented date,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestScalarValue,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateEarliestScalarValue,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Citation Information,Resource identifier > Resource identifier capture date,Earliest represented date,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateEarliestScalarValue,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common dateLatestScalarValue,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Citation Information,Resource identifier > Resource identifier capture date,Latest represented date,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestScalarValue,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common dateLatestScalarValue,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Citation Information,Resource identifier > Resource identifier capture date,Latest represented date,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,dateLatestScalarValue,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:citations_common scalarValuesComputed,fcart_4-0-0,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Citation Information,Resource identifier > Resource identifier capture date,Represented dates computed,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,scalarValuesComputed,boolean,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:citations_common scalarValuesComputed,fcart_5-0-3,citation,ns2:citations_common,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Citation Information,Resource identifier > Resource identifier capture date,Represented dates computed,citationResourceIdentGroupList > citationResourceIdentGroup > captureDate,scalarValuesComputed,boolean,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:collectionobjects_common objectNumber,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNumber,Object Identification Information,"",Identification number,"",objectNumber,string,y,n,n/a,"",""
fcart_5-0-3 ns2:collectionobjects_common objectNumber,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.objectNumber,Object Identification Information,"",Identification number,"",objectNumber,string,y,n,n/a,"",""
fcart_4-0-0 ns2:collectionobjects_common numberOfObjects,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberOfObjects,Object Identification Information,"",Number of objects,"",numberOfObjects,integer,n,n,n/a,"",""
fcart_5-0-3 ns2:collectionobjects_common numberOfObjects,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberOfObjects,Object Identification Information,"",Number of objects,"",numberOfObjects,integer,n,n,n/a,"",""
fcart_4-0-0 ns2:collectionobjects_common numberValue,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberValue,Object Identification Information,Other number,Other number,otherNumberList > otherNumber,numberValue,string,n,n,y,"",""
fcart_5-0-3 ns2:collectionobjects_common numberValue,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberValue,Object Identification Information,Other number,Other number value,otherNumberList > otherNumber,numberValue,string,n,n,y,"",""
fcart_4-0-0 ns2:collectionobjects_common numberType,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberType,Object Identification Information,Other number,Other number type,otherNumberList > otherNumber,numberType,string,n,n,y,option list: numberTypes,"catalogue, catalogueraoisonne, exhibition, lender, model, obsolete, page, previous, serial, sheet, unknown"
fcart_5-0-3 ns2:collectionobjects_common numberType,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.numberType,Object Identification Information,Other number,Other number type,otherNumberList > otherNumber,numberType,string,n,n,y,option list: numberTypes,"catalogue, catalogueraoisonne, exhibition, lender, model, obsolete, page, previous, serial, sheet, unknown"
fcart_4-0-0 ns2:collectionobjects_common responsibleDepartment,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.responsibleDepartment,Object Identification Information,"",Responsible department,responsibleDepartments,responsibleDepartment,string,n,y,n,option list: departments,"antiquities, architecture-design, decorative-arts, ethnography, library, media-performance-art, paintings-sculpture, photographs, prints-drawings"
fcart_5-0-3 ns2:collectionobjects_common responsibleDepartment,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.responsibleDepartment,Object Identification Information,"",Responsible department,responsibleDepartments,responsibleDepartment,string,n,y,n,option list: departments,"antiquities, architecture-design, decorative-arts, ethnography, library, media-performance-art, paintings-sculpture, photographs, prints-drawings"
fcart_4-0-0 ns2:collectionobjects_common collection,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.collection,Object Identification Information,"",Collection,"",collection,string,n,n,n/a,option list: collections,"library-collection, permanent-collection, study-collection, teaching-collection"
fcart_5-0-3 ns2:collectionobjects_common collection,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.collection,Object Identification Information,"",Collection,"",collection,string,n,n,n/a,option list: collections,"library-collection, permanent-collection, study-collection, teaching-collection"
fcart_4-0-0 ns2:collectionobjects_common namedCollection,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.namedCollection,Object Identification Information,"",Named collection,namedCollections,namedCollection,string,n,y,n,authority: work/local,""
fcart_5-0-3 ns2:collectionobjects_common namedCollection,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.namedCollection,Object Identification Information,"",Named collection,namedCollections,namedCollection,string,n,y,n,authority: work/local,""
fcart_4-0-0 ns2:collectionobjects_common recordStatus,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.recordStatus,Object Identification Information,"",Record status,"",recordStatus,string,n,n,n/a,option list: recordStatuses,"approved, in-process, new, temporary"
fcart_5-0-3 ns2:collectionobjects_common recordStatus,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.recordStatus,Object Identification Information,"",Record status,"",recordStatus,string,n,n,n/a,option list: recordStatuses,"approved, in-process, new, temporary"
fcart_4-0-0 ns2:collectionobjects_fineart catalogLevel,fcart_4-0-0,collectionobject,ns2:collectionobjects_fineart,ext.fineart,ext.fineart.catalogLevel,Object Identification Information,"",Cataloging level,"",catalogLevel,string,n,n,n/a,vocabulary: cataloglevel,""
fcart_5-0-3 ns2:collectionobjects_fineart catalogLevel,fcart_5-0-3,collectionobject,ns2:collectionobjects_fineart,ext.fineart,ext.fineart.catalogLevel,Object Identification Information,"",Cataloging level,"",catalogLevel,string,n,n,n/a,vocabulary: cataloglevel,""
fcart_4-0-0 ns2:collectionobjects_common publishTo,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.publishTo,Object Identification Information,"",Publish to,publishToList,publishTo,string,n,y,n,vocabulary: publishto,""
fcart_5-0-3 ns2:collectionobjects_common publishTo,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.publishTo,Object Identification Information,"",Publish to,publishToList,publishTo,string,n,y,n,vocabulary: publishto,""
fcart_4-0-0 ns2:collectionobjects_common inventoryStatus,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inventoryStatus,Object Identification Information,"",Inventory status,inventoryStatusList,inventoryStatus,string,n,y,n,vocabulary: inventorystatus,""
fcart_5-0-3 ns2:collectionobjects_common inventoryStatus,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.inventoryStatus,Object Identification Information,"",Inventory status,inventoryStatusList,inventoryStatus,string,n,y,n,vocabulary: inventorystatus,""
fcart_4-0-0 ns2:collectionobjects_common briefDescription,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.briefDescription,Object Identification Information,"",Brief description,briefDescriptions,briefDescription,string,n,y,n,"",""
fcart_5-0-3 ns2:collectionobjects_common briefDescription,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.briefDescription,Object Identification Information,"",Brief description,briefDescriptions,briefDescription,string,n,y,n,"",""
fcart_4-0-0 ns2:collectionobjects_common distinguishingFeatures,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.distinguishingFeatures,Object Identification Information,"",Distinguishing features,"",distinguishingFeatures,string,n,n,n/a,"",""
fcart_5-0-3 ns2:collectionobjects_common distinguishingFeatures,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.distinguishingFeatures,Object Identification Information,"",Distinguishing features,"",distinguishingFeatures,string,n,n,n/a,"",""
fcart_4-0-0 ns2:collectionobjects_common comment,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.comment,Object Identification Information,"",Comment,comments,comment,string,n,y,n,"",""
fcart_5-0-3 ns2:collectionobjects_common comment,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.comment,Object Identification Information,"",Comment,comments,comment,string,n,y,n,"",""
fcart_4-0-0 ns2:collectionobjects_common computedCurrentLocation,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.computedCurrentLocation,Object Identification Information,"",Computed current location,"",computedCurrentLocation,string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local,""
fcart_5-0-3 ns2:collectionobjects_common computedCurrentLocation,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.computedCurrentLocation,Object Identification Information,"",Computed current location,"",computedCurrentLocation,string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local,""
fcart_4-0-0 ns2:collectionobjects_common title,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.title,Object Identification Information,Title,Title,titleGroupList > titleGroup,title,string,n,n,y,"",""
fcart_5-0-3 ns2:collectionobjects_common title,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.title,Object Identification Information,Title,Title,titleGroupList > titleGroup,title,string,n,n,y,"",""
fcart_4-0-0 ns2:collectionobjects_common titleLanguage,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleLanguage,Object Identification Information,Title,Title language,titleGroupList > titleGroup,titleLanguage,string,n,n,y,vocabulary: languages,""
fcart_5-0-3 ns2:collectionobjects_common titleLanguage,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleLanguage,Object Identification Information,Title,Title language,titleGroupList > titleGroup,titleLanguage,string,n,n,y,vocabulary: languages,""
fcart_4-0-0 ns2:collectionobjects_common titleType,fcart_4-0-0,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleType,Object Identification Information,Title,Title type,titleGroupList > titleGroup,titleType,string,n,n,y,option list: titleTypes,"assignedbyartist, collection, collective, constructed, creatorassigned, descriptive, former, inscribed, institutional, local, manuscriptdesignation, original, popular, published, repository, series, trade, traditional, translated"
fcart_5-0-3 ns2:collectionobjects_common titleType,fcart_5-0-3,collectionobject,ns2:collectionobjects_common,ns2:collectionobjects_common,collectionobjects_common.titleType,Object Identification Information,Title,Title type,titleGroupList > titleGroup,titleType,string,n,n,y,option list: titleTypes,"assignedbyartist, collection, collective, constructed, creatorassigned, descriptive, former, inscribed, institutional, local, manuscriptdesignation, original, popular, published, repository, series, trade, traditional, translated"
