fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,diff info
fcart_5-0-3 ns2:conditionchecks_common legalReqsHeldRenewDate,fcart_5-0-3,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeldRenewDate,Object Recommendation/Requirement Information,Legal/license requirement held,Legal/license requirement held renewal date,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeldRenewDate,date,n,n,y,"",""
fcart_4-0-0 ns2:conditionchecks_common salvagePriorityCode,fcart_4-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.salvagePriorityCode,Object Recommendation/Requirement Information,Salvage priority,Salvage priority code,salvagePriorityCodeGroupList > salvagePriorityCodeGroup,salvagePriorityCode,string,n,n,y,option list: salvagePriorityCodes,"high, low, medium"
fcart_5-0-3 ns2:conditionchecks_common salvagePriorityCode,fcart_5-0-3,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.salvagePriorityCode,Object Recommendation/Requirement Information,Salvage priority,Salvage priority code,salvagePriorityCodeGroupList > salvagePriorityCodeGroup,salvagePriorityCode,string,n,n,y,option list: salvagePriorityCodes,"high, low, medium"
fcart_4-0-0 ns2:conditionchecks_common salvagePriorityCodeDate,fcart_4-0-0,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.salvagePriorityCodeDate,Object Recommendation/Requirement Information,Salvage priority,Salvage priority date,salvagePriorityCodeGroupList > salvagePriorityCodeGroup,salvagePriorityCodeDate,date,n,n,y,"",""
fcart_5-0-3 ns2:conditionchecks_common salvagePriorityCodeDate,fcart_5-0-3,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.salvagePriorityCodeDate,Object Recommendation/Requirement Information,Salvage priority,Salvage priority date,salvagePriorityCodeGroupList > salvagePriorityCodeGroup,salvagePriorityCodeDate,date,n,n,y,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia technicalChange,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChange,Technical Changes,"",Technical change,technicalChangesGroupList > technicalChangesGroup,technicalChange,string,n,n,y,vocabulary: technicalchange,""
fcart_5-0-3 ns2:conditionchecks_variablemedia technicalChange,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChange,Technical Changes,"",Technical change,technicalChangesGroupList > technicalChangesGroup,technicalChange,string,n,n,y,vocabulary: technicalchange,""
fcart_4-0-0 ns2:conditionchecks_variablemedia technicalChangeReason,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChangeReason,Technical Changes,"",Technical change reason,technicalChangesGroupList > technicalChangesGroup,technicalChangeReason,string,n,n,y,vocabulary: technicalchangereason,""
fcart_5-0-3 ns2:conditionchecks_variablemedia technicalChangeReason,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChangeReason,Technical Changes,"",Technical change reason,technicalChangesGroupList > technicalChangesGroup,technicalChangeReason,string,n,n,y,vocabulary: technicalchangereason,""
fcart_4-0-0 ns2:conditionchecks_variablemedia technicalChangeNote,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChangeNote,Technical Changes,"",Technical change note,technicalChangesGroupList > technicalChangesGroup,technicalChangeNote,string,n,n,y,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia technicalChangeNote,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.technicalChangeNote,Technical Changes,"",Technical change note,technicalChangesGroupList > technicalChangesGroup,technicalChangeNote,string,n,n,y,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia previousSupport,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.previousSupport,Technical Changes,"",Technical change previous support,technicalChangesGroupList > technicalChangesGroup,previousSupport,string,n,n,y,vocabulary: conditionsupport,""
fcart_5-0-3 ns2:conditionchecks_variablemedia previousSupport,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.previousSupport,Technical Changes,"",Technical change previous support,technicalChangesGroupList > technicalChangesGroup,previousSupport,string,n,n,y,vocabulary: conditionsupport,""
fcart_4-0-0 ns2:conditionchecks_variablemedia newSupport,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.newSupport,Technical Changes,"",Technical change new support,technicalChangesGroupList > technicalChangesGroup,newSupport,string,n,n,y,vocabulary: conditionsupport,""
fcart_5-0-3 ns2:conditionchecks_variablemedia newSupport,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.technicalChanges,ext.technicalChanges.newSupport,Technical Changes,"",Technical change new support,technicalChangesGroupList > technicalChangesGroup,newSupport,string,n,n,y,vocabulary: conditionsupport,""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateDisplayDate,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateDisplayDate,Technical Changes,Technical change date,Display date,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateDisplayDate,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateDisplayDate,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateDisplayDate,Technical Changes,Technical change date,Display date,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateDisplayDate,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia datePeriod,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.datePeriod,Technical Changes,Technical change date,Period,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,datePeriod,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia datePeriod,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.datePeriod,Technical Changes,Technical change date,Period,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,datePeriod,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateAssociation,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateAssociation,Technical Changes,Technical change date,Association,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateAssociation,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateAssociation,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateAssociation,Technical Changes,Technical change date,Association,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateAssociation,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateNote,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateNote,Technical Changes,Technical change date,Note,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateNote,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateNote,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateNote,Technical Changes,Technical change date,Note,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateNote,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateEarliestSingleYear,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Technical Changes,Technical change date,Earliest/single year,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleYear,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateEarliestSingleYear,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleYear,Technical Changes,Technical change date,Earliest/single year,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleYear,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateEarliestSingleMonth,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Technical Changes,Technical change date,Earliest/single month,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleMonth,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateEarliestSingleMonth,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleMonth,Technical Changes,Technical change date,Earliest/single month,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleMonth,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateEarliestSingleDay,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Technical Changes,Technical change date,Earliest/single day,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleDay,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateEarliestSingleDay,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleDay,Technical Changes,Technical change date,Earliest/single day,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleDay,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateEarliestSingleEra,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Technical Changes,Technical change date,Earliest/single era,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleEra,string,n,n,as part of larger repeating group,vocabulary: dateera,""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateEarliestSingleEra,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleEra,Technical Changes,Technical change date,Earliest/single era,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleEra,string,n,n,as part of larger repeating group,vocabulary: dateera,""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateEarliestSingleCertainty,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Technical Changes,Technical change date,Earliest/single certainty,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateEarliestSingleCertainty,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleCertainty,Technical Changes,Technical change date,Earliest/single certainty,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateEarliestSingleQualifier,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Technical Changes,Technical change date,Earliest/single qualifier,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -"
fcart_5-0-3 ns2:conditionchecks_variablemedia dateEarliestSingleQualifier,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifier,Technical Changes,Technical change date,Earliest/single qualifier,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -"
fcart_4-0-0 ns2:conditionchecks_variablemedia dateEarliestSingleQualifierValue,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Technical Changes,Technical change date,Earliest/single qualifier value,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleQualifierValue,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateEarliestSingleQualifierValue,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierValue,Technical Changes,Technical change date,Earliest/single qualifier value,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleQualifierValue,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateEarliestSingleQualifierUnit,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Technical Changes,Technical change date,Earliest/single qualifier unit,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateEarliestSingleQualifierUnit,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestSingleQualifierUnit,Technical Changes,Technical change date,Earliest/single qualifier unit,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestSingleQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateLatestYear,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestYear,Technical Changes,Technical change date,Latest year,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestYear,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateLatestYear,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestYear,Technical Changes,Technical change date,Latest year,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestYear,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateLatestMonth,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestMonth,Technical Changes,Technical change date,Latest month,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestMonth,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateLatestMonth,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestMonth,Technical Changes,Technical change date,Latest month,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestMonth,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateLatestDay,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestDay,Technical Changes,Technical change date,Latest day,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestDay,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateLatestDay,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestDay,Technical Changes,Technical change date,Latest day,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestDay,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateLatestEra,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestEra,Technical Changes,Technical change date,Latest era,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestEra,string,n,n,as part of larger repeating group,vocabulary: dateera,""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateLatestEra,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestEra,Technical Changes,Technical change date,Latest era,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestEra,string,n,n,as part of larger repeating group,vocabulary: dateera,""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateLatestCertainty,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Technical Changes,Technical change date,Latest certainty,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateLatestCertainty,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestCertainty,Technical Changes,Technical change date,Latest certainty,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestCertainty,string,n,n,as part of larger repeating group,vocabulary: datecertainty,""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateLatestQualifier,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Technical Changes,Technical change date,Latest qualifier,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -"
fcart_5-0-3 ns2:conditionchecks_variablemedia dateLatestQualifier,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestQualifier,Technical Changes,Technical change date,Latest qualifier,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestQualifier,string,n,n,as part of larger repeating group,option list: dateQualifiers,", +, +/-, -"
fcart_4-0-0 ns2:conditionchecks_variablemedia dateLatestQualifierValue,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Technical Changes,Technical change date,Latest qualifier value,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestQualifierValue,integer,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateLatestQualifierValue,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestQualifierValue,Technical Changes,Technical change date,Latest qualifier value,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestQualifierValue,integer,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateLatestQualifierUnit,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Technical Changes,Technical change date,Latest qualifier unit,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateLatestQualifierUnit,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestQualifierUnit,Technical Changes,Technical change date,Latest qualifier unit,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestQualifierUnit,string,n,n,as part of larger repeating group,vocabulary: datequalifier,""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateEarliestScalarValue,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Technical Changes,Technical change date,Earliest represented date,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestScalarValue,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateEarliestScalarValue,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateEarliestScalarValue,Technical Changes,Technical change date,Earliest represented date,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateEarliestScalarValue,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia dateLatestScalarValue,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Technical Changes,Technical change date,Latest represented date,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestScalarValue,string,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia dateLatestScalarValue,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.dateLatestScalarValue,Technical Changes,Technical change date,Latest represented date,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,dateLatestScalarValue,string,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conditionchecks_variablemedia scalarValuesComputed,fcart_4-0-0,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Technical Changes,Technical change date,Represented dates computed,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,scalarValuesComputed,boolean,n,n,as part of larger repeating group,"",""
fcart_5-0-3 ns2:conditionchecks_variablemedia scalarValuesComputed,fcart_5-0-3,conditioncheck,ns2:conditionchecks_variablemedia,ext.structuredDate,ext.structuredDate.scalarValuesComputed,Technical Changes,Technical change date,Represented dates computed,technicalChangesGroupList > technicalChangesGroup > technicalChangeDate,scalarValuesComputed,boolean,n,n,as part of larger repeating group,"",""
fcart_4-0-0 ns2:conservation_common conservationNumber,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.conservationNumber,Conservation Treatment Information,"",Reference number,"",conservationNumber,string,y,n,n/a,"",""
fcart_5-0-3 ns2:conservation_common conservationNumber,fcart_5-0-3,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.conservationNumber,Conservation Treatment Information,"",Reference number,"",conservationNumber,string,y,n,n/a,"",""
fcart_4-0-0 ns2:conservation_common status,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.status,Conservation Treatment Information,Procedural status,Procedural status,conservationStatusGroupList > conservationStatusGroup,status,string,n,n,y,vocabulary: conservationstatus,""
fcart_5-0-3 ns2:conservation_common status,fcart_5-0-3,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.status,Conservation Treatment Information,Procedural status,Procedural status,conservationStatusGroupList > conservationStatusGroup,status,string,n,n,y,vocabulary: conservationstatus,""
fcart_4-0-0 ns2:conservation_common statusDate,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.statusDate,Conservation Treatment Information,Procedural status,Procedural status date,conservationStatusGroupList > conservationStatusGroup,statusDate,date,n,n,y,"",""
fcart_5-0-3 ns2:conservation_common statusDate,fcart_5-0-3,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.statusDate,Conservation Treatment Information,Procedural status,Procedural status date,conservationStatusGroupList > conservationStatusGroup,statusDate,date,n,n,y,"",""
fcart_4-0-0 ns2:conservation_common treatmentPurpose,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.treatmentPurpose,Conservation Treatment Information,"",Treatment purpose,"",treatmentPurpose,string,n,n,n/a,vocabulary: treatmentpurpose,""
fcart_5-0-3 ns2:conservation_common treatmentPurpose,fcart_5-0-3,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.treatmentPurpose,Conservation Treatment Information,"",Treatment purpose,"",treatmentPurpose,string,n,n,n/a,vocabulary: treatmentpurpose,""
fcart_4-0-0 ns2:conservation_common conservator,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.conservator,Conservation Treatment Information,"",Conservator,conservators,conservator,string,n,y,n,authority: person/local; authority: organization/local,""
fcart_5-0-3 ns2:conservation_common conservator,fcart_5-0-3,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.conservator,Conservation Treatment Information,"",Conservator,conservators,conservator,string,n,y,n,authority: person/local; authority: organization/local,""
fcart_4-0-0 ns2:conservation_common otherParty,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.otherParty,Conservation Treatment Information,Other treatment party,Other treatment party name,otherPartyGroupList > otherPartyGroup,otherParty,string,n,n,y,authority: person/local; authority: organization/local,""
fcart_5-0-3 ns2:conservation_common otherParty,fcart_5-0-3,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.otherParty,Conservation Treatment Information,Other treatment party,Other treatment party name,otherPartyGroupList > otherPartyGroup,otherParty,string,n,n,y,authority: person/local; authority: organization/local,""
fcart_4-0-0 ns2:conservation_common otherPartyRole,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.otherPartyRole,Conservation Treatment Information,Other treatment party,Other treatment party role,otherPartyGroupList > otherPartyGroup,otherPartyRole,string,n,n,y,vocabulary: otherpartyrole,""
fcart_5-0-3 ns2:conservation_common otherPartyRole,fcart_5-0-3,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.otherPartyRole,Conservation Treatment Information,Other treatment party,Other treatment party role,otherPartyGroupList > otherPartyGroup,otherPartyRole,string,n,n,y,vocabulary: otherpartyrole,""
fcart_4-0-0 ns2:conservation_common otherPartyNote,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.otherPartyNote,Conservation Treatment Information,Other treatment party,Other treatment party note,otherPartyGroupList > otherPartyGroup,otherPartyNote,string,n,n,y,"",""
fcart_5-0-3 ns2:conservation_common otherPartyNote,fcart_5-0-3,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.otherPartyNote,Conservation Treatment Information,Other treatment party,Other treatment party note,otherPartyGroupList > otherPartyGroup,otherPartyNote,string,n,n,y,"",""
fcart_4-0-0 ns2:conservation_common examinationStaff,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.examinationStaff,Conservation Treatment Information,Examination,Examination staff,examinationGroupList > examinationGroup,examinationStaff,string,n,n,y,authority: person/local,""
fcart_5-0-3 ns2:conservation_common examinationStaff,fcart_5-0-3,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.examinationStaff,Conservation Treatment Information,Examination,Examination staff,examinationGroupList > examinationGroup,examinationStaff,string,n,n,y,authority: person/local,""
fcart_4-0-0 ns2:conservation_common examinationPhase,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.examinationPhase,Conservation Treatment Information,Examination,Examination phase of treatment,examinationGroupList > examinationGroup,examinationPhase,string,n,n,y,vocabulary: examinationphase,""
fcart_5-0-3 ns2:conservation_common examinationPhase,fcart_5-0-3,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.examinationPhase,Conservation Treatment Information,Examination,Examination phase of treatment,examinationGroupList > examinationGroup,examinationPhase,string,n,n,y,vocabulary: examinationphase,""
fcart_4-0-0 ns2:conservation_common examinationDate,fcart_4-0-0,conservation,ns2:conservation_common,ns2:conservation_common,conservation_common.examinationDate,Conservation Treatment Information,Examination,Examination date,examinationGroupList > examinationGroup,examinationDate,date,n,n,y,"",""
