profile,record_type,field,record_section,path_to_field,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values,record_type_machine_name,field_machine_name
botgarden_3-1-1,Object,Flower color,Object Description Information,Accession Attributes,string,n,n,n/a,"","","",collectionobject,flowerColor
botgarden_3-1-1,Object,Fruit color,Object Description Information,Accession Attributes,string,n,n,n/a,"","","",collectionobject,fruitColor
botgarden_3-1-1,Object,Security risk,Object Description Information,Accession Attributes,string,n,n,n/a,"","","",collectionobject,securityRisk
botgarden_3-1-1,Object,Propagation history,Object Description Information,Accession Attributes,string,n,n,n/a,option list,propagationMethods,"apomictic-cloning, controlled-breeding, derived-asexually, individual-wild-plant, isolated-self-pollinated, open-breeding, sexual-reproduction, unknown, vegetative-reproduction",collectionobject,propagationHistory
botgarden_3-1-1,Object,Breeding system,Object Description Information,Accession Attributes,string,n,n,n/a,option list,breedingSystems,"agamospermy, both, dioecious-and-unknown-sex, female, male, monoecious-and-self-compatible, monoecious-and-self-incompatible, unknown",collectionobject,breedingSystem
botgarden_3-1-1,Object,Class use,Object Description Information,Accession Attributes,boolean,n,n,n/a,"","","",collectionobject,classUse
botgarden_3-1-1,Object,Research use,Object Description Information,Accession Attributes,boolean,n,n,n/a,"","","",collectionobject,researchUse
botgarden_3-1-1,Object,Distribution,Object Description Information,Accession Attributes,boolean,n,n,n/a,"","","",collectionobject,distribution
botgarden_3-1-1,Object,Ignore red dot,Object Description Information,Accession Attributes,boolean,n,n,n/a,"","","",collectionobject,ignoreRedDot
botgarden_3-1-1,Object,Fragrance,Object Description Information,Accession Attributes,boolean,n,n,n/a,"","","",collectionobject,fragrance
botgarden_3-1-1,Object,Flowers Jan,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersJan
botgarden_3-1-1,Object,Flowers Feb,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersFeb
botgarden_3-1-1,Object,Flowers Mar,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersMar
botgarden_3-1-1,Object,Flowers Apr,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersApr
botgarden_3-1-1,Object,Flowers May,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersMay
botgarden_3-1-1,Object,Flowers Jun,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersJun
botgarden_3-1-1,Object,Flowers Jul,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersJul
botgarden_3-1-1,Object,Flowers Aug,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersAug
botgarden_3-1-1,Object,Flowers Sep,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersSep
botgarden_3-1-1,Object,Flowers Oct,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersOct
botgarden_3-1-1,Object,Flowers Nov,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersNov
botgarden_3-1-1,Object,Flowers Dec,Object Description Information,Accession Attributes > Flowers,string,n,n,n/a,vocabulary,floweringstatus,"",collectionobject,flowersDec
botgarden_3-1-1,Object,Fruits Jan,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsJan
botgarden_3-1-1,Object,Fruits Feb,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsFeb
botgarden_3-1-1,Object,Fruits Mar,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsMar
botgarden_3-1-1,Object,Fruits Apr,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsApr
botgarden_3-1-1,Object,Fruits May,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsMay
botgarden_3-1-1,Object,Fruits Jun,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsJun
botgarden_3-1-1,Object,Fruits Jul,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsJul
botgarden_3-1-1,Object,Fruits Aug,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsAug
botgarden_3-1-1,Object,Fruits Sep,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsSep
botgarden_3-1-1,Object,Fruits Oct,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsOct
botgarden_3-1-1,Object,Fruits Nov,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsNov
botgarden_3-1-1,Object,Fruits Dec,Object Description Information,Accession Attributes > Fruits,boolean,n,n,n/a,"","","",collectionobject,fruitsDec
botgarden_3-1-1,Object,Accession use type,Accession Use Information,"",string,n,n,y,vocabulary,accessionusetype,"",collectionobject,accessionUseType
botgarden_3-1-1,Object,Accession used in,Accession Use Information,"",string,n,n,y,authority,concept/class; concept/research,"",collectionobject,accessionUsedIn
botgarden_3-1-1,Object,Accession use request date,Accession Use Information,"",date,n,n,y,"","","",collectionobject,accessionUseRequestDate
botgarden_3-1-1,Object,Accession use filled date,Accession Use Information,"",date,n,n,y,"","","",collectionobject,accessionUseFilledDate
botgarden_3-1-1,Object,Accession use material type,Accession Use Information,"",string,n,n,y,vocabulary,materialtype,"",collectionobject,accessionUserMaterialType
botgarden_3-1-1,Object,Accession use note,Accession Use Information,"",string,n,n,y,"","","",collectionobject,accessionUseNotes
botgarden_3-1-1,Object,Associated activity,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocActivity
botgarden_3-1-1,Object,Associated activity type,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocActivityType
botgarden_3-1-1,Object,Associated activity note,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocActivityNote
botgarden_3-1-1,Object,Associated object,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocObject
botgarden_3-1-1,Object,Associated object type,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocObjectType
botgarden_3-1-1,Object,Associated object note,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocObjectNote
botgarden_3-1-1,Object,Associated concept,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocConcept
botgarden_3-1-1,Object,Associated concept type,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocConceptType
botgarden_3-1-1,Object,Associated concept note,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocConceptNote
botgarden_3-1-1,Object,Associated cultural affinity,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocCulturalContext
botgarden_3-1-1,Object,Associated cultural affinity type,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocCulturalContextType
botgarden_3-1-1,Object,Associated cultural affinity note,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocCulturalContextNote
botgarden_3-1-1,Object,Associated organization,Object History and Association Information,Associations,string,n,n,y,authority,organization/local,"",collectionobject,assocOrganization
botgarden_3-1-1,Object,Associated organization type,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocOrganizationType
botgarden_3-1-1,Object,Associated organization note,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocOrganizationNote
botgarden_3-1-1,Object,Associated people,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocPeople
botgarden_3-1-1,Object,Associated people type,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocPeopleType
botgarden_3-1-1,Object,Associated people note,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocPeopleNote
botgarden_3-1-1,Object,Associated person,Object History and Association Information,Associations,string,n,n,y,authority,person/local,"",collectionobject,assocPerson
botgarden_3-1-1,Object,Associated person type,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocPersonType
botgarden_3-1-1,Object,Associated person note,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocPersonNote
botgarden_3-1-1,Object,Associated place,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocPlace
botgarden_3-1-1,Object,Associated place type,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocPlaceType
botgarden_3-1-1,Object,Associated place note,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocPlaceNote
botgarden_3-1-1,Object,Associated event,Object History and Association Information,Associations,string,n,n,n/a,"","","",collectionobject,assocEventName
botgarden_3-1-1,Object,Associated event type,Object History and Association Information,Associations > Associated event,string,n,n,n/a,"","","",collectionobject,assocEventNameType
botgarden_3-1-1,Object,Associated event organization,Object History and Association Information,Associations,string,n,y,n,authority,organization/local,"",collectionobject,assocEventOrganization
botgarden_3-1-1,Object,Associated event people,Object History and Association Information,Associations,string,n,y,n,"","","",collectionobject,assocEventPeople
botgarden_3-1-1,Object,Associated event person,Object History and Association Information,Associations,string,n,y,n,authority,person/local,"",collectionobject,assocEventPerson
botgarden_3-1-1,Object,Associated event place,Object History and Association Information,Associations,string,n,y,n,"","","",collectionobject,assocEventPlace
botgarden_3-1-1,Object,Associated event note,Object History and Association Information,Associations,string,n,n,n/a,"","","",collectionobject,assocEventNote
botgarden_3-1-1,Object,Associated date value,Object History and Association Information,Associations,structured date group,n,n,y,"","","",collectionobject,assocStructuredDateGroup
botgarden_3-1-1,Object,Associated date type,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocDateType
botgarden_3-1-1,Object,Associated date note,Object History and Association Information,Associations,string,n,n,y,"","","",collectionobject,assocDateNote
botgarden_3-1-1,Object,Object history note,Object History and Association Information,"",string,n,n,n/a,"","","",collectionobject,objectHistoryNote
botgarden_3-1-1,Object,Usage,Object History and Association Information,"",string,n,n,y,"","","",collectionobject,usage
botgarden_3-1-1,Object,Usage note,Object History and Association Information,"",string,n,n,y,"","","",collectionobject,usageNote
botgarden_3-1-1,Object,Owner,Object History and Association Information,Object Owner's Contribution Information,string,n,y,n,authority,person/local; organization/local,"",collectionobject,owner
botgarden_3-1-1,Object,Ownership date,Object History and Association Information,"",structured date group,n,y,n,"","","",collectionobject,ownershipDateGroup
botgarden_3-1-1,Object,Ownership access,Object History and Association Information,"",string,n,n,n/a,option list,ownershipAccessLevels,"limited, open, restricted",collectionobject,ownershipAccess
botgarden_3-1-1,Object,Ownership category,Object History and Association Information,"",string,n,n,n/a,option list,ownershipCategories,"company, private, public",collectionobject,ownershipCategory
botgarden_3-1-1,Object,Ownership place,Object History and Association Information,"",string,n,n,n/a,"","","",collectionobject,ownershipPlace
botgarden_3-1-1,Object,Ownership exchange method,Object History and Association Information,Ownership exchange,string,n,n,n/a,option list,ownershipExchangeMethods,"bequest, exchange, gift, purchase, transfer, treasure",collectionobject,ownershipExchangeMethod
botgarden_3-1-1,Object,Ownership exchange note,Object History and Association Information,Ownership exchange,string,n,n,n/a,"","","",collectionobject,ownershipExchangeNote
botgarden_3-1-1,Object,Ownership exchange price currency,Object History and Association Information,Ownership exchange,string,n,n,n/a,vocabulary,currency,"",collectionobject,ownershipExchangePriceCurrency
botgarden_3-1-1,Object,Ownership exchange price value,Object History and Association Information,Ownership exchange,float,n,n,n/a,"","","",collectionobject,ownershipExchangePriceValue
botgarden_3-1-1,Object,Reference,Reference Information,Reference Information,string,n,n,y,"","","",collectionobject,reference
botgarden_3-1-1,Object,Reference note,Reference Information,"",string,n,n,y,"","","",collectionobject,referenceNote
botgarden_3-1-1,Concept,Term display name,Concept Information,"",string,y,n,y,"","","",concept,termDisplayName
botgarden_3-1-1,Concept,Term name,Concept Information,"",string,n,n,y,"","","",concept,termName
botgarden_3-1-1,Concept,Term qualifier,Concept Information,"",string,n,n,y,"","","",concept,termQualifier
botgarden_3-1-1,Concept,Term status,Concept Information,"",string,n,n,y,option list,conceptTermStatuses,"accepted, provisional, rejected, under review",concept,termStatus
botgarden_3-1-1,Concept,Term type,Concept Information,"",string,n,n,y,option list,conceptTermTypes,"alternate descriptor, descriptor, used for term",concept,termType
botgarden_3-1-1,Concept,Term flag,Concept Information,"",string,n,n,y,vocabulary,concepttermflag,"",concept,termFlag
botgarden_3-1-1,Concept,Term historical status,Concept Information,"",string,n,n,y,option list,conceptHistoricalStatuses,"both, current, historical, unknown",concept,historicalStatus
botgarden_3-1-1,Concept,Term language,Concept Information,"",string,n,n,y,vocabulary,languages,"",concept,termLanguage
botgarden_3-1-1,Concept,Term preferred for lang,Concept Information,"",boolean,n,n,y,"","","",concept,termPrefForLang
botgarden_3-1-1,Concept,Term source name,Concept Information,Source,string,n,n,y,authority,citation/local; citation/worldcat,"",concept,termSource
botgarden_3-1-1,Concept,Term source detail,Concept Information,Source,string,n,n,y,"","","",concept,termSourceDetail
botgarden_3-1-1,Concept,Term source ID,Concept Information,Source,string,n,n,y,"","","",concept,termSourceID
botgarden_3-1-1,Concept,Term source note,Concept Information,Source,string,n,n,y,"","","",concept,termSourceNote
botgarden_3-1-1,Concept,Concept type,Concept Information,"",string,n,y,n,vocabulary,concepttype,"",concept,conceptRecordType
botgarden_3-1-1,Concept,Scope note,Concept Information,"",string,n,n,n/a,"","","",concept,scopeNote
botgarden_3-1-1,Concept,Scope note source,Concept Information,Scope note,string,n,n,n/a,"","","",concept,scopeNoteSource
botgarden_3-1-1,Concept,Scope note source detail,Concept Information,Scope note,string,n,n,n/a,"","","",concept,scopeNoteSourceDetail
botgarden_3-1-1,Concept,Citation source,Concept Information,"",string,n,n,y,"","","",concept,citationSource
botgarden_3-1-1,Concept,Citation source detail,Concept Information,"",string,n,n,y,"","","",concept,citationSourceDetail
botgarden_3-1-1,Concept,Additional source,Concept Information,"",string,n,n,y,"","","",concept,additionalSource
botgarden_3-1-1,Concept,Additional source detail,Concept Information,"",string,n,n,y,"","","",concept,additionalSourceDetail
botgarden_3-1-1,Concept,Additional source ID,Concept Information,"",string,n,n,y,"","","",concept,additionalSourceID
botgarden_3-1-1,Concept,Additional source note,Concept Information,"",string,n,n,y,"","","",concept,additionalSourceNote
botgarden_3-1-1,Condition Check,Reference number,Condition Check/Technical Assessment Information,"",string,y,n,n/a,"","","",conditioncheck,conditionCheckRefNumber
botgarden_3-1-1,Condition Check,Check/assessment date,Condition Check/Technical Assessment Information,"",date,n,n,n/a,"","","",conditioncheck,conditionCheckAssessmentDate
botgarden_3-1-1,Condition Check,Method,Condition Check/Technical Assessment Information,"",string,n,n,n/a,option list,conditionCheckMethods,"observed, xrayed",conditioncheck,conditionCheckMethod
botgarden_3-1-1,Condition Check,Reason,Condition Check/Technical Assessment Information,"",string,n,n,n/a,option list,conditionCheckReasons,"conservation, damagedintransit, exhibition, loanin, newacquisition",conditioncheck,conditionCheckReason
botgarden_3-1-1,Condition Check,Checker/assessor,Condition Check/Technical Assessment Information,"",string,n,n,n/a,authority,person/local; organization/local,"",conditioncheck,conditionChecker
botgarden_3-1-1,Condition Check,Note,Condition Check/Technical Assessment Information,"",string,n,n,n/a,"","","",conditioncheck,conditionCheckNote
botgarden_3-1-1,Condition Check,Object audit category,Object Condition Information,"",string,n,n,n/a,option list,objectAuditCategories,"high, low, medium",conditioncheck,objectAuditCategory
botgarden_3-1-1,Condition Check,Conservation treatment priority,Object Condition Information,"",string,n,n,n/a,option list,conservationTreatmentPriorities,"high, low, medium",conditioncheck,conservationTreatmentPriority
botgarden_3-1-1,Condition Check,Next check/assessment date,Object Condition Information,"",date,n,n,n/a,"","","",conditioncheck,nextConditionCheckDate
botgarden_3-1-1,Condition Check,Completeness description,Object Condition Information,"",string,n,n,y,option list,completenessLevels,"complete, fragmented, incomplete",conditioncheck,completeness
botgarden_3-1-1,Condition Check,Completeness date,Object Condition Information,"",date,n,n,y,"","","",conditioncheck,completenessDate
botgarden_3-1-1,Condition Check,Completeness note,Object Condition Information,"",string,n,n,y,"","","",conditioncheck,completenessNote
botgarden_3-1-1,Condition Check,Hazard description,Object Condition Information,"",string,n,n,y,option list,hazards,"poisonous, radioactive",conditioncheck,hazard
botgarden_3-1-1,Condition Check,Hazard date,Object Condition Information,"",date,n,n,y,"","","",conditioncheck,hazardDate
botgarden_3-1-1,Condition Check,Hazard note,Object Condition Information,"",string,n,n,y,"","","",conditioncheck,hazardNote
botgarden_3-1-1,Condition Check,Technical assessment description,Object Condition Information,"",string,n,n,y,"","","",conditioncheck,techAssessment
botgarden_3-1-1,Condition Check,Technical assessment date,Object Condition Information,"",date,n,n,y,"","","",conditioncheck,techAssessmentDate
botgarden_3-1-1,Condition Check,Condition description,Object Condition Information,"",string,n,n,y,option list,conditions,"exhibitableneedswork, injeopardy, needsnowork, notexhibitablestable",conditioncheck,condition
botgarden_3-1-1,Condition Check,Condition date,Object Condition Information,"",date,n,n,y,"","","",conditioncheck,conditionDate
botgarden_3-1-1,Condition Check,Condition note,Object Condition Information,"",string,n,n,y,"","","",conditioncheck,conditionNote
botgarden_3-1-1,Condition Check,Environmental condition note,Object Condition Information,"",string,n,n,y,"","","",conditioncheck,envConditionNote
botgarden_3-1-1,Condition Check,Environmental condition date,Object Condition Information,"",date,n,n,y,"","","",conditioncheck,envConditionNoteDate
botgarden_3-1-1,Condition Check,Display recommendation,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,displayRecommendations
botgarden_3-1-1,Condition Check,Handling recommendation,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,handlingRecommendations
botgarden_3-1-1,Condition Check,Security recommendation,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,securityRecommendations
botgarden_3-1-1,Condition Check,Storage recommendation,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,storageRequirements
botgarden_3-1-1,Condition Check,Environmental recommendation,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,envRecommendations
botgarden_3-1-1,Condition Check,Packing recommendation,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,packingRecommendations
botgarden_3-1-1,Condition Check,Special requirement,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,specialRequirements
botgarden_3-1-1,Condition Check,Legal requirement,Object Recommendation/Requirement Information,"",string,n,n,n/a,"","","",conditioncheck,legalRequirements
botgarden_3-1-1,Condition Check,Legal/license requirement held description,Object Recommendation/Requirement Information,"",string,n,n,y,"","","",conditioncheck,legalReqsHeld
botgarden_3-1-1,Condition Check,Legal/license requirement held begin date,Object Recommendation/Requirement Information,"",date,n,n,y,"","","",conditioncheck,legalReqsHeldBeginDate
botgarden_3-1-1,Condition Check,Legal/license requirement held end date,Object Recommendation/Requirement Information,"",date,n,n,y,"","","",conditioncheck,legalReqsHeldEndDate
botgarden_3-1-1,Condition Check,Legal/license requirement held number,Object Recommendation/Requirement Information,"",string,n,n,y,"","","",conditioncheck,legalReqsHeldNumber
botgarden_3-1-1,Condition Check,Legal/license requirement held renewal date,Object Recommendation/Requirement Information,"",date,n,n,y,"","","",conditioncheck,legalReqsHeldRenewDate
botgarden_3-1-1,Condition Check,Salvage priority code,Object Recommendation/Requirement Information,"",string,n,n,y,option list,salvagePriorityCodes,"high, low, medium",conditioncheck,salvagePriorityCode
botgarden_3-1-1,Condition Check,Salvage priority date,Object Recommendation/Requirement Information,"",date,n,n,y,"","","",conditioncheck,salvagePriorityCodeDate
botgarden_3-1-1,Group,Title,Group Information,"",string,y,n,n/a,"","","",group,title
botgarden_3-1-1,Group,Group owner,Group Information,"",string,n,n,n/a,authority,person/local,"",group,owner
botgarden_3-1-1,Group,Earliest/single date,Group Information,"",date,n,n,n/a,"","","",group,groupEarliestSingleDate
botgarden_3-1-1,Group,Latest date,Group Information,"",date,n,n,n/a,"","","",group,groupLatestDate
botgarden_3-1-1,Group,Scope note,Group Information,"",string,n,n,n/a,"","","",group,scopeNote
botgarden_3-1-1,Insurance/Indemnity,Reference number,Insurance and Indemnity Information,"",string,y,n,n/a,"","","",insurance,insuranceIndemnityReferenceNumber
botgarden_3-1-1,Insurance/Indemnity,Type,Insurance and Indemnity Information,"",string,n,n,n/a,vocabulary,insurancetype,"",insurance,insuranceIndemnityType
botgarden_3-1-1,Insurance/Indemnity,Insurer/indemnifier,Insurance and Indemnity Information,"",string,n,n,n/a,authority,person/local; person/ulan; organization/local; organization/ulan,"",insurance,insurerIndemnifier
botgarden_3-1-1,Insurance/Indemnity,Policy number,Insurance and Indemnity Information,"",string,n,n,n/a,"","","",insurance,insuranceIndemnityPolicyNumber
botgarden_3-1-1,Insurance/Indemnity,Insurance/indemnity price currency,Insurance and Indemnity Information,Insurance/indemnity price,string,n,n,n/a,vocabulary,currency,"",insurance,insuranceIndemnityCurrency
botgarden_3-1-1,Insurance/Indemnity,Insurance/indemnity price value,Insurance and Indemnity Information,Insurance/indemnity price,float,n,n,n/a,"","","",insurance,insuranceIndemnityValue
botgarden_3-1-1,Insurance/Indemnity,Minimum liability price currency,Insurance and Indemnity Information,Minimum liability price,string,n,n,n/a,vocabulary,currency,"",insurance,minimumLiabilityCurrency
botgarden_3-1-1,Insurance/Indemnity,Minimum liability price value,Insurance and Indemnity Information,Minimum liability price,float,n,n,n/a,"","","",insurance,minimumLiabilityValue
botgarden_3-1-1,Insurance/Indemnity,Authorizer,Insurance and Indemnity Information,Authorization,string,n,n,n/a,authority,person/local; person/ulan,"",insurance,insuranceIndemnityAuthorizer
botgarden_3-1-1,Insurance/Indemnity,Authorization date,Insurance and Indemnity Information,Authorization,date,n,n,n/a,"","","",insurance,insuranceIndemnityAuthorizationDate
botgarden_3-1-1,Insurance/Indemnity,Status type,Insurance and Indemnity Information,"",string,n,n,y,vocabulary,insurancestatus,"",insurance,insuranceIndemnityStatus
botgarden_3-1-1,Insurance/Indemnity,Status date,Insurance and Indemnity Information,"",date,n,n,y,"","","",insurance,insuranceIndemnityStatusDate
botgarden_3-1-1,Insurance/Indemnity,Status note,Insurance and Indemnity Information,"",string,n,n,y,"","","",insurance,insuranceIndemnityStatusNote
botgarden_3-1-1,Insurance/Indemnity,Note,Insurance and Indemnity Information,"",string,n,n,n/a,"","","",insurance,insuranceIndemnityNote
botgarden_3-1-1,Insurance/Indemnity,Quote provider,Insurance and Indemnity Information,"",string,n,n,y,authority,person/local; person/ulan; organization/local; organization/ulan,"",insurance,insuranceIndemnityQuoteProvider
botgarden_3-1-1,Insurance/Indemnity,Quote currency,Insurance and Indemnity Information,"",string,n,n,y,vocabulary,currency,"",insurance,insuranceIndemnityQuoteCurrency
botgarden_3-1-1,Insurance/Indemnity,Quote value,Insurance and Indemnity Information,"",float,n,n,y,"","","",insurance,insuranceIndemnityQuoteValue
botgarden_3-1-1,Insurance/Indemnity,Quote date,Insurance and Indemnity Information,"",date,n,n,y,"","","",insurance,insuranceIndemnityQuoteDate
botgarden_3-1-1,Intake,Entry number,Object Entry Information,"",string,y,n,n/a,"","","",intake,entryNumber
botgarden_3-1-1,Intake,Entry date,Object Entry Information,"",date,n,n,n/a,"","","",intake,entryDate
botgarden_3-1-1,Intake,Entry reason,Object Entry Information,"",string,n,n,n/a,option list,entryReasons,"commission, consideration, enquiry, loan",intake,entryReason
botgarden_3-1-1,Intake,Entry method,Object Entry Information,"",string,n,y,n,vocabulary,entrymethod,"",intake,entryMethod
botgarden_3-1-1,Intake,Return date,Object Entry Information,"",date,n,n,n/a,"","","",intake,returnDate
botgarden_3-1-1,Intake,Current owner,Object Entry Information,"",string,n,y,n,authority,person/local; organization/local,"",intake,currentOwner
botgarden_3-1-1,Intake,Depositor name,Object Entry Information,"",string,n,n,y,authority,person/local; organization/local,"",intake,depositor
botgarden_3-1-1,Intake,Depositor requirements,Object Entry Information,"",string,n,n,y,"","","",intake,depositorsRequirements
botgarden_3-1-1,Intake,Approval,Object Entry Information,"",string,n,n,y,vocabulary,deaccessionapprovalgroup,"",intake,approvalGroup
botgarden_3-1-1,Intake,Approval individual,Object Entry Information,"",string,n,n,y,authority,person/local,"",intake,approvalIndividual
botgarden_3-1-1,Intake,Approval status,Object Entry Information,"",string,n,n,y,vocabulary,deaccessionapprovalstatus,"",intake,approvalStatus
botgarden_3-1-1,Intake,Approval status date,Object Entry Information,"",date,n,n,y,"","","",intake,approvalDate
botgarden_3-1-1,Intake,Approval note,Object Entry Information,"",string,n,n,y,"","","",intake,approvalNote
botgarden_3-1-1,Intake,Entry note,Object Entry Information,"",string,n,n,n/a,"","","",intake,entryNote
botgarden_3-1-1,Intake,Packing note,Object Entry Information,"",string,n,n,n/a,"","","",intake,packingNote
botgarden_3-1-1,Intake,Valuer,Valuation Information,"",string,n,n,n/a,authority,person/local; organization/local,"",intake,valuer
botgarden_3-1-1,Intake,Valuation reference number,Valuation Information,"",string,n,n,n/a,"","","",intake,valuationReferenceNumber
botgarden_3-1-1,Intake,Insurer,Insurance Information,"",string,n,y,n,authority,person/local; organization/local,"",intake,insurer
botgarden_3-1-1,Intake,Insurance policy number,Insurance Information,"",string,n,n,n/a,"","","",intake,insurancePolicyNumber
botgarden_3-1-1,Intake,Insurance renewal date,Insurance Information,"",date,n,n,n/a,"","","",intake,insuranceRenewalDate
botgarden_3-1-1,Intake,Insurance reference number,Insurance Information,"",string,n,n,n/a,"","","",intake,insuranceReferenceNumber
botgarden_3-1-1,Intake,Insurance note,Insurance Information,"",string,n,n,n/a,"","","",intake,insuranceNote
botgarden_3-1-1,Intake,Current location,Location Information,"",string,n,n,y,authority,location/local,"",intake,currentLocation
botgarden_3-1-1,Intake,Current location fitness,Location Information,"",string,n,n,y,vocabulary,conditionfitness,"",intake,currentLocationFitness
botgarden_3-1-1,Intake,Current location note,Location Information,"",string,n,n,y,"","","",intake,currentLocationNote
botgarden_3-1-1,Intake,Location date,Location Information,"",date,n,n,n/a,"","","",intake,locationDate
botgarden_3-1-1,Intake,Normal location,Location Information,"",string,n,n,n/a,authority,location/local,"",intake,normalLocation
botgarden_3-1-1,Intake,Condition check method,Condition Check Information,"",string,n,y,n,vocabulary,conditioncheckmethod,"",intake,conditionCheckMethod
botgarden_3-1-1,Intake,Condition check reason,Condition Check Information,"",string,n,y,n,vocabulary,conditioncheckreason,"",intake,conditionCheckReason
botgarden_3-1-1,Intake,Condition check assessor,Condition Check Information,"",string,n,y,n,authority,person/local; organization/local,"",intake,conditionCheckerOrAssessor
botgarden_3-1-1,Intake,Condition check date,Condition Check Information,"",date,n,n,n/a,"","","",intake,conditionCheckDate
botgarden_3-1-1,Intake,Condition check reference number,Condition Check Information,"",string,n,n,n/a,"","","",intake,conditionCheckReferenceNumber
botgarden_3-1-1,Intake,Condition check note,Condition Check Information,"",string,n,n,n/a,"","","",intake,conditionCheckNote
botgarden_3-1-1,Loan Out,Collector,Voucher Information,"",string,n,y,n,authority,person/local,"",loanout,collector
botgarden_3-1-1,Loan Out,Voucher date,Voucher Information,"",date,n,n,n/a,"","","",loanout,loanOutDate
botgarden_3-1-1,Loan Out,Voucher collection number,Voucher Information,"",string,n,n,n/a,"","","",loanout,loanOutNumber
botgarden_3-1-1,Loan Out,Sterile,Voucher Information,Phenology,boolean,n,n,n/a,"","","",loanout,sterile
botgarden_3-1-1,Loan Out,Fertile,Voucher Information,Phenology,boolean,n,n,n/a,"","","",loanout,fertile
botgarden_3-1-1,Loan Out,Flowering,Voucher Information,Phenology,boolean,n,n,n/a,"","","",loanout,flowering
