profile,ui_config,display_name,short_identifier,workflow_state,updated,csid,uri,refname,used_by
core,core_9-0-0,Acoustical Properties,acousticalproperties,project,2021-11-18T02:12:36.776Z,d672ed17-4020-48c3-99bd,/vocabularies/d672ed17-4020-48c3-99bd,urn:cspace:core.collectionspace.org:vocabularies:name(acousticalproperties)'Acoustical Properties',not used
core,core_9-0-0,Additional Processes,additionalprocesses,project,2021-11-18T02:12:59.069Z,679d61b1-87fd-4c82-b3d6,/vocabularies/679d61b1-87fd-4c82-b3d6,urn:cspace:core.collectionspace.org:vocabularies:name(additionalprocesses)'Additional Processes',not used
core,core_9-0-0,Additional Properties,additionalproperties,project,2021-11-18T02:12:45.449Z,f13cc783-8a64-445b-b427,/vocabularies/f13cc783-8a64-445b-b427,urn:cspace:core.collectionspace.org:vocabularies:name(additionalproperties)'Additional Properties',not used
core,core_9-0-0,Address Types,addresstype,project,2021-11-18T02:12:59.968Z,9e0a70de-99e6-4a61-ac46,/vocabularies/9e0a70de-99e6-4a61-ac46,urn:cspace:core.collectionspace.org:vocabularies:name(addresstype)'Address Types',PLACE: Place Information > Address type; WORK: Work Information > Address type
core,core_9-0-0,Agent Info Type,agentinfotype,project,2023-07-19T20:25:23.800Z,90007b24-db6c-4a74-bc86,/vocabularies/90007b24-db6c-4a74-bc86,urn:cspace:core.collectionspace.org:vocabularies:name(agentinfotype)'Agent Info Type',CITATION: Citation Information > Agent role
core,core_9-0-0,Age Qualifier,agequalifier,project,2021-11-18T02:12:12.311Z,4bef9c42-0664-4f3d-9dc5,/vocabularies/4bef9c42-0664-4f3d-9dc5,urn:cspace:core.collectionspace.org:vocabularies:name(agequalifier)'Age Qualifier',COLLECTIONOBJECT: Object Description Information > Age > Age qualifier
core,core_9-0-0,Annotation Type,annotationtype,project,2023-07-19T19:56:28.312Z,b1fe10b2-6ad5-4705-9e05,/vocabularies/b1fe10b2-6ad5-4705-9e05,urn:cspace:core.collectionspace.org:vocabularies:name(annotationtype)'Annotation Type',COLLECTIONOBJECT: Object Identification Information > Annotation type
core,core_9-0-0,Apparel sizes,apparelsizes,project,2023-09-15T02:58:47.947Z,c7f3a11b-0476-4191-b41c,/vocabularies/c7f3a11b-0476-4191-b41c,urn:cspace:core.collectionspace.org:vocabularies:name(apparelsizes)'Apparel sizes',COLLECTIONOBJECT: Object Description Information > Apparel size
core,core_9-0-0,Approval Group,deaccessionapprovalgroup,project,2023-06-07T17:37:57.979Z,cf1268e8-13ad-455f-8fcc,/vocabularies/cf1268e8-13ad-455f-8fcc,urn:cspace:core.collectionspace.org:vocabularies:name(deaccessionapprovalgroup)'Approval Group',ACQUISITION: Acquisition Information > Approval; INTAKE: Object Entry Information > Approval; LOANIN: Loan In Information > Loan status group; LOANOUT: Loan Out Information > Loan status group; OBJECTEXIT: Deaccession and Disposal Information > Deaccession approval group
core,core_9-0-0,Approval Status,deaccessionapprovalstatus,project,2021-11-18T02:13:00.817Z,96b1ed8b-712b-41c1-8328,/vocabularies/96b1ed8b-712b-41c1-8328,urn:cspace:core.collectionspace.org:vocabularies:name(deaccessionapprovalstatus)'Approval Status',ACQUISITION: Acquisition Information > Approval status; INTAKE: Object Entry Information > Approval status; OBJECTEXIT: Deaccession and Disposal Information > Deaccession approval status
core,core_9-0-0,Artist Presence,artistpresence,project,2022-12-02T21:31:15.503Z,57ba2a7a-def9-423b-8e0f,/vocabularies/57ba2a7a-def9-423b-8e0f,urn:cspace:core.collectionspace.org:vocabularies:name(artistpresence)'Artist Presence',ITERATIONREPORT: Iteration Information > Artist present/represented presence
core,core_9-0-0,Aspect Ratios,aspectratios,project,2022-12-02T21:31:12.002Z,6b5af294-f126-41bc-85a7,/vocabularies/6b5af294-f126-41bc-85a7,urn:cspace:core.collectionspace.org:vocabularies:name(aspectratios)'Aspect Ratios',COLLECTIONOBJECT: Technical Specifications: Audio/Video/Still > Aspect ratio width:height
core,core_9-0-0,Aspect Ratio Types,aspectratiotypes,project,2022-12-02T21:31:12.437Z,b7c5f045-2844-4d99-8715,/vocabularies/b7c5f045-2844-4d99-8715,urn:cspace:core.collectionspace.org:vocabularies:name(aspectratiotypes)'Aspect Ratio Types',COLLECTIONOBJECT: Technical Specifications: Audio/Video/Still > Aspect ratio type
core,core_9-0-0,Assigned Significance,assignedsignificance,project,2022-12-02T21:30:59.890Z,9936a720-fc1f-4ae5-af38,/vocabularies/9936a720-fc1f-4ae5-af38,urn:cspace:core.collectionspace.org:vocabularies:name(assignedsignificance)'Assigned Significance',COLLECTIONOBJECT: Object Identification Information > Object significance level
core,core_9-0-0,Associated Authority Relation Types,assocauthorityrelationtype,project,2024-04-24T21:30:33.721Z,b47a59c8-b962-4655-b0f7,/vocabularies/b47a59c8-b962-4655-b0f7,urn:cspace:core.collectionspace.org:vocabularies:name(assocauthorityrelationtype)'Associated Authority Relation Types',CHRONOLOGY: Associated Authorities > Associated person relationship/type; CHRONOLOGY: Associated Authorities > Associated people relationship/type; CHRONOLOGY: Associated Authorities > Associated organization relationship/type; CHRONOLOGY: Associated Authorities > Associated concept relationship/type; CHRONOLOGY: Associated Authorities > Associated place relationship/type; CHRONOLOGY: Associated Authorities > Associated event/era relationship/type; PERSON: Associated Authorities > Associated person relationship/type; PERSON: Associated Authorities > Associated people relationship/type; PERSON: Associated Authorities > Associated organization relationship/type; PERSON: Associated Authorities > Associated concept relationship/type; PERSON: Associated Authorities > Associated place relationship/type; PERSON: Associated Authorities > Associated event/era relationship/type; PLACE: Associated Authorities > Associated person relationship/type; PLACE: Associated Authorities > Associated people relationship/type; PLACE: Associated Authorities > Associated organization relationship/type; PLACE: Associated Authorities > Associated concept relationship/type; PLACE: Associated Authorities > Associated place relationship/type; PLACE: Associated Authorities > Associated event/era relationship/type
core,core_9-0-0,Audio Preferences,audiopreferences,project,2022-12-02T21:31:11.742Z,9bbd9016-0de6-4e59-b290,/vocabularies/9bbd9016-0de6-4e59-b290,urn:cspace:core.collectionspace.org:vocabularies:name(audiopreferences)'Audio Preferences',COLLECTIONOBJECT: Technical Specifications: Audio/Video/Still > Audio preference
core,core_9-0-0,Audio Types,audiotypes,project,2022-12-02T21:31:11.048Z,8472d554-4965-4a9d-b2bf,/vocabularies/8472d554-4965-4a9d-b2bf,urn:cspace:core.collectionspace.org:vocabularies:name(audiotypes)'Audio Types',COLLECTIONOBJECT: Technical Specifications: Audio/Video/Still > Audio type
core,core_9-0-0,Audio/Video Attribute Units,avattributeunits,project,2022-12-02T21:31:20.489Z,6f9b6ce6-c246-4d26-9a08,/vocabularies/6f9b6ce6-c246-4d26-9a08,urn:cspace:core.collectionspace.org:vocabularies:name(avattributeunits)'Audio/Video Attribute Units',COLLECTIONOBJECT: Technical Specifications: Audio/Video/Still > AV technical attribute unit
core,core_9-0-0,Audio/Video Technical Attributes,avattributes,project,2022-12-02T21:31:19.871Z,849d118f-3ef3-4111-a411,/vocabularies/849d118f-3ef3-4111-a411,urn:cspace:core.collectionspace.org:vocabularies:name(avattributes)'Audio/Video Technical Attributes',COLLECTIONOBJECT: Technical Specifications: Audio/Video/Still > AV technical attribute
core,core_9-0-0,castingprocesses,castingprocesses,project,2021-11-18T02:12:48.581Z,8aef1998-a746-4a9a-a613,/vocabularies/8aef1998-a746-4a9a-a613,urn:cspace:core.collectionspace.org:vocabularies:name(castingprocesses)'castingprocesses',not used
core,core_9-0-0,Checksum Types,checksumtypes,project,2022-12-02T21:31:22.750Z,09e34d9f-d6ba-4c60-9280,/vocabularies/09e34d9f-d6ba-4c60-9280,urn:cspace:core.collectionspace.org:vocabularies:name(checksumtypes)'Checksum Types',COLLECTIONOBJECT: Object Identification Information > Checksum type; MEDIA: Media Handling Information > Checksum type
core,core_9-0-0,Chroma Subsampling,chromasubsampling,project,2022-12-02T21:31:22.021Z,9f9f1f86-debe-493a-b37c,/vocabularies/9f9f1f86-debe-493a-b37c,urn:cspace:core.collectionspace.org:vocabularies:name(chromasubsampling)'Chroma Subsampling',COLLECTIONOBJECT: Technical Specifications: Audio/Video/Still > Chroma subsampling
core,core_9-0-0,Chronology Authority Types,chronologytypes,project,2023-09-15T02:58:47.682Z,9ddc9d30-d3b5-491a-bab6,/vocabularies/9ddc9d30-d3b5-491a-bab6,urn:cspace:core.collectionspace.org:vocabularies:name(chronologytypes)'Chronology Authority Types',CHRONOLOGY: Chronology Information > Chronology type
core,core_9-0-0,Chronology Historical Status,chronologyhistoricalstatus,project,2023-10-11T12:49:06.333Z,d12e9c09-35d1-4de4-8a0c,/vocabularies/d12e9c09-35d1-4de4-8a0c,urn:cspace:core.collectionspace.org:vocabularies:name(chronologyhistoricalstatus)'Chronology Historical Status',CHRONOLOGY: Chronology Information > Term historical status
core,core_9-0-0,Chronology Term Flag,chronologytermflag,project,2023-09-15T02:58:46.634Z,6b047361-325c-4537-b3a4,/vocabularies/6b047361-325c-4537-b3a4,urn:cspace:core.collectionspace.org:vocabularies:name(chronologytermflag)'Chronology Term Flag',CHRONOLOGY: Chronology Information > Term flag
core,core_9-0-0,Chronology Term Status,chronologytermstatus,project,2023-09-15T02:58:47.020Z,c7d44beb-60ee-4f08-8ebf,/vocabularies/c7d44beb-60ee-4f08-8ebf,urn:cspace:core.collectionspace.org:vocabularies:name(chronologytermstatus)'Chronology Term Status',CHRONOLOGY: Chronology Information > Term status
core,core_9-0-0,Chronology Term Type,chronologytermtype,project,2023-09-15T02:58:46.276Z,e031454c-0690-416f-a793,/vocabularies/e031454c-0690-416f-a793,urn:cspace:core.collectionspace.org:vocabularies:name(chronologytermtype)'Chronology Term Type',CHRONOLOGY: Chronology Information > Term type
core,core_9-0-0,Citation Term Flags,citationtermflag,project,2021-11-18T02:12:24.008Z,41822fa3-b697-4151-84ba,/vocabularies/41822fa3-b697-4151-84ba,urn:cspace:core.collectionspace.org:vocabularies:name(citationtermflag)'Citation Term Flags',CITATION: Citation Information > Term flag
core,core_9-0-0,Citation Term Type,citationtermtype,project,2021-11-18T02:12:15.097Z,64fdc205-de67-4d32-b25b,/vocabularies/64fdc205-de67-4d32-b25b,urn:cspace:core.collectionspace.org:vocabularies:name(citationtermtype)'Citation Term Type',CITATION: Citation Information > Term type
core,core_9-0-0,Collection Method,collectionmethod,project,2023-07-19T20:24:11.911Z,b867f53e-cb5b-4b73-80fb,/vocabularies/b867f53e-cb5b-4b73-80fb,urn:cspace:core.collectionspace.org:vocabularies:name(collectionmethod)'Collection Method',COLLECTIONOBJECT: Object Collection Information > Field collection method; INTAKE: Object Collection Information > Field collection method
core,core_9-0-0,Color Spaces,colorspaces,project,2022-12-02T21:31:12.755Z,9b46107b-551f-4112-8315,/vocabularies/9b46107b-551f-4112-8315,urn:cspace:core.collectionspace.org:vocabularies:name(colorspaces)'Color Spaces',COLLECTIONOBJECT: Technical Specifications: Audio/Video/Still > Color space name
core,core_9-0-0,Color Types,colortypes,project,2022-12-02T21:31:13.206Z,661aa0e4-554b-40bf-abf6,/vocabularies/661aa0e4-554b-40bf-abf6,urn:cspace:core.collectionspace.org:vocabularies:name(colortypes)'Color Types',COLLECTIONOBJECT: Technical Specifications: Audio/Video/Still > Color space type
core,core_9-0-0,Compilers,compilers,project,2022-12-02T21:31:04.822Z,32036b9a-15e4-4042-a171,/vocabularies/32036b9a-15e4-4042-a171,urn:cspace:core.collectionspace.org:vocabularies:name(compilers)'Compilers',COLLECTIONOBJECT: Technical Specifications: Software/Web > Compiler
core,core_9-0-0,Compression Standards,compressionstandards,project,2022-12-02T21:31:09.809Z,aa665fa8-9660-413c-b565,/vocabularies/aa665fa8-9660-413c-b565,urn:cspace:core.collectionspace.org:vocabularies:name(compressionstandards)'Compression Standards',COLLECTIONOBJECT: Technical Specifications: Audio/Video/Still > File codec compression standard
core,core_9-0-0,Concept Term Flags,concepttermflag,project,2021-11-18T02:12:24.320Z,1a730079-996c-41e9-9456,/vocabularies/1a730079-996c-41e9-9456,urn:cspace:core.collectionspace.org:vocabularies:name(concepttermflag)'Concept Term Flags',CONCEPT: Concept Information > Term flag
core,core_9-0-0,Concept Types,concepttype,project,2022-04-28T20:15:45.238Z,05f64a22-132b-4994-9c54,/vocabularies/05f64a22-132b-4994-9c54,urn:cspace:core.collectionspace.org:vocabularies:name(concepttype)'Concept Types',CONCEPT: Concept Information > Concept type
core,core_9-0-0,Condition Check Method,conditioncheckmethod,project,2021-11-18T02:12:10.253Z,06a3944b-e99c-4149-9acc,/vocabularies/06a3944b-e99c-4149-9acc,urn:cspace:core.collectionspace.org:vocabularies:name(conditioncheckmethod)'Condition Check Method',INTAKE: Condition Check Information > Condition check method
core,core_9-0-0,Condition Check Reason,conditioncheckreason,project,2021-11-18T02:12:10.771Z,185b9c34-9484-4597-93a6,/vocabularies/185b9c34-9484-4597-93a6,urn:cspace:core.collectionspace.org:vocabularies:name(conditioncheckreason)'Condition Check Reason',INTAKE: Condition Check Information > Condition check reason
core,core_9-0-0,Condition Fitness,conditionfitness,project,2021-11-18T02:12:09.893Z,8fb653a1-41f8-4647-a307,/vocabularies/8fb653a1-41f8-4647-a307,urn:cspace:core.collectionspace.org:vocabularies:name(conditionfitness)'Condition Fitness',INTAKE: Location Information > Current location fitness
core,core_9-0-0,Connection Type,connectiontype,project,2022-12-02T21:31:07.261Z,737153ab-2c65-47eb-a5fa,/vocabularies/737153ab-2c65-47eb-a5fa,urn:cspace:core.collectionspace.org:vocabularies:name(connectiontype)'Connection Type',COLLECTIONOBJECT: Technical Specifications: Software/Web > Network connection type
core,core_9-0-0,Conservation Status,conservationstatus,project,2022-11-28T19:13:37.194Z,32fecb16-2377-49f6-966d,/vocabularies/32fecb16-2377-49f6-966d,urn:cspace:core.collectionspace.org:vocabularies:name(conservationstatus)'Conservation Status',CONSERVATION: Conservation Treatment Information > Procedural status
core,core_9-0-0,Contact Person Roles,contactrole,project,2021-11-18T02:13:01.912Z,02f9a484-f18b-48b0-910b,/vocabularies/02f9a484-f18b-48b0-910b,urn:cspace:core.collectionspace.org:vocabularies:name(contactrole)'Contact Person Roles',ORGANIZATION: Organization Information > Contact role
core,core_9-0-0,Contact Person Statuses,contactstatus,project,2021-11-18T02:13:02.220Z,4bb908d0-c4f2-43ef-a0df,/vocabularies/4bb908d0-c4f2-43ef-a0df,urn:cspace:core.collectionspace.org:vocabularies:name(contactstatus)'Contact Person Statuses',ORGANIZATION: Organization Information > Contact status
core,core_9-0-0,Credential Type,credentialtype,project,2022-12-02T21:31:02.231Z,bc61612a-376a-4319-b1f1,/vocabularies/bc61612a-376a-4319-b1f1,urn:cspace:core.collectionspace.org:vocabularies:name(credentialtype)'Credential Type',COLLECTIONOBJECT: Object Identification Information > Credential type
core,core_9-0-0,Date Certainty,datecertainty,project,2021-11-18T02:12:12.614Z,b7593433-208a-429d-81af,/vocabularies/b7593433-208a-429d-81af,urn:cspace:core.collectionspace.org:vocabularies:name(datecertainty)'Date Certainty',ACQUISITION: Acquisition Information > acquisitions_common.accessionDateGroup > ; ACQUISITION: Acquisition Information > acquisitions_common.accessionDateGroup > ; ACQUISITION: Acquisition Information > acquisitions_common.acquisitionDateGroup > ; ACQUISITION: Acquisition Information > acquisitions_common.acquisitionDateGroup > ; CITATION: Citation Information > citations_common.publicationDate > ; CITATION: Citation Information > citations_common.publicationDate > ; CITATION: Citation Information > citations_common.captureDate > ; CITATION: Citation Information > citations_common.captureDate > ; CHRONOLOGY: Chronology Information > chronologies_common.primaryDateRangeStructuredDateGroup > ; CHRONOLOGY: Chronology Information > chronologies_common.primaryDateRangeStructuredDateGroup > ; CHRONOLOGY: Alternative Date Information > chronologies_common.altDateRangeStructuredDateGroup > ; CHRONOLOGY: Alternative Date Information > chronologies_common.altDateRangeStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocPersonStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocPersonStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocPeopleStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocPeopleStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocOrganizationStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocOrganizationStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocConceptStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocConceptStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocPlaceStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocPlaceStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocChronologyStructuredDateGroup > ; CHRONOLOGY: Associated Authorities > ext.associatedAuthority.assocChronologyStructuredDateGroup > ; COLLECTIONOBJECT: Object Description Information > Content > collectionobjects_common.contentDateGroup > ; COLLECTIONOBJECT: Object Description Information > Content > collectionobjects_common.contentDateGroup > ; COLLECTIONOBJECT: Object Description Information > Textual Inscription > collectionobjects_common.inscriptionContentDateGroup > ; COLLECTIONOBJECT: Object Description Information > Textual Inscription > collectionobjects_common.inscriptionContentDateGroup > ; COLLECTIONOBJECT: Object Description Information > Non-Textual Inscription > collectionobjects_common.inscriptionDescriptionDateGroup > ; COLLECTIONOBJECT: Object Description Information > Non-Textual Inscription > collectionobjects_common.inscriptionDescriptionDateGroup > ; COLLECTIONOBJECT: Object Production Information > collectionobjects_common.objectProductionDateGroup > ; COLLECTIONOBJECT: Object Production Information > collectionobjects_common.objectProductionDateGroup > ; COLLECTIONOBJECT: Object History and Association Information > Associations > collectionobjects_common.assocStructuredDateGroup > ; COLLECTIONOBJECT: Object History and Association Information > Associations > collectionobjects_common.assocStructuredDateGroup > ; COLLECTIONOBJECT: Object History and Association Information > collectionobjects_common.ownershipDateGroup > ; COLLECTIONOBJECT: Object History and Association Information > collectionobjects_common.ownershipDateGroup > ; COLLECTIONOBJECT: Object Collection Information > collectionobjects_common.fieldCollectionDateGroup > ; COLLECTIONOBJECT: Object Collection Information > collectionobjects_common.fieldCollectionDateGroup > ; EXHIBITION: Exhibition Information > exhibitions_common.galleryRotationStartDateGroup > ; EXHIBITION: Exhibition Information > exhibitions_common.galleryRotationStartDateGroup > ; EXHIBITION: Exhibition Information > exhibitions_common.galleryRotationEndDateGroup > ; EXHIBITION: Exhibition Information > exhibitions_common.galleryRotationEndDateGroup > ; MEDIA: Media Handling Information > media_common.dateGroup > ; MEDIA: Media Handling Information > media_common.dateGroup > ; OBJECTEXIT: Object Exit Information > objectexit_common.exitDateGroup > ; OBJECTEXIT: Object Exit Information > objectexit_common.exitDateGroup > ; ORGANIZATION: Organization Information > organizations_common.foundingDateGroup > ; ORGANIZATION: Organization Information > organizations_common.foundingDateGroup > ; ORGANIZATION: Organization Information > organizations_common.dissolutionDateGroup > ; ORGANIZATION: Organization Information > organizations_common.dissolutionDateGroup > ; ORGANIZATION: Organization Information > organizations_common.contactDateGroup > ; ORGANIZATION: Organization Information > organizations_common.contactDateGroup > ; ORGANIZATION: Organization Information > organizations_common.contactEndDateGroup > ; ORGANIZATION: Organization Information > organizations_common.contactEndDateGroup > ; PERSON: Person Information > persons_common.birthDateGroup > ; PERSON: Person Information > persons_common.birthDateGroup > ; PERSON: Person Information > persons_common.deathDateGroup > ; PERSON: Person Information > persons_common.deathDateGroup > ; PERSON: Maker-Supplied Identity Information > persons_common.suppliedStructuredBirthDateGroup > ; PERSON: Maker-Supplied Identity Information > persons_common.suppliedStructuredBirthDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocPersonStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocPersonStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocPeopleStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocPeopleStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocOrganizationStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocOrganizationStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocConceptStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocConceptStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocPlaceStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocPlaceStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocChronologyStructuredDateGroup > ; PERSON: Associated Authorities > ext.associatedAuthority.assocChronologyStructuredDateGroup > ; PLACE: Place Information > places_common.nameDateGroup > ; PLACE: Place Information > places_common.nameDateGroup > ; PLACE: Place Information > places_common.ownershipDateGroup > ; PLACE: Place Information > places_common.ownershipDateGroup > ; PLACE: Georeference Information > places_common.geoRefDateGroup > ; PLACE: Georeference Information > places_common.geoRefDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocPersonStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocPersonStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocPeopleStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocPeopleStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocOrganizationStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocOrganizationStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocConceptStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocConceptStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocPlaceStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocPlaceStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocChronologyStructuredDateGroup > ; PLACE: Associated Authorities > ext.associatedAuthority.assocChronologyStructuredDateGroup > ; WORK: Work Information > works_common.workDateGroup > ; WORK: Work Information > works_common.workDateGroup > 
