profile,ui_config,display_name,short_identifier,workflow_state,updated,csid,uri,refname,used_by
bonsai,bonsai_6-0-0,Organization Types,organizationtype,project,2021-11-18T01:57:33.759Z,634da2ab-2c08-48f0-b126,/vocabularies/634da2ab-2c08-48f0-b126,urn:cspace:bonsai.collectionspace.org:vocabularies:name(organizationtype)'Organization Types',ORGANIZATION: Organization Information > Organization type
bonsai,bonsai_6-0-0,Other Party Role,otherpartyrole,project,2021-11-18T01:57:32.121Z,62b2d0db-989f-45df-afee,/vocabularies/62b2d0db-989f-45df-afee,urn:cspace:bonsai.collectionspace.org:vocabularies:name(otherpartyrole)'Other Party Role',CONSERVATION: Conservation Treatment Information > Other treatment party role
bonsai,bonsai_6-0-0,Person Term Flags,persontermflag,project,2021-11-18T01:57:35.673Z,ee177cba-92b5-4a64-b60f,/vocabularies/ee177cba-92b5-4a64-b60f,urn:cspace:bonsai.collectionspace.org:vocabularies:name(persontermflag)'Person Term Flags',PERSON: Person Information > Term flag
bonsai,bonsai_6-0-0,personTermType,persontermtype,project,2021-11-18T01:57:22.018Z,e42fab06-0030-4470-b7c5,/vocabularies/e42fab06-0030-4470-b7c5,urn:cspace:bonsai.collectionspace.org:vocabularies:name(persontermtype)'personTermType',PERSON: Person Information > Term type
bonsai,bonsai_6-0-0,Pest or disease observed,pestordiseaseobserved,project,2021-11-18T01:56:54.545Z,b7b00389-d444-4399-b7a4,/vocabularies/b7b00389-d444-4399-b7a4,urn:cspace:bonsai.collectionspace.org:vocabularies:name(pestordiseaseobserved)'Pest or disease observed',CONSERVATION: Living Plant Information > Pest and Disease > Pest/disease observed
bonsai,bonsai_6-0-0,Place Term Flags,placetermflag,project,2021-11-18T01:57:35.913Z,8bd74c21-1b20-4790-bae1,/vocabularies/8bd74c21-1b20-4790-bae1,urn:cspace:bonsai.collectionspace.org:vocabularies:name(placetermflag)'Place Term Flags',PLACE: Place Information > Term flag
bonsai,bonsai_6-0-0,Programming Languages,programminglanguage,project,2022-12-02T21:27:49.844Z,ba5d3933-6ff0-43ff-9a8c,/vocabularies/ba5d3933-6ff0-43ff-9a8c,urn:cspace:bonsai.collectionspace.org:vocabularies:name(programminglanguage)'Programming Languages',not used
bonsai,bonsai_6-0-0,Publishing Destination,publishto,project,2021-11-18T01:57:09.231Z,7a96534f-ea83-4993-847c,/vocabularies/7a96534f-ea83-4993-847c,urn:cspace:bonsai.collectionspace.org:vocabularies:name(publishto)'Publishing Destination',COLLECTIONOBJECT: Object Identification Information > Publish to; EXHIBITION: Exhibition Information > Publish to; MEDIA: Media Handling Information > Publish to
bonsai,bonsai_6-0-0,Rapid Prototyping Processes,rapidprototypingprocesses,project,2021-11-18T01:58:05.912Z,13ea5703-0957-433a-a29a,/vocabularies/13ea5703-0957-433a-a29a,urn:cspace:bonsai.collectionspace.org:vocabularies:name(rapidprototypingprocesses)'Rapid Prototyping Processes',not used
bonsai,bonsai_6-0-0,Recycled Content Qualifiers,recycledcontentqualifiers,project,2021-11-18T01:57:58.186Z,aa3335a7-1a01-4500-95b8,/vocabularies/aa3335a7-1a01-4500-95b8,urn:cspace:bonsai.collectionspace.org:vocabularies:name(recycledcontentqualifiers)'Recycled Content Qualifiers',not used
bonsai,bonsai_6-0-0,Relation Type,relationtypetype,project,2021-11-18T01:57:27.544Z,13ace44b-d842-4a11-934e,/vocabularies/13ace44b-d842-4a11-934e,urn:cspace:bonsai.collectionspace.org:vocabularies:name(relationtypetype)'Relation Type',CITATION: Citation Information > Related term type
bonsai,bonsai_6-0-0,Resource ID Type,resourceidtype,project,2021-11-18T01:57:26.955Z,3a928758-3355-4fcc-a8ba,/vocabularies/3a928758-3355-4fcc-a8ba,urn:cspace:bonsai.collectionspace.org:vocabularies:name(resourceidtype)'Resource ID Type',CITATION: Citation Information > Resource identifier type
bonsai,bonsai_6-0-0,Rights In Restriction,rightsinrestriction,project,2022-12-02T21:28:18.013Z,e82caa96-bd97-4b0c-98a6,/vocabularies/e82caa96-bd97-4b0c-98a6,urn:cspace:bonsai.collectionspace.org:vocabularies:name(rightsinrestriction)'Rights In Restriction',not used
bonsai,bonsai_6-0-0,Rights In Type,rightsin,project,2022-12-02T21:28:17.754Z,f508f70e-4c2a-4f26-b5e8,/vocabularies/f508f70e-4c2a-4f26-b5e8,urn:cspace:bonsai.collectionspace.org:vocabularies:name(rightsin)'Rights In Type',not used
bonsai,bonsai_6-0-0,Rights Type,rightstype,project,2022-12-02T21:28:15.865Z,03310477-7cef-4f9d-a24b,/vocabularies/03310477-7cef-4f9d-a24b,urn:cspace:bonsai.collectionspace.org:vocabularies:name(rightstype)'Rights Type',not used
bonsai,bonsai_6-0-0,Security Requirements,securityrequirements,project,2022-12-02T21:28:05.898Z,052394df-5499-4166-80c7,/vocabularies/052394df-5499-4166-80c7,urn:cspace:bonsai.collectionspace.org:vocabularies:name(securityrequirements)'Security Requirements',not used
bonsai,bonsai_6-0-0,Sensorial Properties,sensorialproperties,project,2021-11-18T01:57:53.630Z,11a1d050-469d-43f1-a46a,/vocabularies/11a1d050-469d-43f1-a46a,urn:cspace:bonsai.collectionspace.org:vocabularies:name(sensorialproperties)'Sensorial Properties',not used
bonsai,bonsai_6-0-0,Significance Assigned By,significanceassignedby,project,2022-12-02T21:27:47.041Z,9d88fccb-795d-4b43-9535,/vocabularies/9d88fccb-795d-4b43-9535,urn:cspace:bonsai.collectionspace.org:vocabularies:name(significanceassignedby)'Significance Assigned By',not used
bonsai,bonsai_6-0-0,Smart Material Properties,smartmaterialproperties,project,2021-11-18T01:57:54.903Z,719839ae-816c-43aa-93a8,/vocabularies/719839ae-816c-43aa-93a8,urn:cspace:bonsai.collectionspace.org:vocabularies:name(smartmaterialproperties)'Smart Material Properties',not used
bonsai,bonsai_6-0-0,Software Libraries,softwarelibraries,project,2022-12-02T21:27:52.763Z,871d7201-9543-4b81-be03,/vocabularies/871d7201-9543-4b81-be03,urn:cspace:bonsai.collectionspace.org:vocabularies:name(softwarelibraries)'Software Libraries',not used
bonsai,bonsai_6-0-0,Software/Web Attributes,softwareattributes,project,2022-12-02T21:28:06.513Z,62cba772-f003-4fae-87d1,/vocabularies/62cba772-f003-4fae-87d1,urn:cspace:bonsai.collectionspace.org:vocabularies:name(softwareattributes)'Software/Web Attributes',not used
bonsai,bonsai_6-0-0,Software/Web Attribute Units,softwareattributeunits,project,2022-12-02T21:28:06.877Z,f2d4a74e-4ea4-433d-b2c8,/vocabularies/f2d4a74e-4ea4-433d-b2c8,urn:cspace:bonsai.collectionspace.org:vocabularies:name(softwareattributeunits)'Software/Web Attribute Units',not used
bonsai,bonsai_6-0-0,Soil Mix,soilmix,project,2021-11-18T01:56:55.597Z,223df6f2-96fb-4c5a-b0fe,/vocabularies/223df6f2-96fb-4c5a-b0fe,urn:cspace:bonsai.collectionspace.org:vocabularies:name(soilmix)'Soil Mix',CONSERVATION: Living Plant Information > Repotting > Repotting soil mix
bonsai,bonsai_6-0-0,Standard Currency,currency,project,2021-11-18T01:57:14.882Z,c7d13fdd-bcec-4ba3-80fd,/vocabularies/c7d13fdd-bcec-4ba3-80fd,urn:cspace:bonsai.collectionspace.org:vocabularies:name(currency)'Standard Currency',ACQUISITION: Acquisition Information > Price Information > Group purchase price > Group purchase price currency; ACQUISITION: Acquisition Information > Price Information > Object offer price > Object offer price currency; ACQUISITION: Acquisition Information > Price Information > Object purchaser offer price > Object purchaser offer price currency; ACQUISITION: Acquisition Information > Price Information > Object purchase price > Object purchase price currency; ACQUISITION: Acquisition Information > Price Information > Original object purchase price > Original object purchase price currency; ACQUISITION: Acquisition Information > Funding currency; COLLECTIONOBJECT: Object History and Association Information > Ownership exchange > Ownership exchange price currency; INSURANCE: Insurance and Indemnity Information > Insurance/indemnity price > Insurance/indemnity price currency; INSURANCE: Insurance and Indemnity Information > Minimum liability price > Minimum liability price currency; INSURANCE: Insurance and Indemnity Information > Quote currency; OBJECTEXIT: Deaccession and Disposal Information > Disposal > Disposal currency; OBJECTEXIT: Deaccession and Disposal Information > Group disposal > Group disposal currency; TRANSPORT: Cost Information > Final shipping cost > Final shipping cost currency; TRANSPORT: Cost Information > Declared value for customs > Declared value for customs currency; TRANSPORT: Cost Information > Customs fee > Customs fee currency; TRANSPORT: Cost Information > Additional cost currency; TRANSPORT: Cost Information > Shipping quote currency; UOC: Use of Collections Information > Fee currency; VALUATION: Object Valuation Information > Amount currency
bonsai,bonsai_6-0-0,Standardized Right Statement,standardizedrightstatement,project,2022-12-02T21:28:16.383Z,ad627fbc-896c-4dde-ba20,/vocabularies/ad627fbc-896c-4dde-ba20,urn:cspace:bonsai.collectionspace.org:vocabularies:name(standardizedrightstatement)'Standardized Right Statement',not used
bonsai,bonsai_6-0-0,Style of pot,potstyle,project,2021-11-18T01:56:57.313Z,7a98dd15-5920-4f1c-9410,/vocabularies/7a98dd15-5920-4f1c-9410,urn:cspace:bonsai.collectionspace.org:vocabularies:name(potstyle)'Style of pot',COLLECTIONOBJECT: Object Description Information > Pot style
bonsai,bonsai_6-0-0,Supplied Ethnicity,suppliedethnicity,project,2022-12-02T21:28:14.223Z,88998de9-bb43-4b1d-b5e9,/vocabularies/88998de9-bb43-4b1d-b5e9,urn:cspace:bonsai.collectionspace.org:vocabularies:name(suppliedethnicity)'Supplied Ethnicity',PERSON: Maker-Supplied Identity Information > Ethnicity supplied
bonsai,bonsai_6-0-0,Supplied Gender,suppliedgender,project,2022-12-02T21:28:11.018Z,b405d2f2-b07d-4804-88fd,/vocabularies/b405d2f2-b07d-4804-88fd,urn:cspace:bonsai.collectionspace.org:vocabularies:name(suppliedgender)'Supplied Gender',PERSON: Maker-Supplied Identity Information > Gender supplied
bonsai,bonsai_6-0-0,Supplied Pronoun,suppliedpronoun,project,2022-12-02T21:28:12.749Z,a9f22d63-7016-40be-969e,/vocabularies/a9f22d63-7016-40be-969e,urn:cspace:bonsai.collectionspace.org:vocabularies:name(suppliedpronoun)'Supplied Pronoun',PERSON: Maker-Supplied Identity Information > Pronoun supplied
bonsai,bonsai_6-0-0,Supplied Race,suppliedrace,project,2022-12-02T21:28:13.369Z,abd9c24c-19a3-47bc-828f,/vocabularies/abd9c24c-19a3-47bc-828f,urn:cspace:bonsai.collectionspace.org:vocabularies:name(suppliedrace)'Supplied Race',PERSON: Maker-Supplied Identity Information > Race supplied
bonsai,bonsai_6-0-0,Supplied Sexuality,suppliedsexuality,project,2022-12-02T21:28:14.898Z,b691a27e-21d9-4d1e-bc34,/vocabularies/b691a27e-21d9-4d1e-bc34,urn:cspace:bonsai.collectionspace.org:vocabularies:name(suppliedsexuality)'Supplied Sexuality',PERSON: Maker-Supplied Identity Information > Sexuality supplied
bonsai,bonsai_6-0-0,Surfacing Processes,surfacingprocesses,project,2021-11-18T01:58:07.132Z,6819b666-e43c-479e-8a99,/vocabularies/6819b666-e43c-479e-8a99,urn:cspace:bonsai.collectionspace.org:vocabularies:name(surfacingprocesses)'Surfacing Processes',not used
bonsai,bonsai_6-0-0,Taxon Term Flags,taxontermflag,project,2021-11-18T01:57:36.311Z,aab4c077-f256-4a93-8e48,/vocabularies/aab4c077-f256-4a93-8e48,urn:cspace:bonsai.collectionspace.org:vocabularies:name(taxontermflag)'Taxon Term Flags',TAXON: Taxonomic Name Information > Term flag
bonsai,bonsai_6-0-0,Taxon Types,taxontype,project,2021-11-18T01:57:34.196Z,3dfcd49e-0dbe-4c07-a1b7,/vocabularies/3dfcd49e-0dbe-4c07-a1b7,urn:cspace:bonsai.collectionspace.org:vocabularies:name(taxontype)'Taxon Types',not used
bonsai,bonsai_6-0-0,Technical Setup Type,techsetuptype,project,2022-12-02T21:28:04.324Z,b9a2876c-4be0-4c02-b40f,/vocabularies/b9a2876c-4be0-4c02-b40f,urn:cspace:bonsai.collectionspace.org:vocabularies:name(techsetuptype)'Technical Setup Type',not used
bonsai,bonsai_6-0-0,Transport Additional Cost Type,transportadditionalcosttype,project,2022-11-03T13:22:24.046Z,78e2bdb9-1f34-4313-add5,/vocabularies/78e2bdb9-1f34-4313-add5,urn:cspace:bonsai.collectionspace.org:vocabularies:name(transportadditionalcosttype)'Transport Additional Cost Type',TRANSPORT: Cost Information > Additional cost type
bonsai,bonsai_6-0-0,Transport Cost Responsbile Party,transportresponsibleparty,project,2021-11-18T01:58:14.395Z,a4634a5d-5e3e-482c-a807,/vocabularies/a4634a5d-5e3e-482c-a807,urn:cspace:bonsai.collectionspace.org:vocabularies:name(transportresponsibleparty)'Transport Cost Responsbile Party',TRANSPORT: Cost Information > Transport cost responsible party; TRANSPORT: Cost Information > Insurance/indemnity cost responsible party
bonsai,bonsai_6-0-0,Transport Cost Type,transportcosttype,project,2021-11-18T01:58:14.116Z,d9e1018b-7937-4650-a1b4,/vocabularies/d9e1018b-7937-4650-a1b4,urn:cspace:bonsai.collectionspace.org:vocabularies:name(transportcosttype)'Transport Cost Type',TRANSPORT: Cost Information > Transport cost type
bonsai,bonsai_6-0-0,Treatment Performed,treatmentperformed,project,2021-11-18T01:57:00.336Z,b2e967fd-1e2a-4585-b524,/vocabularies/b2e967fd-1e2a-4585-b524,urn:cspace:bonsai.collectionspace.org:vocabularies:name(treatmentperformed)'Treatment Performed',CONSERVATION: Conservation Treatment Information > Treatment performed
bonsai,bonsai_6-0-0,Treatment Purpose,treatmentpurpose,project,2021-11-18T01:57:31.170Z,1b762ab3-96b8-463b-8c51,/vocabularies/1b762ab3-96b8-463b-8c51,urn:cspace:bonsai.collectionspace.org:vocabularies:name(treatmentpurpose)'Treatment Purpose',CONSERVATION: Conservation Treatment Information > Treatment purpose
bonsai,bonsai_6-0-0,Type of tree,treetype,project,2021-11-18T01:57:01.756Z,7a3691ad-3cf4-455f-968d,/vocabularies/7a3691ad-3cf4-455f-968d,urn:cspace:bonsai.collectionspace.org:vocabularies:name(treetype)'Type of tree',COLLECTIONOBJECT: Object Description Information > Tree type
bonsai,bonsai_6-0-0,Use of Collections Authorization Statuses,uocauthorizationstatuses,project,2021-11-18T01:57:08.657Z,9982b131-256e-4477-9979,/vocabularies/9982b131-256e-4477-9979,urn:cspace:bonsai.collectionspace.org:vocabularies:name(uocauthorizationstatuses)'Use of Collections Authorization Statuses',UOC: Use of Collections Information > Authorization status
bonsai,bonsai_6-0-0,Use of Collections Material Types,uocmaterialtypes,project,2021-11-18T01:58:12.670Z,6d6e162a-e51c-44f3-9fce,/vocabularies/6d6e162a-e51c-44f3-9fce,urn:cspace:bonsai.collectionspace.org:vocabularies:name(uocmaterialtypes)'Use of Collections Material Types',UOC: Use of Collections Information > Material type
bonsai,bonsai_6-0-0,Use of Collections Methods,uocmethods,project,2021-11-18T01:57:06.363Z,d6e48a1c-1bd8-4e2b-b921,/vocabularies/d6e48a1c-1bd8-4e2b-b921,urn:cspace:bonsai.collectionspace.org:vocabularies:name(uocmethods)'Use of Collections Methods',UOC: Use of Collections Information > Method
bonsai,bonsai_6-0-0,Use of Collections Project Identification Numbers,uocprojectid,project,2021-11-18T01:58:13.744Z,afa566f9-6d8d-4ef8-8abe,/vocabularies/afa566f9-6d8d-4ef8-8abe,urn:cspace:bonsai.collectionspace.org:vocabularies:name(uocprojectid)'Use of Collections Project Identification Numbers',UOC: Use of Collections Information > Project ID
bonsai,bonsai_6-0-0,Use of Collections Staff Roles,uocstaffroles,project,2021-11-18T01:58:12.372Z,a667d311-e9c7-49d7-8605,/vocabularies/a667d311-e9c7-49d7-8605,urn:cspace:bonsai.collectionspace.org:vocabularies:name(uocstaffroles)'Use of Collections Staff Roles',UOC: Use of Collections Information > Staff role
bonsai,bonsai_6-0-0,Use of Collections Subcollections,uocsubcollections,project,2021-11-18T01:58:13.807Z,1a17a41d-2c48-4fbf-86bd,/vocabularies/1a17a41d-2c48-4fbf-86bd,urn:cspace:bonsai.collectionspace.org:vocabularies:name(uocsubcollections)'Use of Collections Subcollections',UOC: Use of Collections Information > Subcollection
bonsai,bonsai_6-0-0,Use of Collections Types,uoccollectiontypes,project,2021-11-18T01:58:12.075Z,4a3b6830-1c73-4417-952b,/vocabularies/4a3b6830-1c73-4417-952b,urn:cspace:bonsai.collectionspace.org:vocabularies:name(uoccollectiontypes)'Use of Collections Types',UOC: Use of Collections Information > Collection type
bonsai,bonsai_6-0-0,Use of Collections User Roles,uocuserroles,project,2021-11-18T01:57:07.950Z,474a284a-7f81-4bb3-aa33,/vocabularies/474a284a-7f81-4bb3-aa33,urn:cspace:bonsai.collectionspace.org:vocabularies:name(uocuserroles)'Use of Collections User Roles',UOC: Use of Collections Information > User role
bonsai,bonsai_6-0-0,Use of Collections User Types,uocusertypes,project,2021-11-18T01:57:06.946Z,42ca61a7-3ec6-4e57-80e9,/vocabularies/42ca61a7-3ec6-4e57-80e9,urn:cspace:bonsai.collectionspace.org:vocabularies:name(uocusertypes)'Use of Collections User Types',UOC: Use of Collections Information > User institution role
bonsai,bonsai_6-0-0,Use Restriction,userestriction,project,2022-12-02T21:28:15.523Z,f27d5a90-6266-421d-83d3,/vocabularies/f27d5a90-6266-421d-83d3,urn:cspace:bonsai.collectionspace.org:vocabularies:name(userestriction)'Use Restriction',PERSON: Maker-Supplied Identity Information > Pronoun supplied use restriction; PERSON: Maker-Supplied Identity Information > Gender supplied use restriction; PERSON: Maker-Supplied Identity Information > Race supplied use restriction; PERSON: Maker-Supplied Identity Information > Ethnicity supplied use restriction; PERSON: Maker-Supplied Identity Information > Sexuality supplied use restriction; PERSON: Maker-Supplied Identity Information > Birth place supplied use restriction; PERSON: Maker-Supplied Identity Information > Birth date supplied use restriction; PERSON: Maker-Supplied Identity Information > Other information use restriction
bonsai,bonsai_6-0-0,Utilized Software,utilizedsoftware,project,2022-12-02T21:27:51.278Z,76bc5c03-9163-4d5f-b550,/vocabularies/76bc5c03-9163-4d5f-b550,urn:cspace:bonsai.collectionspace.org:vocabularies:name(utilizedsoftware)'Utilized Software',not used
bonsai,bonsai_6-0-0,Variable Media Component Status,vmcomponentstatus,project,2022-12-02T21:27:47.339Z,d4b27cbd-9e11-423d-8d87,/vocabularies/d4b27cbd-9e11-423d-8d87,urn:cspace:bonsai.collectionspace.org:vocabularies:name(vmcomponentstatus)'Variable Media Component Status',not used
bonsai,bonsai_6-0-0,Web Browsers,webbrowsers,project,2022-12-02T21:27:52.074Z,5e85ce36-975c-4f22-b516,/vocabularies/5e85ce36-975c-4f22-b516,urn:cspace:bonsai.collectionspace.org:vocabularies:name(webbrowsers)'Web Browsers',not used
bonsai,bonsai_6-0-0,Work Creator Type,workcreatortype,project,2021-11-18T01:57:23.087Z,2a89baad-f860-41a7-b233,/vocabularies/2a89baad-f860-41a7-b233,urn:cspace:bonsai.collectionspace.org:vocabularies:name(workcreatortype)'Work Creator Type',WORK: Work Information > Creator type
bonsai,bonsai_6-0-0,Work Publisher Type,workpublishertype,project,2021-11-18T01:57:24.087Z,5a88316d-9f43-4896-b1c4,/vocabularies/5a88316d-9f43-4896-b1c4,urn:cspace:bonsai.collectionspace.org:vocabularies:name(workpublishertype)'Work Publisher Type',WORK: Work Information > Publisher type
bonsai,bonsai_6-0-0,Work Term Flags,worktermflag,project,2021-11-18T01:57:36.728Z,d3e02fc1-7c8e-4a37-8d81,/vocabularies/d3e02fc1-7c8e-4a37-8d81,urn:cspace:bonsai.collectionspace.org:vocabularies:name(worktermflag)'Work Term Flags',WORK: Work Information > Term flag
bonsai,bonsai_6-0-0,Work Type,worktype,project,2021-11-18T01:57:22.386Z,9c5e2462-c48e-4e9b-b3d7,/vocabularies/9c5e2462-c48e-4e9b-b3d7,urn:cspace:bonsai.collectionspace.org:vocabularies:name(worktype)'Work Type',WORK: Work Information > Work type
botgarden,botgarden_3-1-1,Accession Use Type,accessionusetype,project,2021-11-18T01:58:22.470Z,74276098-1cb3-4f5c-9a8f,/vocabularies/74276098-1cb3-4f5c-9a8f,urn:cspace:botgarden.collectionspace.org:vocabularies:name(accessionusetype)'Accession Use Type',COLLECTIONOBJECT: Accession Use Information > Accession use type
botgarden,botgarden_3-1-1,Address Types,addresstype,project,2021-11-18T02:00:58.991Z,6d3ab80d-812a-43e8-b6f1,/vocabularies/6d3ab80d-812a-43e8-b6f1,urn:cspace:botgarden.collectionspace.org:vocabularies:name(addresstype)'Address Types',PLACE: Place Information > Address type; WORK: Work Information > Address type
botgarden,botgarden_3-1-1,Agent Info Type,agentinfotype,project,2021-11-18T02:00:54.399Z,b236b805-55ca-4f3c-ad7c,/vocabularies/b236b805-55ca-4f3c-ad7c,urn:cspace:botgarden.collectionspace.org:vocabularies:name(agentinfotype)'Agent Info Type',CITATION: Citation Information > Agent role
botgarden,botgarden_3-1-1,Age Qualifier,agequalifier,project,2021-11-18T02:00:49.863Z,8305b688-e942-4924-ac26,/vocabularies/8305b688-e942-4924-ac26,urn:cspace:botgarden.collectionspace.org:vocabularies:name(agequalifier)'Age Qualifier',not used
botgarden,botgarden_3-1-1,Annotation Type,annotationtype,project,2021-11-18T02:01:04.516Z,e7c56bc9-2d1c-4e9b-a37a,/vocabularies/e7c56bc9-2d1c-4e9b-a37a,urn:cspace:botgarden.collectionspace.org:vocabularies:name(annotationtype)'Annotation Type',COLLECTIONOBJECT: Object Description Information > Annotation type
botgarden,botgarden_3-1-1,Approval Group,deaccessionapprovalgroup,project,2021-11-18T02:00:59.331Z,edbdfb22-60f0-400c-bb95,/vocabularies/edbdfb22-60f0-400c-bb95,urn:cspace:botgarden.collectionspace.org:vocabularies:name(deaccessionapprovalgroup)'Approval Group',INTAKE: Object Entry Information > Approval
botgarden,botgarden_3-1-1,Approval Status,deaccessionapprovalstatus,project,2021-11-18T02:00:59.591Z,a6d6717d-cd5a-4398-8955,/vocabularies/a6d6717d-cd5a-4398-8955,urn:cspace:botgarden.collectionspace.org:vocabularies:name(deaccessionapprovalstatus)'Approval Status',INTAKE: Object Entry Information > Approval status
botgarden,botgarden_3-1-1,Associated Taxon Interactions,assoctaxoninteraction,project,2021-11-18T01:58:22.764Z,dec08c03-f833-4f13-8183,/vocabularies/dec08c03-f833-4f13-8183,urn:cspace:botgarden.collectionspace.org:vocabularies:name(assoctaxoninteraction)'Associated Taxon Interactions',COLLECTIONOBJECT: Field Collection Information > Associated taxon interaction
botgarden,botgarden_3-1-1,Botanical Phases,botanicalphase,project,2021-11-18T01:58:24.366Z,c1d7b9d8-01f1-43b0-9403,/vocabularies/c1d7b9d8-01f1-43b0-9403,urn:cspace:botgarden.collectionspace.org:vocabularies:name(botanicalphase)'Botanical Phases',COLLECTIONOBJECT: Object Description Information > Phase
botgarden,botgarden_3-1-1,Citation Term Flags,citationtermflag,project,2021-11-18T02:00:56.540Z,725b229b-e082-4f45-bf2d,/vocabularies/725b229b-e082-4f45-bf2d,urn:cspace:botgarden.collectionspace.org:vocabularies:name(citationtermflag)'Citation Term Flags',CITATION: Citation Information > Term flag
botgarden,botgarden_3-1-1,Citation Term Type,citationtermtype,project,2021-11-18T02:00:52.446Z,cdd6439b-8ad7-490a-946d,/vocabularies/cdd6439b-8ad7-490a-946d,urn:cspace:botgarden.collectionspace.org:vocabularies:name(citationtermtype)'Citation Term Type',CITATION: Citation Information > Term type
botgarden,botgarden_3-1-1,climateRating,climateRating,project,2021-11-18T01:58:47.235Z,0f1d8856-b357-4af9-a823,/vocabularies/0f1d8856-b357-4af9-a823,urn:cspace:botgarden.collectionspace.org:vocabularies:name(climateRating)'climateRating',not used
botgarden,botgarden_3-1-1,Collection Method,collectionmethod,project,2021-11-18T02:00:46.583Z,b2d07f14-3e02-4239-b8e0,/vocabularies/b2d07f14-3e02-4239-b8e0,urn:cspace:botgarden.collectionspace.org:vocabularies:name(collectionmethod)'Collection Method',COLLECTIONOBJECT: Field Collection Information > Field collection method
botgarden,botgarden_3-1-1,Concept Term Flags,concepttermflag,project,2021-11-18T02:00:56.833Z,ab1ba68f-31be-4a9d-a50e,/vocabularies/ab1ba68f-31be-4a9d-a50e,urn:cspace:botgarden.collectionspace.org:vocabularies:name(concepttermflag)'Concept Term Flags',CONCEPT: Concept Information > Term flag
botgarden,botgarden_3-1-1,Concept Types,concepttype,project,2021-11-18T02:00:55.471Z,9ae027c2-7197-4524-9651,/vocabularies/9ae027c2-7197-4524-9651,urn:cspace:botgarden.collectionspace.org:vocabularies:name(concepttype)'Concept Types',CONCEPT: Concept Information > Concept type
botgarden,botgarden_3-1-1,Condition Check Method,conditioncheckmethod,project,2021-11-18T02:00:48.081Z,ffacc58b-cda1-4103-af59,/vocabularies/ffacc58b-cda1-4103-af59,urn:cspace:botgarden.collectionspace.org:vocabularies:name(conditioncheckmethod)'Condition Check Method',INTAKE: Condition Check Information > Condition check method
botgarden,botgarden_3-1-1,Condition Check Reason,conditioncheckreason,project,2021-11-18T02:00:48.558Z,b3a738a4-0930-4896-84b9,/vocabularies/b3a738a4-0930-4896-84b9,urn:cspace:botgarden.collectionspace.org:vocabularies:name(conditioncheckreason)'Condition Check Reason',INTAKE: Condition Check Information > Condition check reason
botgarden,botgarden_3-1-1,Condition Fitness,conditionfitness,project,2021-11-18T02:00:47.732Z,1b2a37f2-ac57-46ba-a38c,/vocabularies/1b2a37f2-ac57-46ba-a38c,urn:cspace:botgarden.collectionspace.org:vocabularies:name(conditionfitness)'Condition Fitness',INTAKE: Location Information > Current location fitness
botgarden,botgarden_3-1-1,Contact Person Roles,contactrole,project,2021-11-18T02:01:00.599Z,f5d43d9e-f052-4e82-8532,/vocabularies/f5d43d9e-f052-4e82-8532,urn:cspace:botgarden.collectionspace.org:vocabularies:name(contactrole)'Contact Person Roles',ORGANIZATION: Organization Information > Contact role
botgarden,botgarden_3-1-1,Contact Person Statuses,contactstatus,project,2021-11-18T02:01:01.052Z,894336e6-515a-46aa-b937,/vocabularies/894336e6-515a-46aa-b937,urn:cspace:botgarden.collectionspace.org:vocabularies:name(contactstatus)'Contact Person Statuses',ORGANIZATION: Organization Information > Contact status
botgarden,botgarden_3-1-1,country,country,project,2021-11-18T02:00:11.671Z,27714742-028f-4b65-bab3,/vocabularies/27714742-028f-4b65-bab3,urn:cspace:botgarden.collectionspace.org:vocabularies:name(country)'country',COLLECTIONOBJECT: Locality Information > Country
botgarden,botgarden_3-1-1,county,county,project,2021-11-18T01:58:47.701Z,90ed3737-fed4-4b0e-913b,/vocabularies/90ed3737-fed4-4b0e-913b,urn:cspace:botgarden.collectionspace.org:vocabularies:name(county)'county',COLLECTIONOBJECT: Locality Information > County
botgarden,botgarden_3-1-1,cuttingtype,cuttingtype,project,2021-11-18T01:58:37.357Z,65cb28bd-a8e0-4da3-9cfe,/vocabularies/65cb28bd-a8e0-4da3-9cfe,urn:cspace:botgarden.collectionspace.org:vocabularies:name(cuttingtype)'cuttingtype',PROPAGATION: Propagation Information > Cuttings > Cutting type
