fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values,dumbfieldname,new?
botgarden conditioncheck ns2:conditionchecks_common condition,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.condition,Object Condition Information,"",Condition description,conditionCheckGroupList > conditionCheckGroup,condition,string,n,n,y,option list,conditions,"exhibitableneedswork, injeopardy, needsnowork, notexhibitablestable",conditioncheck condition,""
botgarden conditioncheck ns2:conditionchecks_common conditionDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionDate,Object Condition Information,"",Condition date,conditionCheckGroupList > conditionCheckGroup,conditionDate,date,n,n,y,"","","",conditioncheck conditionDate,""
botgarden conditioncheck ns2:conditionchecks_common conditionNote,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.conditionNote,Object Condition Information,"",Condition note,conditionCheckGroupList > conditionCheckGroup,conditionNote,string,n,n,y,"","","",conditioncheck conditionNote,""
botgarden conditioncheck ns2:conditionchecks_common envConditionNote,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.envConditionNote,Object Condition Information,"",Environmental condition note,envConditionNoteGroupList > envConditionNoteGroup,envConditionNote,string,n,n,y,"","","",conditioncheck envConditionNote,""
botgarden conditioncheck ns2:conditionchecks_common envConditionNoteDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.envConditionNoteDate,Object Condition Information,"",Environmental condition date,envConditionNoteGroupList > envConditionNoteGroup,envConditionNoteDate,date,n,n,y,"","","",conditioncheck envConditionNoteDate,""
botgarden conditioncheck ns2:conditionchecks_common displayRecommendations,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.displayRecommendations,Object Recommendation/Requirement Information,"",Display recommendation,"",displayRecommendations,string,n,n,n/a,"","","",conditioncheck displayRecommendations,""
botgarden conditioncheck ns2:conditionchecks_common handlingRecommendations,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.handlingRecommendations,Object Recommendation/Requirement Information,"",Handling recommendation,"",handlingRecommendations,string,n,n,n/a,"","","",conditioncheck handlingRecommendations,""
botgarden conditioncheck ns2:conditionchecks_common securityRecommendations,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.securityRecommendations,Object Recommendation/Requirement Information,"",Security recommendation,"",securityRecommendations,string,n,n,n/a,"","","",conditioncheck securityRecommendations,""
botgarden conditioncheck ns2:conditionchecks_common storageRequirements,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.storageRequirements,Object Recommendation/Requirement Information,"",Storage recommendation,"",storageRequirements,string,n,n,n/a,"","","",conditioncheck storageRequirements,""
botgarden conditioncheck ns2:conditionchecks_common envRecommendations,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.envRecommendations,Object Recommendation/Requirement Information,"",Environmental recommendation,"",envRecommendations,string,n,n,n/a,"","","",conditioncheck envRecommendations,""
botgarden conditioncheck ns2:conditionchecks_common packingRecommendations,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.packingRecommendations,Object Recommendation/Requirement Information,"",Packing recommendation,"",packingRecommendations,string,n,n,n/a,"","","",conditioncheck packingRecommendations,""
botgarden conditioncheck ns2:conditionchecks_common specialRequirements,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.specialRequirements,Object Recommendation/Requirement Information,"",Special requirement,"",specialRequirements,string,n,n,n/a,"","","",conditioncheck specialRequirements,""
botgarden conditioncheck ns2:conditionchecks_common legalRequirements,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalRequirements,Object Recommendation/Requirement Information,"",Legal requirement,"",legalRequirements,string,n,n,n/a,"","","",conditioncheck legalRequirements,""
botgarden conditioncheck ns2:conditionchecks_common legalReqsHeld,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeld,Object Recommendation/Requirement Information,"",Legal/license requirement held description,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeld,string,n,n,y,"","","",conditioncheck legalReqsHeld,""
botgarden conditioncheck ns2:conditionchecks_common legalReqsHeldBeginDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeldBeginDate,Object Recommendation/Requirement Information,"",Legal/license requirement held begin date,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeldBeginDate,date,n,n,y,"","","",conditioncheck legalReqsHeldBeginDate,""
botgarden conditioncheck ns2:conditionchecks_common legalReqsHeldEndDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeldEndDate,Object Recommendation/Requirement Information,"",Legal/license requirement held end date,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeldEndDate,date,n,n,y,"","","",conditioncheck legalReqsHeldEndDate,""
botgarden conditioncheck ns2:conditionchecks_common legalReqsHeldNumber,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeldNumber,Object Recommendation/Requirement Information,"",Legal/license requirement held number,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeldNumber,string,n,n,y,"","","",conditioncheck legalReqsHeldNumber,""
botgarden conditioncheck ns2:conditionchecks_common legalReqsHeldRenewDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.legalReqsHeldRenewDate,Object Recommendation/Requirement Information,"",Legal/license requirement held renewal date,legalReqsHeldGroupList > legalReqsHeldGroup,legalReqsHeldRenewDate,date,n,n,y,"","","",conditioncheck legalReqsHeldRenewDate,""
botgarden conditioncheck ns2:conditionchecks_common salvagePriorityCode,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.salvagePriorityCode,Object Recommendation/Requirement Information,"",Salvage priority code,salvagePriorityCodeGroupList > salvagePriorityCodeGroup,salvagePriorityCode,string,n,n,y,option list,salvagePriorityCodes,"high, low, medium",conditioncheck salvagePriorityCode,""
botgarden conditioncheck ns2:conditionchecks_common salvagePriorityCodeDate,botgarden,conditioncheck,ns2:conditionchecks_common,ns2:conditionchecks_common,conditionchecks_common.salvagePriorityCodeDate,Object Recommendation/Requirement Information,"",Salvage priority date,salvagePriorityCodeGroupList > salvagePriorityCodeGroup,salvagePriorityCodeDate,date,n,n,y,"","","",conditioncheck salvagePriorityCodeDate,""
botgarden group ns2:groups_common title,botgarden,group,ns2:groups_common,ns2:groups_common,groups_common.title,Group Information,"",Title,"",title,string,y,n,n/a,"","","",group title,""
botgarden group ns2:groups_common owner,botgarden,group,ns2:groups_common,ns2:groups_common,groups_common.owner,Group Information,"",Group owner,"",owner,string,n,n,n/a,authority,person/local,"",group owner,""
botgarden group ns2:groups_common groupEarliestSingleDate,botgarden,group,ns2:groups_common,ns2:groups_common,groups_common.groupEarliestSingleDate,Group Information,"",Earliest/single date,"",groupEarliestSingleDate,date,n,n,n/a,"","","",group groupEarliestSingleDate,""
botgarden group ns2:groups_common groupLatestDate,botgarden,group,ns2:groups_common,ns2:groups_common,groups_common.groupLatestDate,Group Information,"",Latest date,"",groupLatestDate,date,n,n,n/a,"","","",group groupLatestDate,""
botgarden group ns2:groups_common scopeNote,botgarden,group,ns2:groups_common,ns2:groups_common,groups_common.scopeNote,Group Information,"",Scope note,"",scopeNote,string,n,n,n/a,"","","",group scopeNote,""
botgarden intake ns2:intakes_common entryNumber,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryNumber,Object Entry Information,"",Entry number,"",entryNumber,string,y,n,n/a,"","","",intake entryNumber,""
botgarden intake ns2:intakes_common entryDate,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryDate,Object Entry Information,"",Entry date,"",entryDate,date,n,n,n/a,"","","",intake entryDate,""
botgarden intake ns2:intakes_common entryReason,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryReason,Object Entry Information,"",Entry reason,"",entryReason,string,n,n,n/a,option list,entryReasons,"commission, consideration, enquiry, loan",intake entryReason,""
botgarden intake ns2:intakes_common entryMethod,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryMethod,Object Entry Information,"",Entry method,entryMethods,entryMethod,string,n,y,n,vocabulary,entrymethod,"",intake entryMethod,""
botgarden intake ns2:intakes_common returnDate,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.returnDate,Object Entry Information,"",Return date,"",returnDate,date,n,n,n/a,"","","",intake returnDate,""
botgarden intake ns2:intakes_common currentOwner,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.currentOwner,Object Entry Information,"",Current owner,currentOwners,currentOwner,string,n,y,n,authority,person/local; organization/local,"",intake currentOwner,""
botgarden intake ns2:intakes_common depositor,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.depositor,Object Entry Information,"",Depositor name,depositorGroupList > depositorGroup,depositor,string,n,n,y,authority,person/local; organization/local,"",intake depositor,""
botgarden intake ns2:intakes_common depositorsRequirements,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.depositorsRequirements,Object Entry Information,"",Depositor requirements,depositorGroupList > depositorGroup,depositorsRequirements,string,n,n,y,"","","",intake depositorsRequirements,""
botgarden intake ns2:intakes_common approvalGroup,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalGroup,Object Entry Information,"",Approval group,approvalGroupList > approvalGroup,approvalGroup,string,n,n,y,vocabulary,deaccessionapprovalgroup,"",intake approvalGroup,""
botgarden intake ns2:intakes_common approvalIndividual,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalIndividual,Object Entry Information,"",Approval individual,approvalGroupList > approvalGroup,approvalIndividual,string,n,n,y,authority,person/local,"",intake approvalIndividual,""
botgarden intake ns2:intakes_common approvalStatus,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalStatus,Object Entry Information,"",Approval status,approvalGroupList > approvalGroup,approvalStatus,string,n,n,y,vocabulary,deaccessionapprovalstatus,"",intake approvalStatus,""
botgarden intake ns2:intakes_common approvalDate,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalDate,Object Entry Information,"",Approval status date,approvalGroupList > approvalGroup,approvalDate,date,n,n,y,"","","",intake approvalDate,""
botgarden intake ns2:intakes_common approvalNote,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.approvalNote,Object Entry Information,"",Approval note,approvalGroupList > approvalGroup,approvalNote,string,n,n,y,"","","",intake approvalNote,""
botgarden intake ns2:intakes_common entryNote,botgarden,intake,ns2:intakes_common,ns2:intakes_common,intakes_common.entryNote,Object Entry Information,"",Entry note,"",entryNote,string,n,n,n/a,"","","",intake entryNote,""
