fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source_type,data_source_name,option_list_values
bonsai_8_3 location ns2:locations_common termSourceDetail,bonsai_8_3,location,ns2:locations_common,ns2:locations_common,locations_common.termSourceDetail,Storage Location Information,"",Term source detail,locTermGroupList > locTermGroup,termSourceDetail,string,n,n,y,"","",""
bonsai_8_3 location ns2:locations_common termSourceID,bonsai_8_3,location,ns2:locations_common,ns2:locations_common,locations_common.termSourceID,Storage Location Information,"",Term source ID,locTermGroupList > locTermGroup,termSourceID,string,n,n,y,"","",""
bonsai_8_3 location ns2:locations_common termSourceNote,bonsai_8_3,location,ns2:locations_common,ns2:locations_common,locations_common.termSourceNote,Storage Location Information,"",Term source note,locTermGroupList > locTermGroup,termSourceNote,string,n,n,y,"","",""
bonsai_8_3 location ns2:locations_common locationType,bonsai_8_3,location,ns2:locations_common,ns2:locations_common,locations_common.locationType,Storage Location Information,"",Storage location type,"",locationType,string,n,n,n/a,vocabulary,locationtype,""
bonsai_8_3 location ns2:locations_common securityNote,bonsai_8_3,location,ns2:locations_common,ns2:locations_common,locations_common.securityNote,Storage Location Information,"",Security note,"",securityNote,string,n,n,n/a,"","",""
bonsai_8_3 location ns2:locations_common address,bonsai_8_3,location,ns2:locations_common,ns2:locations_common,locations_common.address,Storage Location Information,"",Address,"",address,string,n,n,n/a,"","",""
bonsai_8_3 location ns2:locations_common accessNote,bonsai_8_3,location,ns2:locations_common,ns2:locations_common,locations_common.accessNote,Storage Location Information,"",Access note,"",accessNote,string,n,n,n/a,"","",""
bonsai_8_3 location ns2:locations_common conditionNote,bonsai_8_3,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,"",Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"","",""
bonsai_8_3 location ns2:locations_common conditionNoteDate,bonsai_8_3,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,"",Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"","",""
bonsai_8_3 media ns2:media_common identificationNumber,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.identificationNumber,Media Handling Information,"",Identification number,"",identificationNumber,string,y,n,n/a,"","",""
bonsai_8_3 media ns2:media_common title,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.title,Media Handling Information,"",Title,"",title,string,n,n,n/a,"","",""
bonsai_8_3 media ns2:media_common publishTo,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.publishTo,Media Handling Information,"",Publish to,publishToList,publishTo,string,n,y,n,vocabulary,publishto,""
bonsai_8_3 media ns2:blobs_common name,bonsai_8_3,media,ns2:blobs_common,ns2:blobs_common,blobs_common.name,"","",Name,"",name,string,n,n,n/a,"","",""
bonsai_8_3 media ns2:blobs_common mimeType,bonsai_8_3,media,ns2:blobs_common,ns2:blobs_common,blobs_common.mimeType,"","",Type,"",mimeType,string,n,n,n/a,"","",""
bonsai_8_3 media ns2:blobs_common length,bonsai_8_3,media,ns2:blobs_common,ns2:blobs_common,blobs_common.length,"","",Size,"",length,string,n,n,n/a,"","",""
bonsai_8_3 media ns2:media_common externalUrl,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.externalUrl,Media Handling Information,"",External URL,"",externalUrl,string,n,n,n/a,"","",""
bonsai_8_3 media ext.dimension measuredPart,bonsai_8_3,media,ns2:media_common,ext.dimension,ext.dimension.measuredPart,Media Handling Information,"",Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list,measuredParts,"base, frame, framed, image-size, mount, paper-size, plate-size, unframed"
bonsai_8_3 media ext.dimension dimensionSummary,bonsai_8_3,media,ns2:media_common,ext.dimension,ext.dimension.dimensionSummary,Media Handling Information,"",Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"","",""
bonsai_8_3 media ext.dimension dimension,bonsai_8_3,media,ns2:media_common,ext.dimension,ext.dimension.dimension,Media Handling Information,"",Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list,dimensions,"area, base, circumference, count, depth, diameter, height, intended duration, length, running-time, screen resolution, target, volume, weight, width"
bonsai_8_3 media ext.dimension measuredBy,bonsai_8_3,media,ns2:media_common,ext.dimension,ext.dimension.measuredBy,Media Handling Information,"",Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority,person/local; organization/local,""
bonsai_8_3 media ext.dimension measurementMethod,bonsai_8_3,media,ns2:media_common,ext.dimension,ext.dimension.measurementMethod,Media Handling Information,"",Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list,measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station"
bonsai_8_3 media ext.dimension value,bonsai_8_3,media,ns2:media_common,ext.dimension,ext.dimension.value,Media Handling Information,"",Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"","",""
bonsai_8_3 media ext.dimension measurementUnit,bonsai_8_3,media,ns2:media_common,ext.dimension,ext.dimension.measurementUnit,Media Handling Information,"",Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list,measurementUnits,"carats, centimeters, cubic-centimeters, dpi, feet, hours, inches, kilograms, liters, meters, millimeters, milliseconds, minutes, ounces, pixels, pounds, ppi, seconds, square-feet, stories, tons"
bonsai_8_3 media ext.dimension valueQualifier,bonsai_8_3,media,ns2:media_common,ext.dimension,ext.dimension.valueQualifier,Media Handling Information,"",Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"","",""
bonsai_8_3 media ext.dimension valueDate,bonsai_8_3,media,ns2:media_common,ext.dimension,ext.dimension.valueDate,Media Handling Information,"",Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"","",""
bonsai_8_3 media ext.dimension measuredPartNote,bonsai_8_3,media,ns2:media_common,ext.dimension,ext.dimension.measuredPartNote,Media Handling Information,"",Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"","",""
bonsai_8_3 media ns2:media_common checksumValue,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.checksumValue,Media Handling Information,"",Checksum value,checksumGroupList > checksumGroup,checksumValue,string,n,n,y,"","",""
bonsai_8_3 media ns2:media_common checksumType,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.checksumType,Media Handling Information,"",Checksum type,checksumGroupList > checksumGroup,checksumType,string,n,n,y,vocabulary,checksumtypes,""
bonsai_8_3 media ns2:media_common checksumDate,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.checksumDate,Media Handling Information,"",Checksum date,checksumGroupList > checksumGroup,checksumDate,date,n,n,y,"","",""
bonsai_8_3 media ns2:media_common contributor,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.contributor,Media Handling Information,"",Contributor,"",contributor,string,n,n,n/a,authority,person/local; organization/local,""
bonsai_8_3 media ns2:media_common creator,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.creator,Media Handling Information,"",Creator,"",creator,string,n,n,n/a,authority,person/local; organization/local,""
bonsai_8_3 media ns2:media_common language,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.language,Media Handling Information,"",Language,languageList,language,string,n,y,n,vocabulary,languages,""
bonsai_8_3 media ns2:media_common publisher,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.publisher,Media Handling Information,"",Publisher,"",publisher,string,n,n,n/a,authority,person/local; organization/local,""
bonsai_8_3 media ns2:media_common relation,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.relation,Media Handling Information,"",Relation,relationList,relation,string,n,y,n,"","",""
bonsai_8_3 media ns2:media_common copyrightStatement,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.copyrightStatement,Media Handling Information,"",Copyright statement,"",copyrightStatement,string,n,n,n/a,"","",""
bonsai_8_3 media ns2:media_common type,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.type,Media Handling Information,"",Type,typeList,type,string,n,y,n,option list,mediaTypes,"dataset, document, moving_image, sound, still_image"
bonsai_8_3 media ns2:media_common coverage,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.coverage,Media Handling Information,"",Coverage,"",coverage,string,n,n,n/a,"","",""
bonsai_8_3 media ns2:media_common dateGroup,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.dateGroup,Media Handling Information,"",Date,dateGroupList,dateGroup,structured date group,n,y,n,"","",""
bonsai_8_3 media ns2:media_common source,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.source,Media Handling Information,"",Source,"",source,string,n,n,n/a,"","",""
bonsai_8_3 media ns2:media_common subject,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.subject,Media Handling Information,"",Subject,subjectList,subject,string,n,y,n,"","",""
bonsai_8_3 media ns2:media_common rightsHolder,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.rightsHolder,Media Handling Information,"",Rights holder,"",rightsHolder,string,n,n,n/a,authority,person/local; organization/local,""
bonsai_8_3 media ns2:media_common description,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.description,Media Handling Information,"",Description,"",description,string,n,n,n/a,"","",""
bonsai_8_3 media ns2:media_common altText,bonsai_8_3,media,ns2:media_common,ns2:media_common,media_common.altText,Media Handling Information,"",Alt text,"",altText,string,n,n,n/a,"","",""
bonsai_8_3 media not-mapped mediaFileURI,bonsai_8_3,media,not-mapped,not-mapped,not-mapped.mediaFileURI,"","","","",mediaFileURI,string,n,n,n/a,"","",""
bonsai_8_3 movement ns2:movements_common movementReferenceNumber,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.movementReferenceNumber,Object Location Information,"",Reference number,"",movementReferenceNumber,string,n,n,n/a,"","",""
bonsai_8_3 movement ns2:movements_common normalLocation,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.normalLocation,Object Location Information,"",Normal location,"",normalLocation,string,n,n,n/a,authority,location/local; location/offsite; organization/local,""
bonsai_8_3 movement ns2:movements_common currentLocation,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.currentLocation,Object Location Information,"",Current location,"",currentLocation,string,y,n,n/a,authority,location/local; location/offsite; organization/local,""
bonsai_8_3 movement ns2:movements_common currentLocationFitness,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.currentLocationFitness,Object Location Information,"",Current location fitness,"",currentLocationFitness,string,n,n,n/a,option list,locationFitnesses,"dangerous, suitable, temporary, unsuitable"
bonsai_8_3 movement ns2:movements_common currentLocationNote,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.currentLocationNote,Object Location Information,"",Current location note,"",currentLocationNote,string,n,n,n/a,"","",""
bonsai_8_3 movement ns2:movements_common locationDate,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.locationDate,Object Location Information,"",Location date,"",locationDate,date,n,n,n/a,"","",""
bonsai_8_3 movement ns2:movements_common reasonForMove,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.reasonForMove,Movement Information,"",Reason for move,"",reasonForMove,string,n,n,n/a,option list,moveReasons,"collections-facility-move, conservation, exhibition, inventory, loan, newstoragelocation, photography, research"
bonsai_8_3 movement ns2:movements_common movementMethod,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.movementMethod,Movement Information,"",Movement method,movementMethods,movementMethod,string,n,y,n,option list,moveMethods,"forklift, handcarried, trolley"
bonsai_8_3 movement ns2:movements_common plannedRemovalDate,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.plannedRemovalDate,Movement Information,"",Planned removal date,"",plannedRemovalDate,date,n,n,n/a,"","",""
bonsai_8_3 movement ns2:movements_common removalDate,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.removalDate,Movement Information,"",Removal date,"",removalDate,date,n,n,n/a,"","",""
bonsai_8_3 movement ns2:movements_common movementContact,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.movementContact,Movement Information,"",Movement contact,"",movementContact,string,n,n,n/a,authority,person/local,""
bonsai_8_3 movement ns2:movements_common movementNote,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.movementNote,Movement Information,"",Movement note,"",movementNote,string,n,n,n/a,"","",""
bonsai_8_3 movement ns2:movements_common inventoryActionRequired,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.inventoryActionRequired,Inventory Information,"",Inventory action required,"",inventoryActionRequired,string,n,n,n/a,option list,invActions,"conservation, preservation, re-housing"
bonsai_8_3 movement ns2:movements_common frequencyForInventory,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.frequencyForInventory,Inventory Information,"",Inventory frequency,"",frequencyForInventory,string,n,n,n/a,option list,invFreqs,"annually, daily, monthly, semi-annually, weekly"
bonsai_8_3 movement ns2:movements_common inventoryDate,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.inventoryDate,Inventory Information,"",Inventory date,"",inventoryDate,date,n,n,n/a,"","",""
bonsai_8_3 movement ns2:movements_common nextInventoryDate,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.nextInventoryDate,Inventory Information,"",Next inventory date,"",nextInventoryDate,date,n,n,n/a,"","",""
bonsai_8_3 movement ns2:movements_common inventoryContact,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.inventoryContact,Inventory Information,"",Inventory contact,inventoryContactList,inventoryContact,string,n,y,n,authority,person/local,""
bonsai_8_3 movement ns2:movements_common inventoryNote,bonsai_8_3,movement,ns2:movements_common,ns2:movements_common,movements_common.inventoryNote,Inventory Information,"",Inventory note,"",inventoryNote,string,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common exitNumber,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitNumber,Object Exit Information,"",Exit number,"",exitNumber,string,y,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common exitDateGroup,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitDateGroup,Object Exit Information,"",Exit date,"",exitDateGroup,structured date group,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common exitReason,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitReason,Object Exit Information,"",Exit reason,"",exitReason,string,n,n,n/a,option list,exitReasons,"broken, deaccession, dead, deadandbroken, disposal, fundraiser, missing, other, returnofloan"
bonsai_8_3 objectexit ns2:objectexit_common exitMethod,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitMethod,Object Exit Information,"",Exit method,exitMethods,exitMethod,string,n,y,n,option list,exitMethods,"courier, garbage, inperson, post"
bonsai_8_3 objectexit ns2:objectexit_common exitQuantity,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitQuantity,Object Exit Information,"",Exit quantity,"",exitQuantity,integer,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common currentOwner,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.currentOwner,Object Exit Information,"",Current owner,"",currentOwner,string,n,n,n/a,authority,person/local; organization/local,""
bonsai_8_3 objectexit ns2:objectexit_common depositor,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.depositor,Object Exit Information,"",Depositor,"",depositor,string,n,n,n/a,authority,person/local; organization/local,""
bonsai_8_3 objectexit ns2:objectexit_common exitNote,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitNote,Object Exit Information,"",Exit note,"",exitNote,string,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common packingNote,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.packingNote,Object Exit Information,"",Packing note,"",packingNote,string,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common displosalNewObjectNumber,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.displosalNewObjectNumber,Deaccession and Disposal Information,"",Disposal new object number,"",displosalNewObjectNumber,string,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common deaccessionAuthorizer,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionAuthorizer,Deaccession and Disposal Information,"",Deaccession authorizer,"",deaccessionAuthorizer,string,n,n,n/a,authority,person/local,""
bonsai_8_3 objectexit ns2:objectexit_common authorizationDate,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.authorizationDate,Deaccession and Disposal Information,"",Authorization date,"",authorizationDate,date,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common deaccessionApprovalGroup,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionApprovalGroup,Deaccession and Disposal Information,"",Deaccession approval group,deacApprovalGroupList > deacApprovalGroup,deaccessionApprovalGroup,string,n,n,y,vocabulary,deaccessionapprovalgroup,""
bonsai_8_3 objectexit ns2:objectexit_common deaccessionApprovalIndividual,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionApprovalIndividual,Deaccession and Disposal Information,"",Deaccession approval individual,deacApprovalGroupList > deacApprovalGroup,deaccessionApprovalIndividual,string,n,n,y,authority,person/local,""
bonsai_8_3 objectexit ns2:objectexit_common deaccessionApprovalStatus,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionApprovalStatus,Deaccession and Disposal Information,"",Deaccession approval status,deacApprovalGroupList > deacApprovalGroup,deaccessionApprovalStatus,string,n,n,y,vocabulary,deaccessionapprovalstatus,""
bonsai_8_3 objectexit ns2:objectexit_common deaccessionApprovalDate,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionApprovalDate,Deaccession and Disposal Information,"",Deaccession approval status date,deacApprovalGroupList > deacApprovalGroup,deaccessionApprovalDate,date,n,n,y,"","",""
bonsai_8_3 objectexit ns2:objectexit_common deaccessionApprovalNote,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionApprovalNote,Deaccession and Disposal Information,"",Deaccession approval note,deacApprovalGroupList > deacApprovalGroup,deaccessionApprovalNote,string,n,n,y,"","",""
bonsai_8_3 objectexit ns2:objectexit_common deaccessionDate,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionDate,Deaccession and Disposal Information,"",Deaccession date,"",deaccessionDate,date,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common disposalDate,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.disposalDate,Deaccession and Disposal Information,"",Disposal date,"",disposalDate,date,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common disposalMethod,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.disposalMethod,Deaccession and Disposal Information,"",Disposal method,"",disposalMethod,string,n,n,n/a,vocabulary,disposalmethod,""
bonsai_8_3 objectexit ns2:objectexit_common displosalReason,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.displosalReason,Deaccession and Disposal Information,"",Disposal reason,"",displosalReason,string,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common disposalProposedRecipient,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.disposalProposedRecipient,Deaccession and Disposal Information,"",Disposal proposed recipient,"",disposalProposedRecipient,string,n,n,n/a,authority,person/local; organization/local,""
bonsai_8_3 objectexit ns2:objectexit_common disposalRecipient,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.disposalRecipient,Deaccession and Disposal Information,"",Disposal recipient,"",disposalRecipient,string,n,n,n/a,authority,person/local; organization/local,""
bonsai_8_3 objectexit ns2:objectexit_common disposalCurrency,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.disposalCurrency,Deaccession and Disposal Information,"",Disposal currency,"",disposalCurrency,string,n,n,n/a,vocabulary,currency,""
bonsai_8_3 objectexit ns2:objectexit_common displosalValue,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.displosalValue,Deaccession and Disposal Information,"",Disposal value,"",displosalValue,float,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common groupDisposalCurrency,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.groupDisposalCurrency,Deaccession and Disposal Information,"",Group disposal currency,"",groupDisposalCurrency,string,n,n,n/a,vocabulary,currency,""
bonsai_8_3 objectexit ns2:objectexit_common groupDisplosalValue,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.groupDisplosalValue,Deaccession and Disposal Information,"",Group disposal value,"",groupDisplosalValue,float,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common displosalProvisos,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.displosalProvisos,Deaccession and Disposal Information,"",Disposal provisos,"",displosalProvisos,string,n,n,n/a,"","",""
bonsai_8_3 objectexit ns2:objectexit_common displosalNote,bonsai_8_3,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.displosalNote,Deaccession and Disposal Information,"",Disposal note,"",displosalNote,string,n,n,n/a,"","",""
bonsai_8_3 organization ns2:organizations_common termDisplayName,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termDisplayName,Organization Information,"",Term display name,orgTermGroupList > orgTermGroup,termDisplayName,string,y,n,y,"","",""
bonsai_8_3 organization ns2:organizations_common termName,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termName,Organization Information,"",Term name,orgTermGroupList > orgTermGroup,termName,string,n,n,y,"","",""
bonsai_8_3 organization ns2:organizations_common termQualifier,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termQualifier,Organization Information,"",Term qualifier,orgTermGroupList > orgTermGroup,termQualifier,string,n,n,y,"","",""
bonsai_8_3 organization ns2:organizations_common termStatus,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termStatus,Organization Information,"",Term status,orgTermGroupList > orgTermGroup,termStatus,string,n,n,y,option list,orgTermStatuses,"accepted, provisional, rejected, under review"
bonsai_8_3 organization ns2:organizations_common termType,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termType,Organization Information,"",Term type,orgTermGroupList > orgTermGroup,termType,string,n,n,y,option list,orgTermTypes,"alternate descriptor, descriptor, used for term"
bonsai_8_3 organization ns2:organizations_common termFlag,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termFlag,Organization Information,"",Term flag,orgTermGroupList > orgTermGroup,termFlag,string,n,n,y,vocabulary,orgtermflag,""
bonsai_8_3 organization ns2:organizations_common termLanguage,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termLanguage,Organization Information,"",Term language,orgTermGroupList > orgTermGroup,termLanguage,string,n,n,y,vocabulary,languages,""
bonsai_8_3 organization ns2:organizations_common termPrefForLang,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termPrefForLang,Organization Information,"",Term preferred for lang,orgTermGroupList > orgTermGroup,termPrefForLang,boolean,n,n,y,"","",""
bonsai_8_3 organization ns2:organizations_common mainBodyName,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.mainBodyName,Organization Information,"",Term main body name,orgTermGroupList > orgTermGroup,mainBodyName,string,n,n,y,"","",""
bonsai_8_3 organization ns2:organizations_common additionsToName,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.additionsToName,Organization Information,"",Term name addition,orgTermGroupList > orgTermGroup,additionsToName,string,n,n,y,"","",""
bonsai_8_3 organization ns2:organizations_common termSource,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termSource,Organization Information,"",Term source name,orgTermGroupList > orgTermGroup,termSource,string,n,n,y,authority,citation/local; citation/worldcat,""
bonsai_8_3 organization ns2:organizations_common termSourceDetail,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termSourceDetail,Organization Information,"",Term source detail,orgTermGroupList > orgTermGroup,termSourceDetail,string,n,n,y,"","",""
bonsai_8_3 organization ns2:organizations_common termSourceID,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termSourceID,Organization Information,"",Term source ID,orgTermGroupList > orgTermGroup,termSourceID,string,n,n,y,"","",""
bonsai_8_3 organization ns2:organizations_common termSourceNote,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.termSourceNote,Organization Information,"",Term source note,orgTermGroupList > orgTermGroup,termSourceNote,string,n,n,y,"","",""
bonsai_8_3 organization ns2:organizations_common organizationRecordType,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.organizationRecordType,Organization Information,"",Organization type,organizationRecordTypes,organizationRecordType,string,n,y,n,vocabulary,organizationtype,""
bonsai_8_3 organization ns2:organizations_common foundingDateGroup,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.foundingDateGroup,Organization Information,"",Foundation date,"",foundingDateGroup,structured date group,n,n,n/a,"","",""
bonsai_8_3 organization ns2:organizations_common foundingPlace,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.foundingPlace,Organization Information,"",Foundation place,"",foundingPlace,string,n,n,n/a,"","",""
bonsai_8_3 organization ns2:organizations_common dissolutionDateGroup,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.dissolutionDateGroup,Organization Information,"",Dissolution date,"",dissolutionDateGroup,structured date group,n,n,n/a,"","",""
bonsai_8_3 organization ns2:organizations_common nameNote,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.nameNote,Organization Information,"",Name note,"",nameNote,string,n,n,n/a,"","",""
bonsai_8_3 organization ns2:organizations_common group,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.group,Organization Information,"",Group,groups,group,string,n,y,n,"","",""
bonsai_8_3 organization ns2:organizations_common function,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.function,Organization Information,"",Function,functions,function,string,n,y,n,"","",""
bonsai_8_3 organization ns2:organizations_common historyNote,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.historyNote,Organization Information,"",History,historyNotes,historyNote,string,n,y,n,"","",""
bonsai_8_3 organization ns2:organizations_common contactName,bonsai_8_3,organization,ns2:organizations_common,ns2:organizations_common,organizations_common.contactName,Organization Information,"",Contact name,contactGroupList > contactGroup,contactName,string,n,n,y,authority,person/local,""
